Generation 3523
48.72,[351.04, 341.9, 307.84, 407.08, 375.29, 478.38, 264.97, 419.19, 353.63, 35.79, 35.55, 45.68, 35.32, 29.87, 41.41, 40.93, 61.28, 46.08, 30.86, 18.22, 120.59, 100.43, 100.79, -2.52, 0.17, -1.26, -3.12, 0.32, 3.8, 1.95, -0.45, 5.41, 2.38, 0.08, -15.79, -0.22, -6.94, 1.63, -1.7, 17.75, 2.02, -1.9]
48.92,[353.54, 344.09, 243.27, 387.79, 391.24, 493.91, 250.79, 422.86, 319.71, 33.64, 33.78, 44.23, 32.33, 32.46, 47.05, 37.32, 61.86, 45.49, 31.69, 17.68, 99.02, 100.32, 100.05, -3.05, 0.24, -0.95, -5.09, 0.22, 3.7, 1.53, -0.25, 5.88, 2.54, -0.68, -17.68, -2.03, -8.64, 1.78, -0.93, 19.23, 1.89, -1.61]
48.98,[352.83, 344.74, 251.94, 388.62, 385.35, 490.56, 248.64, 422.86, 320.95, 33.85, 33.21, 44.14, 32.84, 32.34, 47.16, 37.27, 61.82, 45.71, 31.77, 17.82, 91.53, 99.59, 94.29, -3.03, 0.33, -0.96, -4.39, 0.18, 4.53, 1.57, -0.2, 5.8, 2.4, -0.53, -16.87, -1.7, -7.94, 1.74, -2.23, 18.91, 2.37, -1.21]
49.13,[353.25, 337.97, 226.95, 395.18, 392.16, 485.71, 249.99, 425.97, 320.1, 33.42, 33.64, 44.53, 32.21, 30.44, 47.49, 35.95, 61.73, 47.22, 31.66, 17.71, 98.91, 101.43, 100.37, -2.97, 0.22, -1.19, -5.12, 0.02, 3.68, 1.06, -0.26, 5.69, 2.44, -0.7, -17.41, -1.0, -8.83, 1.87, -1.06, 17.81, 1.98, -1.52]
49.14,[352.44, 344.61, 261.08, 402.78, 389.66, 464.36, 257.61, 422.07, 342.99, 33.9, 34.4, 45.85, 33.63, 29.14, 46.59, 33.32, 62.2, 49.08, 32.01, 19.49, 123.77, 98.91, 99.05, -2.64, 0.48, -1.48, -4.89, -0.03, 3.35, 0.56, -0.02, 5.09, 2.38, 0.43, -16.91, 0.55, -8.67, 1.22, -1.05, 14.61, 1.86, -1.98]
49.20,[353.18, 338.33, 281.95, 393.25, 377.53, 477.88, 268.33, 414.83, 340.79, 34.69, 35.88, 45.09, 34.69, 29.76, 40.29, 36.97, 62.0, 47.35, 31.36, 18.52, 164.56, 94.67, 98.0, -2.66, 0.44, -0.88, -2.83, -0.21, 3.15, 0.6, 0.06, 5.61, 2.14, -0.46, -9.53, 1.48, -8.14, 1.44, -1.27, 17.47, 2.27, -2.58]
49.26,[352.88, 346.85, 252.54, 385.44, 384.94, 479.95, 249.56, 418.76, 324.21, 35.06, 33.41, 45.34, 33.22, 33.46, 46.73, 36.23, 62.11, 45.89, 31.72, 18.5, 92.32, 99.71, 94.77, -2.69, 0.32, -1.13, -4.21, 0.41, 4.52, 2.18, -0.27, 5.53, 2.61, -0.46, -17.33, -2.56, -7.69, 1.83, -2.17, 16.87, 2.29, -2.86]
49.34,[354.26, 340.75, 241.78, 395.16, 390.09, 457.32, 261.38, 425.05, 359.37, 32.9, 34.69, 45.67, 33.7, 30.3, 44.54, 32.78, 62.05, 48.78, 31.71, 20.11, 112.71, 100.03, 105.9, -2.4, 0.45, -1.53, -4.9, -0.07, 3.03, 1.1, -0.08, 5.07, 2.31, 0.3, -17.4, 0.64, -8.6, 1.26, 1.42, 12.87, 1.86, -2.03]
49.34,[352.87, 344.65, 253.41, 389.02, 385.33, 489.75, 249.3, 422.72, 321.23, 33.88, 33.25, 44.19, 32.86, 32.15, 47.11, 37.16, 61.83, 45.82, 31.78, 17.87, 91.78, 99.58, 94.43, -3.02, 0.34, -0.97, -4.4, 0.16, 4.51, 1.57, -0.19, 5.78, 2.41, -0.49, -16.91, -1.61, -7.94, 1.74, -2.15, 18.76, 2.37, -1.22]
49.37,[352.49, 337.02, 231.17, 381.36, 400.24, 489.44, 266.93, 421.02, 337.76, 35.1, 33.86, 45.51, 27.48, 27.27, 44.97, 37.04, 59.81, 44.32, 35.64, 18.03, 100.0, 101.38, 100.0, -2.68, 0.28, 0.13, -2.93, 0.25, 3.0, 0.09, -0.59, 4.83, 1.32, -0.48, -16.27, 1.77, -10.31, 1.34, 0.47, 17.23, 1.52, -2.1]
