Record started: 2021-08-04 20:16:12.616402 (Original fitness from cfg file: 147.61839898198153)
['MDEXEC', 'charmm']
['MDINP', 'Molecules/oac_clap/oac.inp']
['MDOUT', '/dev/shm/oac_clap_opt.log']
['QMOUT', 'Molecules/oac_clap/oac.log']
['PARAM_FILENAME', 'FF_GenOpt_results/oac_clap/parameters.str']
['POPULATION_FILENAME', 'FF_GenOpt_results/oac_clap/lastPopulation_oac_clap.txt']
['LOG_FILENAME', 'FF_GenOpt_results/oac_clap/convergence_oac_clap.log']
['GENERATIONS', '10000']
['POPULATION_SIZE', '200']
['MUTATIONS_PER_GENERATION', '50']
['STEP_SIZE', '0.05']
['CROSSOVER_BLX', '0.7']
['CROSSOVER_SBX', '0.25']
['CROSSOVER_UNIFORM', '0.05']
['MINIMUM_IMPROVEMENT', '0.0001']
['MINIMUM_DIVERSITY', '0.0001']
['PARAMETER', 'oacb1', 'bond', '0', '1000', '340']
['PARAMETER', 'oacb2', 'bond', '0', '1000', '655.5162']
['PARAMETER', 'oacb3', 'bond', '0', '1000', '316.83']
['PARAMETER', 'oaca1', 'angle', '0', '180', '33.0']
['PARAMETER', 'oaca2', 'angle', '0', '180', '79.9417']
['PARAMETER', 'oaca3', 'angle', '0', '180', '70.0']
['PARAMETER', 'oaca4', 'angle', '0', '180', '35.7']
['PARAMETER', 'oacd1', 'dihedral', '-30', '30', '0.0']

Gen	BestF	MeanF	TEvals	GEvals	REvals	t	t/eval	Delta	Improv	Divers
1	306.81	702.33	316	315	1	91.16	0.29	0.00	0.00	41608.04
2	234.07	596.69	428	426	2	123.20	0.29	72.74	0.17	119484.37
3	234.07	509.71	735	532	203	212.20	0.29	0.00	0.00	47103.87
4	199.26	406.96	850	646	204	246.31	0.29	34.81	0.04	2448.26
5	184.15	363.10	961	756	205	278.21	0.29	15.11	0.02	2654.74
6	177.42	325.80	1076	870	206	311.52	0.29	6.73	0.01	27354.31
7	145.72	291.53	1189	982	207	345.37	0.29	31.70	0.03	28553.11
8	116.80	260.16	1307	1099	208	379.31	0.29	28.92	0.02	23176.75
9	116.80	233.21	1562	1217	345	454.02	0.29	0.00	0.00	2857.08
10	99.13	210.68	1671	1325	346	485.58	0.29	17.67	0.01	19562.91
11	99.13	199.06	1945	1439	506	566.71	0.29	0.00	0.00	9871.16
12	78.51	176.47	2061	1554	507	600.29	0.29	20.62	0.01	5473.22
13	78.51	166.36	2303	1668	635	670.77	0.29	0.00	0.00	511.44
14	78.51	151.82	2549	1776	773	742.92	0.29	0.00	0.00	371.66
15	78.51	136.26	2784	1887	897	813.04	0.29	0.00	0.00	707.01
16	78.51	121.39	3030	1999	1031	885.24	0.29	0.00	0.00	40.53
17	67.57	108.77	3151	2119	1032	920.74	0.29	10.95	0.00	109.57
18	67.57	101.62	3399	2232	1167	992.83	0.29	0.00	0.00	389.82
19	63.49	93.36	3514	2346	1168	1026.21	0.29	4.07	0.00	1697.12
20	63.49	89.58	3770	2454	1316	1101.68	0.29	0.00	0.00	352.64
21	63.13	84.14	3881	2564	1317	1133.44	0.29	0.36	0.00	1304.84
22	60.11	80.53	3988	2670	1318	1165.22	0.29	3.02	0.00	91.63
23	60.11	77.46	4214	2779	1435	1231.73	0.29	0.00	0.00	957.76
24	57.81	73.62	4327	2891	1436	1265.13	0.29	2.31	0.00	29.60
25	57.81	70.61	4552	3006	1546	1331.25	0.29	0.00	0.00	103.78
26	57.81	67.74	4779	3118	1661	1397.85	0.29	0.00	0.00	317.58
27	54.81	65.65	4891	3229	1662	1430.57	0.29	3.00	0.00	72.47
28	54.81	63.75	5123	3346	1777	1499.85	0.29	0.00	0.00	224.57
29	54.51	62.33	5239	3461	1778	1534.09	0.29	0.30	0.00	532.84
30	52.71	61.30	5352	3573	1779	1567.42	0.29	1.80	0.00	125.56
31	52.71	60.48	5566	3686	1880	1629.87	0.29	0.00	0.00	177.80
32	52.71	59.74	5787	3795	1992	1694.48	0.29	0.00	0.00	73.15
33	52.71	58.79	6015	3911	2104	1762.37	0.29	0.00	0.00	333.46
34	52.71	57.82	6240	4029	2211	1828.79	0.29	0.00	0.00	12.34
35	52.71	57.16	6446	4134	2312	1889.65	0.29	0.00	0.00	128.02
36	52.71	56.47	6663	4246	2417	1954.34	0.29	0.00	0.00	58.84
37	52.43	55.70	6775	4357	2418	1986.74	0.29	0.28	0.00	36.91
38	51.49	55.02	6891	4472	2419	2021.40	0.29	0.94	0.00	208.33
39	50.90	54.45	7004	4584	2420	2054.05	0.29	0.59	0.00	163.78
40	50.47	53.96	7119	4698	2421	2087.75	0.29	0.43	0.00	126.07
41	50.47	53.49	7334	4811	2523	2150.22	0.29	0.00	0.00	79.91
42	50.47	52.96	7556	4925	2631	2215.98	0.29	0.00	0.00	23.05
43	50.47	52.56	7766	5035	2731	2279.04	0.29	0.00	0.00	35.10
44	50.04	52.05	7882	5150	2732	2314.49	0.29	0.43	0.00	16.38
45	50.04	51.76	8103	5262	2841	2379.90	0.29	0.00	0.00	0.63
46	49.96	51.38	8219	5377	2842	2413.76	0.29	0.08	0.00	53.49
47	49.96	51.20	8437	5492	2945	2477.66	0.29	0.00	0.00	21.36
48	49.84	51.01	8551	5605	2946	2510.96	0.29	0.12	0.00	50.45
49	49.84	50.88	8766	5718	3048	2574.59	0.29	0.00	0.00	70.30
50	49.84	50.74	8981	5829	3152	2636.88	0.29	0.00	0.00	30.45
51	49.84	50.63	9196	5943	3253	2699.54	0.29	0.00	0.00	0.52
52	49.84	50.54	9409	6055	3354	2761.62	0.29	0.00	0.00	33.38
53	49.82	50.44	9526	6171	3355	2796.26	0.29	0.01	0.00	13.32
54	49.82	50.36	9745	6283	3462	2861.10	0.29	0.00	0.00	2.09
55	49.68	50.27	9857	6394	3463	2894.14	0.29	0.14	0.00	24.99
56	49.58	50.21	9969	6505	3464	2926.44	0.29	0.10	0.00	10.78
57	49.58	50.14	10181	6614	3567	2988.00	0.29	0.00	0.00	21.95
58	49.58	50.07	10392	6724	3668	3050.81	0.29	0.00	0.00	1.52
59	49.58	50.01	10606	6837	3769	3114.20	0.29	0.00	0.00	10.37
60	49.58	49.95	10818	6950	3868	3176.10	0.29	0.00	0.00	2.98
61	49.58	49.89	11029	7060	3969	3239.00	0.29	0.00	0.00	16.09
62	49.57	49.85	11136	7166	3970	3270.47	0.29	0.01	0.00	0.40
63	49.52	49.81	11249	7278	3971	3303.57	0.29	0.05	0.00	7.78
64	49.48	49.76	11363	7391	3972	3336.75	0.29	0.04	0.00	3.76
65	49.31	49.73	11475	7502	3973	3370.27	0.29	0.17	0.00	5.65
66	49.31	49.69	11691	7617	4074	3433.81	0.29	0.00	0.00	1.26
67	49.31	49.65	11905	7730	4175	3495.81	0.29	0.00	0.00	3.31
68	49.31	49.61	12120	7844	4276	3559.21	0.29	0.00	0.00	2.85
69	49.31	49.58	12334	7957	4377	3622.83	0.29	0.00	0.00	1.73
70	49.31	49.56	12550	8072	4478	3686.27	0.29	0.00	0.00	1.57
71	49.28	49.53	12662	8183	4479	3719.45	0.29	0.03	0.00	6.02
72	49.28	49.51	12871	8291	4580	3780.21	0.29	0.00	0.00	3.95
73	49.28	49.50	13085	8404	4681	3843.76	0.29	0.00	0.00	2.89
74	49.28	49.47	13301	8519	4782	3907.33	0.29	0.00	0.00	1.08
75	49.28	49.45	13516	8633	4883	3969.86	0.29	0.00	0.00	4.67
76	49.26	49.43	13624	8740	4884	4001.64	0.29	0.02	0.00	1.92
77	49.25	49.42	13742	8857	4885	4036.22	0.29	0.01	0.00	1.33
78	49.25	49.41	13952	8966	4986	4094.58	0.29	0.00	0.00	0.00
79	49.25	49.39	14162	9075	5087	4156.42	0.29	0.00	0.00	0.04
80	49.25	49.37	14277	9189	5088	4189.76	0.29	0.00	0.00	3.03
81	49.25	49.36	14491	9302	5189	4253.64	0.29	0.00	0.00	1.36
82	49.25	49.34	14603	9413	5190	4285.62	0.29	0.00	0.00	0.04
83	49.25	49.33	14820	9529	5291	4345.03	0.29	0.00	0.00	0.81
84	49.24	49.32	14935	9643	5292	4378.24	0.29	0.01	0.00	0.00
85	49.24	49.31	15144	9751	5393	4439.06	0.29	0.00	0.00	0.36
86	49.24	49.31	15256	9862	5394	4472.13	0.29	0.01	0.00	0.70
87	49.24	49.30	15469	9974	5495	4534.94	0.29	0.00	0.00	1.00
88	49.24	49.29	15585	10089	5496	4568.66	0.29	0.00	0.00	1.55
89	49.24	49.29	15798	10201	5597	4631.10	0.29	0.00	0.00	0.81
90	49.24	49.28	16011	10313	5698	4693.07	0.29	0.00	0.00	2.50
91	49.23	49.28	16128	10429	5699	4726.94	0.29	0.01	0.00	1.44
92	49.23	49.27	16244	10544	5700	4761.09	0.29	0.00	0.00	0.48
93	49.23	49.27	16456	10655	5801	4821.30	0.29	0.00	0.00	0.54
94	49.23	49.27	16666	10764	5902	4878.62	0.29	0.00	0.00	0.01
95	49.22	49.26	16771	10868	5903	4909.97	0.29	0.01	0.00	0.24
96	49.21	49.26	16883	10979	5904	4941.86	0.29	0.01	0.00	0.80
97	49.21	49.25	17095	11090	6005	5004.86	0.29	0.00	0.00	0.00
98	49.21	49.25	17306	11200	6106	5066.07	0.29	0.00	0.00	0.61
99	49.21	49.24	17522	11315	6207	5129.98	0.29	0.00	0.00	0.10
100	49.19	49.24	17628	11420	6208	5160.40	0.29	0.02	0.00	0.79
101	49.19	49.24	17840	11531	6309	5223.17	0.29	0.00	0.00	0.00
102	49.19	49.23	18050	11640	6410	5284.23	0.29	0.00	0.00	0.78
103	49.19	49.23	18268	11757	6511	5349.85	0.29	0.00	0.00	0.46
104	49.19	49.23	18480	11868	6612	5412.49	0.29	0.00	0.00	0.34
105	49.19	49.22	18696	11982	6714	5475.78	0.29	0.00	0.00	0.07
106	49.18	49.22	18810	12095	6715	5509.77	0.29	0.01	0.00	0.64
107	49.18	49.22	19018	12202	6816	5570.55	0.29	0.00	0.00	0.00
108	49.18	49.21	19232	12315	6917	5634.29	0.29	0.00	0.00	0.38
109	49.17	49.21	19347	12429	6918	5667.74	0.29	0.01	0.00	0.22
110	49.17	49.21	19562	12543	7019	5730.93	0.29	0.00	0.00	0.05
111	49.17	49.20	19779	12659	7120	5795.53	0.29	0.00	0.00	0.10
112	49.17	49.20	19990	12769	7221	5858.50	0.29	0.00	0.00	0.04
113	49.16	49.20	20103	12881	7222	5891.34	0.29	0.01	0.00	0.15
114	49.16	49.19	20319	12996	7323	5954.21	0.29	0.00	0.00	0.06
115	49.16	49.19	20535	13111	7424	6018.82	0.29	0.00	0.00	0.00
116	49.16	49.19	20747	13222	7525	6081.69	0.29	0.00	0.00	0.17
117	49.16	49.19	20958	13332	7626	6143.33	0.29	0.00	0.00	0.02
118	49.16	49.18	21073	13446	7627	6177.65	0.29	0.01	0.00	0.29
119	49.16	49.18	21186	13558	7628	6210.70	0.29	0.00	0.00	0.15
120	49.16	49.18	21405	13676	7729	6276.08	0.29	0.00	0.00	0.03
121	49.16	49.18	21613	13783	7830	6337.51	0.29	0.00	0.00	0.02
122	49.16	49.18	21824	13893	7931	6399.19	0.29	0.00	0.00	0.10
123	49.16	49.17	22034	14002	8032	6461.17	0.29	0.00	0.00	0.05
124	49.16	49.17	22247	14114	8133	6523.36	0.29	0.00	0.00	0.45
125	49.16	49.17	22462	14228	8234	6586.24	0.29	0.00	0.00	0.10
126	49.16	49.17	22671	14336	8335	6647.44	0.29	0.00	0.00	0.49
127	49.16	49.17	22784	14448	8336	6680.69	0.29	0.00	0.00	0.14
128	49.15	49.17	22892	14555	8337	6712.16	0.29	0.00	0.00	0.11
129	49.15	49.17	23103	14665	8438	6775.19	0.29	0.00	0.00	0.00
130	49.15	49.17	23317	14778	8539	6839.21	0.29	0.00	0.00	0.07
131	49.15	49.17	23529	14889	8640	6901.43	0.29	0.00	0.00	0.21
132	49.15	49.17	23646	15005	8641	6936.32	0.29	0.01	0.00	0.01
133	49.15	49.16	23857	15115	8742	6998.57	0.29	0.00	0.00	0.04
134	49.15	49.16	24068	15225	8843	7061.37	0.29	0.00	0.00	0.06
135	49.15	49.16	24280	15336	8944	7123.77	0.29	0.00	0.00	0.03
136	49.15	49.16	24492	15447	9045	7186.51	0.29	0.00	0.00	0.00
137	49.15	49.16	24707	15561	9146	7250.21	0.29	0.00	0.00	0.07
138	49.15	49.16	24920	15673	9247	7313.16	0.29	0.00	0.00	0.01
139	49.15	49.16	25029	15781	9248	7345.29	0.29	0.00	0.00	0.23
140	49.15	49.16	25137	15888	9249	7376.67	0.29	0.00	0.00	0.11
141	49.15	49.16	25346	15996	9350	7439.21	0.29	0.00	0.00	0.05
142	49.14	49.16	25460	16109	9351	7473.11	0.29	0.00	0.00	0.17
143	49.14	49.16	25668	16216	9452	7534.46	0.29	0.00	0.00	0.00
144	49.14	49.15	25883	16330	9553	7597.82	0.29	0.00	0.00	0.01
145	49.14	49.15	26092	16438	9654	7659.74	0.29	0.00	0.00	0.06
146	49.14	49.15	26306	16551	9755	7721.36	0.29	0.00	0.00	0.02
147	49.14	49.15	26522	16666	9856	7785.69	0.29	0.00	0.00	0.19
148	49.14	49.15	26635	16778	9857	7818.52	0.29	0.00	0.00	0.06
149	49.14	49.15	26847	16889	9958	7881.27	0.29	0.00	0.00	0.02
150	49.14	49.15	26963	17004	9959	7915.99	0.29	0.00	0.00	0.00
151	49.14	49.15	27179	17119	10060	7978.80	0.29	0.00	0.00	0.10
152	49.14	49.15	27392	17231	10161	8041.82	0.29	0.00	0.00	0.00
153	49.14	49.15	27510	17348	10162	8076.35	0.29	0.00	0.00	0.03
154	49.14	49.15	27723	17460	10263	8139.60	0.29	0.00	0.00	0.05
155	49.14	49.15	27935	17571	10364	8201.91	0.29	0.00	0.00	0.03
156	49.14	49.14	28046	17681	10365	8234.49	0.29	0.00	0.00	0.09
157	49.14	49.14	28263	17797	10466	8298.29	0.29	0.00	0.00	0.07
158	49.14	49.14	28479	17912	10567	8362.35	0.29	0.00	0.00	0.02
159	49.14	49.14	28692	18024	10668	8425.63	0.29	0.00	0.00	0.01
160	49.13	49.14	28804	18135	10669	8458.43	0.29	0.00	0.00	0.02
161	49.13	49.14	28918	18248	10670	8491.56	0.29	0.00	0.00	0.01
162	49.13	49.14	29128	18357	10771	8553.66	0.29	0.00	0.00	0.02
163	49.13	49.14	29344	18472	10872	8618.20	0.29	0.00	0.00	0.03
164	49.13	49.14	29451	18578	10873	8649.78	0.29	0.00	0.00	0.00
165	49.13	49.14	29667	18693	10974	8713.65	0.29	0.00	0.00	0.02
166	49.13	49.14	29880	18805	11075	8776.17	0.29	0.00	0.00	0.01
167	49.13	49.14	30088	18912	11176	8836.66	0.29	0.00	0.00	0.03
168	49.13	49.14	30301	19024	11277	8898.74	0.29	0.00	0.00	0.03
169	49.13	49.14	30515	19137	11378	8962.00	0.29	0.00	0.00	0.03
170	49.13	49.14	30625	19246	11379	8994.44	0.29	0.00	0.00	0.00
171	49.13	49.14	30738	19358	11380	9027.17	0.29	0.00	0.00	0.01
172	49.13	49.14	30846	19465	11381	9059.26	0.29	0.00	0.00	0.01
173	49.13	774.34	31468	19771	11697	9239.98	0.29	0.00	0.00	60133.65
174	49.13	600.56	31808	19881	11927	9338.86	0.29	0.00	0.00	8906.16
175	49.13	463.53	32089	19991	12098	9421.66	0.29	0.00	0.00	88280.34
176	49.13	359.87	32384	20110	12274	9507.40	0.29	0.00	0.00	80557.11
177	49.13	300.79	32652	20219	12433	9584.81	0.29	0.00	0.00	1105.84
178	49.13	265.96	32932	20331	12601	9666.43	0.29	0.00	0.00	20913.03
179	49.13	236.15	33197	20445	12752	9744.83	0.29	0.00	0.00	2148.39
180	49.13	213.38	33438	20553	12885	9815.13	0.29	0.00	0.00	521.05
181	49.13	199.30	33681	20669	13012	9885.77	0.29	0.00	0.00	483.27
182	49.13	185.80	33919	20786	13133	9955.09	0.29	0.00	0.00	881.08
183	49.13	175.84	34140	20898	13242	10019.91	0.29	0.00	0.00	6780.46
184	49.13	168.27	34367	21011	13356	10086.49	0.29	0.00	0.00	4332.51
185	49.13	157.55	34599	21117	13482	10154.04	0.29	0.00	0.00	6808.13
186	49.13	146.81	34861	21233	13628	10229.73	0.29	0.00	0.00	8674.55
187	49.13	129.84	35099	21350	13749	10299.84	0.29	0.00	0.00	2600.28
188	49.13	110.44	35349	21460	13889	10372.27	0.29	0.00	0.00	111.40
189	49.13	92.66	35574	21565	14009	10437.72	0.29	0.00	0.00	578.92
190	49.13	82.97	35796	21673	14123	10502.31	0.29	0.00	0.00	334.06
191	49.13	76.05	36026	21784	14242	10569.29	0.29	0.00	0.00	396.60
192	49.13	71.62	36266	21897	14369	10639.36	0.29	0.00	0.00	339.97
193	49.13	68.52	36483	22008	14475	10703.92	0.29	0.00	0.00	70.78
194	49.13	65.90	36718	22120	14598	10772.13	0.29	0.00	0.00	350.53
195	49.13	62.76	36953	22237	14716	10840.79	0.29	0.00	0.00	359.72
196	49.13	61.03	37177	22348	14829	10906.60	0.29	0.00	0.00	398.87
197	49.13	59.00	37393	22458	14935	10971.30	0.29	0.00	0.00	243.77
198	49.13	57.37	37614	22571	15043	11037.38	0.29	0.00	0.00	90.80
199	49.13	56.19	37828	22682	15146	11100.03	0.29	0.00	0.00	0.92
200	49.13	55.29	38053	22795	15258	11167.60	0.29	0.00	0.00	35.47
201	49.13	54.27	38272	22908	15364	11232.53	0.29	0.00	0.00	20.56
202	49.13	53.59	38486	23020	15466	11295.38	0.29	0.00	0.00	11.23
203	49.13	52.97	38700	23131	15569	11358.10	0.29	0.00	0.00	18.25
204	49.13	52.40	38918	23243	15675	11422.74	0.29	0.00	0.00	28.08
205	49.13	51.87	39134	23358	15776	11486.19	0.29	0.00	0.00	36.69
206	49.13	51.39	39354	23468	15886	11551.37	0.29	0.00	0.00	29.49
207	49.13	50.94	39569	23581	15988	11614.18	0.29	0.00	0.00	25.75
208	49.13	50.63	39775	23686	16089	11674.21	0.29	0.00	0.00	9.30
209	49.13	50.35	39990	23799	16191	11738.04	0.29	0.00	0.00	2.49
210	49.13	50.12	40204	23912	16292	11800.92	0.29	0.00	0.00	16.93
211	49.13	49.96	40419	24026	16393	11864.20	0.29	0.00	0.00	2.48
212	49.13	49.84	40634	24140	16494	11927.08	0.29	0.00	0.00	0.45
213	49.13	49.73	40848	24253	16595	11989.76	0.29	0.00	0.00	10.24
214	49.13	49.64	41058	24362	16696	12051.94	0.29	0.00	0.00	0.25
215	49.13	49.58	41272	24474	16798	12114.36	0.29	0.00	0.00	3.07
216	49.13	49.53	41485	24586	16899	12177.92	0.29	0.00	0.00	8.28
217	49.13	49.47	41700	24700	17000	12241.82	0.29	0.00	0.00	4.06
218	49.13	49.43	41918	24812	17106	12305.68	0.29	0.00	0.00	4.72
219	49.13	49.39	42132	24924	17208	12368.51	0.29	0.00	0.00	2.01
220	49.13	49.35	42346	25037	17309	12431.47	0.29	0.00	0.00	3.80
221	49.13	49.32	42557	25147	17410	12493.96	0.29	0.00	0.00	2.48
222	49.13	49.29	42776	25265	17511	12558.57	0.29	0.00	0.00	1.99
223	49.13	49.27	42987	25375	17612	12620.43	0.29	0.00	0.00	0.24
224	49.13	49.25	43199	25486	17713	12682.80	0.29	0.00	0.00	0.42
225	49.12	49.24	43314	25600	17714	12716.42	0.29	0.00	0.00	1.57
226	49.12	49.22	43531	25716	17815	12780.95	0.29	0.00	0.00	0.90
227	49.12	49.20	43751	25835	17916	12846.12	0.29	0.00	0.00	0.09
228	49.11	49.18	43858	25941	17917	12877.61	0.29	0.02	0.00	0.00
229	49.11	49.17	43967	26049	17918	12909.23	0.29	0.00	0.00	0.86
230	49.11	49.16	44184	26163	18021	12973.16	0.29	0.00	0.00	0.28
231	49.11	49.15	44395	26273	18122	13034.84	0.29	0.00	0.00	0.63
232	49.11	49.15	44612	26388	18224	13098.66	0.29	0.00	0.00	0.64
233	49.11	49.14	44823	26498	18325	13160.58	0.29	0.00	0.00	0.77
234	49.11	49.14	45035	26609	18426	13223.46	0.29	0.00	0.00	0.31
235	49.09	49.14	45148	26721	18427	13256.63	0.29	0.01	0.00	0.36
236	49.09	49.13	45360	26832	18528	13318.75	0.29	0.00	0.00	0.00
237	49.09	49.13	45569	26940	18629	13379.79	0.29	0.00	0.00	0.56
238	49.09	49.13	45789	27059	18730	13444.49	0.29	0.00	0.00	0.55
239	49.09	49.13	45903	27172	18731	13478.09	0.29	0.00	0.00	0.57
240	49.09	49.12	46115	27283	18832	13538.61	0.29	0.00	0.00	1.58
241	49.09	49.12	46328	27395	18933	13600.43	0.29	0.00	0.00	0.01
242	49.09	49.12	46544	27510	19034	13662.97	0.29	0.00	0.00	0.20
243	49.09	49.12	46758	27623	19135	13723.36	0.29	0.00	0.00	0.42
244	49.09	49.12	46971	27735	19236	13785.02	0.29	0.00	0.00	0.32
245	49.09	49.12	47184	27847	19337	13846.76	0.29	0.00	0.00	0.23
246	49.09	49.11	47395	27957	19438	13907.85	0.29	0.00	0.00	0.02
247	49.09	49.11	47613	28074	19539	13971.19	0.29	0.00	0.00	0.03
248	49.09	49.11	47821	28181	19640	14032.22	0.29	0.00	0.00	0.01
249	49.09	49.11	47933	28292	19641	14065.66	0.29	0.00	0.00	0.09
250	49.09	49.11	48144	28402	19742	14127.57	0.29	0.00	0.00	0.38
251	49.09	49.11	48362	28519	19843	14191.30	0.29	0.00	0.00	0.05
252	49.09	49.11	48576	28632	19944	14253.95	0.29	0.00	0.00	0.17
253	49.09	49.10	48786	28741	20045	14315.83	0.29	0.00	0.00	0.00
254	49.09	49.10	49000	28854	20146	14377.68	0.29	0.00	0.00	0.07
255	49.09	49.10	49110	28963	20147	14409.39	0.29	0.00	0.00	0.18
256	49.09	49.10	49324	29076	20248	14470.75	0.29	0.00	0.00	0.00
257	49.08	49.10	49429	29180	20249	14501.83	0.29	0.00	0.00	0.47
258	49.08	49.10	49647	29297	20350	14565.61	0.29	0.00	0.00	0.00
259	49.08	49.10	49854	29403	20451	14624.32	0.29	0.00	0.00	0.00
260	49.08	49.10	50070	29518	20552	14687.67	0.29	0.00	0.00	0.06
261	49.08	49.10	50284	29631	20653	14749.30	0.29	0.00	0.00	0.17
262	49.08	49.10	50496	29742	20754	14811.47	0.29	0.00	0.00	0.39
263	49.08	49.10	50709	29854	20855	14873.37	0.29	0.00	0.00	0.00
264	49.08	49.09	50925	29969	20956	14937.50	0.29	0.00	0.00	0.10
265	49.08	49.09	51033	30076	20957	14969.87	0.29	0.00	0.00	0.27
266	49.08	49.09	51245	30187	21058	15033.28	0.29	0.00	0.00	0.00
267	49.08	49.09	51453	30294	21159	15094.58	0.29	0.00	0.00	0.25
268	49.08	49.09	51666	30406	21260	15155.38	0.29	0.00	0.00	0.18
269	49.08	49.09	51875	30514	21361	15215.55	0.29	0.00	0.00	0.04
270	49.08	49.09	52089	30627	21462	15277.97	0.29	0.00	0.00	0.24
271	49.08	49.09	52304	30741	21563	15341.42	0.29	0.00	0.00	0.03
272	49.08	49.09	52516	30852	21664	15404.37	0.29	0.00	0.00	0.00
273	49.08	49.09	52631	30966	21665	15438.07	0.29	0.00	0.00	0.18
274	49.08	49.09	52846	31080	21766	15501.45	0.29	0.00	0.00	0.00
275	49.08	49.09	53058	31191	21867	15564.35	0.29	0.00	0.00	0.07
276	49.08	49.09	53267	31299	21968	15625.49	0.29	0.00	0.00	0.05
277	49.08	49.09	53483	31414	22069	15689.03	0.29	0.00	0.00	0.00
278	49.08	49.09	53699	31529	22170	15752.91	0.29	0.00	0.00	0.00
279	49.08	49.09	53910	31639	22271	15815.54	0.29	0.00	0.00	0.00
280	49.08	49.09	54128	31756	22372	15878.80	0.29	0.00	0.00	0.06
281	49.08	49.09	54243	31870	22373	15912.61	0.29	0.00	0.00	0.04
282	49.08	49.09	54352	31978	22374	15944.72	0.29	0.00	0.00	0.02
283	49.08	49.08	54567	32092	22475	16008.63	0.29	0.00	0.00	0.00
284	49.08	49.08	54780	32204	22576	16071.22	0.29	0.00	0.00	0.03
285	49.08	49.08	54990	32313	22677	16133.06	0.29	0.00	0.00	0.02
286	49.08	49.08	55204	32426	22778	16196.14	0.29	0.00	0.00	0.04
287	49.08	49.08	55413	32534	22879	16257.63	0.29	0.00	0.00	0.05
288	49.08	738.67	55948	32842	23106	16417.03	0.29	0.00	0.00	70789.37
289	49.08	578.32	56284	32953	23331	16516.38	0.29	0.00	0.00	4004.53
290	49.08	456.83	56616	33064	23552	16612.92	0.29	0.00	0.00	35299.20
291	49.08	364.31	56893	33173	23720	16696.15	0.29	0.00	0.00	2918.45
292	49.08	287.85	57169	33286	23883	16775.96	0.29	0.00	0.00	23621.70
293	49.08	231.36	57392	33399	23993	16841.09	0.29	0.00	0.00	2327.97
294	49.08	197.52	57650	33512	24138	16916.62	0.29	0.00	0.00	2901.36
295	49.08	169.40	57885	33623	24262	16985.87	0.29	0.00	0.00	997.60
296	49.08	150.36	58116	33734	24382	17053.81	0.29	0.00	0.00	4119.97
297	49.08	133.76	58349	33844	24505	17123.06	0.29	0.00	0.00	5868.45
298	49.08	114.45	58579	33957	24622	17191.04	0.29	0.00	0.00	273.21
299	49.08	98.78	58806	34070	24736	17257.82	0.29	0.00	0.00	1531.45
300	49.08	88.21	59054	34184	24870	17330.76	0.29	0.00	0.00	6.16
301	49.08	79.00	59279	34296	24983	17396.47	0.29	0.00	0.00	39.42
302	49.08	73.11	59518	34406	25112	17467.56	0.29	0.00	0.00	74.52
303	49.08	68.47	59751	34523	25228	17536.34	0.29	0.00	0.00	474.84
304	49.08	65.71	59972	34640	25332	17601.03	0.29	0.00	0.00	341.11
305	49.08	63.76	60201	34755	25446	17668.22	0.29	0.00	0.00	657.00
306	49.08	61.89	60418	34870	25548	17731.88	0.29	0.00	0.00	2.44
307	49.08	60.41	60635	34982	25653	17795.58	0.29	0.00	0.00	678.36
308	49.08	59.12	60856	35093	25763	17860.54	0.29	0.00	0.00	67.15
309	49.08	58.23	61068	35202	25866	17923.25	0.29	0.00	0.00	46.17
310	49.08	57.18	61283	35316	25967	17986.98	0.29	0.00	0.00	216.63
311	49.08	56.22	61494	35427	26067	18048.75	0.29	0.00	0.00	7.65
312	49.08	55.15	61713	35543	26170	18113.54	0.29	0.00	0.00	0.44
313	49.08	54.17	61939	35653	26286	18179.67	0.29	0.00	0.00	34.98
314	49.08	53.30	62164	35767	26397	18245.19	0.29	0.00	0.00	1.55
315	49.08	52.63	62382	35879	26503	18308.98	0.29	0.00	0.00	21.86
316	49.08	52.09	62597	35990	26607	18371.92	0.29	0.00	0.00	44.31
317	49.08	51.57	62822	36106	26716	18438.20	0.29	0.00	0.00	3.34
318	49.08	51.21	63030	36212	26818	18498.65	0.29	0.00	0.00	16.10
319	49.08	50.80	63246	36327	26919	18561.77	0.29	0.00	0.00	8.97
320	49.08	50.54	63460	36440	27020	18624.82	0.29	0.00	0.00	3.88
321	49.08	50.29	63676	36554	27122	18687.72	0.29	0.00	0.00	4.18
322	49.08	50.12	63889	36663	27226	18750.76	0.29	0.00	0.00	16.66
323	49.08	49.97	64108	36781	27327	18814.13	0.29	0.00	0.00	3.66
324	49.08	49.87	64323	36894	27429	18875.86	0.29	0.00	0.00	10.68
325	49.08	49.79	64536	37006	27530	18938.54	0.29	0.00	0.00	14.05
326	49.08	49.72	64747	37115	27632	19000.01	0.29	0.00	0.00	11.77
327	49.08	49.64	64957	37224	27733	19060.99	0.29	0.00	0.00	4.34
328	49.08	49.58	65173	37339	27834	19123.65	0.29	0.00	0.00	2.62
329	49.08	49.52	65387	37452	27935	19186.63	0.29	0.00	0.00	1.48
330	49.08	49.49	65599	37563	28036	19248.36	0.29	0.00	0.00	6.80
331	49.08	49.45	65814	37677	28137	19311.46	0.29	0.00	0.00	13.52
