Generation 100
218.15,[397.355, 1418.588, 110.066, 49.161, 0.316]
218.15,[384.898, 1412.991, 110.786, 48.469, 0.312]
218.15,[386.193, 1414.623, 111.022, 49.12, 0.324]
218.15,[394.602, 1421.676, 109.913, 49.54, 0.323]
218.15,[380.798, 1419.287, 108.723, 49.452, 0.325]
218.15,[387.182, 1419.171, 110.617, 48.007, 0.312]
218.16,[383.98, 1436.861, 107.399, 49.423, 0.312]
218.16,[392.391, 1419.313, 106.339, 47.968, 0.316]
218.16,[385.899, 1421.071, 109.281, 48.039, 0.32]
218.16,[396.171, 1420.913, 110.214, 51.166, 0.312]
218.16,[394.878, 1417.541, 112.044, 49.469, 0.309]
218.16,[387.318, 1417.587, 111.087, 48.026, 0.312]
218.16,[394.666, 1429.533, 110.054, 49.726, 0.316]
218.16,[390.21, 1421.526, 112.973, 49.68, 0.322]
218.16,[398.138, 1422.268, 105.02, 49.91, 0.318]
218.16,[389.801, 1414.421, 109.276, 48.979, 0.303]
218.16,[392.477, 1413.428, 107.183, 51.22, 0.324]
218.16,[388.568, 1412.867, 109.695, 47.953, 0.313]
218.16,[387.325, 1415.301, 105.344, 49.143, 0.324]
218.17,[375.173, 1418.592, 109.754, 49.584, 0.318]
218.17,[386.675, 1408.912, 109.381, 48.307, 0.313]
218.17,[392.588, 1412.61, 107.355, 50.6, 0.326]
218.17,[388.289, 1417.007, 111.249, 48.013, 0.311]
218.17,[386.478, 1411.468, 106.152, 50.093, 0.326]
218.17,[388.252, 1407.934, 109.519, 48.275, 0.313]
218.17,[387.038, 1419.316, 108.362, 47.738, 0.31]
218.17,[387.462, 1419.088, 105.147, 47.977, 0.314]
218.17,[399.863, 1417.516, 107.059, 49.056, 0.309]
218.17,[389.094, 1414.97, 111.272, 47.889, 0.314]
218.17,[386.749, 1418.834, 110.281, 47.768, 0.311]
218.18,[392.52, 1418.37, 106.704, 49.215, 0.327]
218.18,[387.449, 1414.203, 110.549, 47.803, 0.313]
218.18,[399.84, 1409.402, 108.254, 50.2, 0.32]
218.18,[388.364, 1429.021, 111.92, 49.785, 0.325]
218.18,[386.888, 1427.107, 111.021, 48.824, 0.304]
218.18,[398.41, 1413.302, 108.084, 48.175, 0.313]
218.18,[389.879, 1427.653, 106.783, 47.864, 0.317]
218.18,[394.653, 1426.501, 109.139, 48.548, 0.308]
218.18,[391.893, 1409.441, 112.496, 51.157, 0.308]
218.18,[377.71, 1421.773, 106.946, 49.679, 0.324]
218.19,[398.416, 1409.059, 108.842, 51.366, 0.317]
218.19,[391.416, 1421.917, 105.637, 49.173, 0.327]
218.19,[392.286, 1414.525, 108.587, 47.568, 0.311]
218.19,[398.275, 1409.211, 108.898, 51.421, 0.317]
218.19,[384.936, 1420.647, 108.352, 49.647, 0.33]
218.19,[383.903, 1414.566, 110.345, 47.956, 0.32]
218.19,[384.596, 1419.33, 113.616, 49.001, 0.324]
218.19,[383.039, 1422.05, 109.77, 48.66, 0.327]
218.19,[400.226, 1424.287, 108.266, 49.5, 0.312]
218.19,[394.753, 1419.091, 107.115, 47.646, 0.319]
218.19,[393.515, 1427.84, 106.268, 48.706, 0.324]
218.19,[390.489, 1415.628, 109.247, 48.831, 0.301]
218.19,[381.972, 1408.691, 111.212, 50.784, 0.324]
218.19,[401.486, 1418.179, 104.953, 49.887, 0.319]
218.20,[383.651, 1414.305, 110.441, 47.881, 0.32]
218.20,[392.925, 1401.039, 104.845, 49.529, 0.318]
218.20,[385.971, 1422.277, 107.867, 47.374, 0.311]
218.20,[374.259, 1420.884, 107.18, 49.065, 0.314]
218.20,[393.676, 1417.099, 113.387, 50.875, 0.305]
218.20,[377.015, 1424.795, 107.015, 49.041, 0.324]
218.21,[402.496, 1419.7, 106.802, 50.05, 0.319]
218.21,[387.511, 1416.062, 109.072, 48.899, 0.299]
218.21,[385.338, 1414.151, 109.714, 47.493, 0.311]
218.21,[388.18, 1419.18, 106.341, 51.627, 0.299]
218.21,[395.256, 1426.745, 108.283, 48.243, 0.306]
218.21,[393.679, 1410.675, 113.399, 49.971, 0.305]
218.21,[394.594, 1404.004, 110.076, 48.146, 0.312]
218.21,[396.456, 1413.302, 113.967, 49.742, 0.317]
218.21,[383.771, 1421.033, 107.947, 49.686, 0.331]
218.21,[397.888, 1430.575, 110.058, 49.349, 0.314]
218.21,[391.708, 1402.475, 106.908, 48.223, 0.318]
218.22,[396.837, 1398.44, 108.307, 49.537, 0.31]
218.22,[392.463, 1412.521, 108.586, 49.499, 0.298]
218.22,[386.976, 1410.8, 109.586, 47.442, 0.312]
218.22,[397.193, 1420.482, 108.048, 50.542, 0.328]
218.22,[399.376, 1400.216, 109.255, 49.922, 0.31]
218.22,[402.799, 1419.115, 109.271, 49.718, 0.31]
218.22,[382.76, 1433.003, 106.77, 49.088, 0.328]
218.23,[391.644, 1420.048, 113.703, 47.927, 0.311]
218.23,[387.718, 1427.84, 111.465, 48.706, 0.301]
218.23,[392.182, 1411.353, 113.429, 49.165, 0.303]
218.23,[394.878, 1401.039, 112.044, 49.529, 0.309]
218.23,[396.171, 1403.027, 110.214, 48.114, 0.312]
218.23,[401.514, 1423.843, 109.105, 49.253, 0.32]
218.23,[384.903, 1404.654, 110.098, 49.281, 0.326]
218.23,[402.842, 1423.498, 106.791, 50.087, 0.319]
218.23,[393.515, 1407.938, 106.268, 47.782, 0.324]
218.23,[396.774, 1416.643, 105.141, 47.904, 0.325]
218.24,[379.716, 1414.991, 111.884, 47.948, 0.309]
218.24,[387.661, 1415.853, 102.412, 48.018, 0.317]
