Generation 117
75.75,[391.48, 431.85, 342.106, 356.749, 418.81, 405.206, 449.424, 429.661, 384.307, 382.517, 153.173, 43.105, 52.135, 103.961, 30.785, 118.824, 57.038, 104.701, 48.992, 106.757, 65.273, 39.113, 29.077, 84.49, 52.697, 46.52, 54.522, 42.471, 1.278, 1.8, 1.518, 1.348, 0.082, 32.568, 6.547, 31.096, 13.643, 24.257, 3.454, 3.752, 3.034, 1.929, 2.534]
75.76,[390.729, 423.31, 337.553, 372.78, 421.492, 423.323, 440.146, 430.862, 388.567, 384.806, 154.24, 43.507, 51.645, 112.322, 31.441, 122.661, 55.802, 105.34, 49.771, 121.008, 70.752, 30.979, 35.451, 84.562, 52.573, 47.061, 53.124, 42.703, 1.237, 1.976, 1.031, 1.477, 0.147, 31.479, 6.737, 31.702, 16.054, 20.124, 3.422, 3.402, 3.091, 2.197, 2.669]
75.79,[389.444, 426.155, 334.171, 386.612, 416.525, 405.594, 442.527, 424.992, 387.159, 382.483, 154.874, 43.771, 51.433, 110.309, 32.325, 124.849, 58.42, 98.264, 54.979, 104.097, 68.079, 38.704, 31.525, 85.228, 52.72, 45.722, 53.13, 42.392, 1.623, 2.137, 0.713, 1.482, 0.085, 31.495, 6.645, 30.673, 13.821, 21.135, 3.588, 3.463, 3.155, 2.479, 2.747]
75.80,[389.204, 422.485, 344.855, 328.948, 413.341, 408.496, 442.185, 434.654, 379.101, 384.418, 155.453, 44.183, 50.45, 103.855, 31.792, 121.25, 57.064, 97.267, 54.859, 115.773, 73.312, 38.551, 34.0, 84.524, 49.576, 45.016, 52.429, 41.962, 1.233, 2.205, 1.439, 1.284, 0.114, 30.628, 6.356, 30.624, 14.879, 23.375, 3.52, 3.367, 2.979, 1.942, 2.461]
75.82,[388.181, 426.56, 335.851, 411.492, 421.462, 409.303, 429.23, 428.577, 372.095, 385.38, 153.496, 43.679, 49.689, 121.597, 31.324, 114.761, 57.536, 101.416, 52.599, 113.427, 65.149, 35.661, 30.707, 83.942, 53.295, 46.335, 52.938, 42.193, 1.565, 2.295, 1.503, 1.229, 0.082, 31.401, 6.631, 30.161, 14.819, 19.71, 3.675, 3.663, 2.683, 1.904, 2.709]
75.82,[391.404, 428.47, 339.867, 367.617, 418.217, 405.398, 447.524, 430.421, 385.715, 382.951, 154.33, 43.215, 51.76, 106.134, 31.178, 119.196, 56.838, 104.869, 50.03, 108.946, 66.758, 39.109, 29.908, 84.504, 52.234, 45.84, 54.721, 42.521, 1.305, 1.896, 1.541, 1.314, 0.09, 32.284, 6.485, 30.982, 13.426, 23.349, 3.493, 3.775, 3.01, 1.967, 2.547]
75.82,[386.63, 422.673, 334.287, 352.901, 417.781, 407.702, 440.464, 430.583, 383.554, 386.113, 154.953, 43.953, 50.965, 107.547, 31.419, 119.044, 55.009, 96.218, 56.401, 116.166, 73.469, 34.913, 34.614, 84.129, 50.584, 46.485, 53.804, 42.121, 1.315, 2.04, 1.425, 1.266, 0.106, 31.353, 6.701, 30.892, 14.834, 21.865, 3.585, 3.401, 2.855, 2.28, 2.535]
75.82,[382.607, 424.877, 329.688, 390.666, 414.27, 408.781, 442.279, 432.895, 387.436, 385.097, 156.27, 43.559, 50.992, 108.015, 30.449, 124.288, 55.65, 105.391, 58.212, 107.251, 65.047, 37.496, 32.66, 80.968, 48.555, 43.525, 54.417, 42.572, 1.424, 2.356, 1.709, 1.121, 0.101, 31.435, 6.663, 29.967, 14.805, 21.88, 3.419, 2.778, 3.394, 1.996, 2.729]
75.83,[388.774, 422.025, 341.123, 423.465, 428.268, 411.39, 440.246, 433.236, 368.7, 386.029, 149.959, 43.956, 50.276, 110.925, 30.991, 120.315, 57.786, 101.603, 54.124, 117.299, 62.119, 39.433, 32.195, 79.018, 52.653, 47.782, 52.218, 42.586, 1.539, 2.302, 1.499, 1.234, 0.076, 31.482, 6.409, 30.466, 14.804, 24.268, 3.633, 3.527, 2.765, 2.864, 2.364]
75.84,[392.014, 424.881, 332.776, 386.062, 416.453, 411.175, 440.458, 433.652, 392.17, 384.473, 159.34, 43.641, 51.703, 108.898, 32.611, 129.616, 53.971, 106.346, 53.548, 108.639, 73.644, 35.683, 35.703, 85.111, 48.747, 44.785, 54.421, 42.635, 1.473, 2.42, 1.377, 1.125, 0.114, 31.202, 6.398, 29.509, 13.673, 19.594, 3.316, 3.91, 3.311, 1.86, 2.942]
75.87,[381.986, 424.764, 329.431, 392.642, 413.962, 408.595, 442.164, 433.366, 387.925, 385.197, 156.337, 43.565, 50.977, 108.085, 30.315, 124.665, 55.486, 105.447, 58.56, 107.109, 64.8, 37.265, 32.624, 80.777, 48.276, 43.382, 54.516, 42.585, 1.414, 2.355, 1.71, 1.113, 0.099, 31.404, 6.664, 29.936, 14.861, 21.873, 3.404, 2.706, 3.433, 2.0, 2.74]
75.93,[381.173, 424.573, 328.166, 323.621, 417.018, 406.376, 440.983, 435.051, 379.429, 384.302, 154.324, 43.567, 50.985, 104.52, 30.163, 119.102, 55.37, 102.28, 56.982, 115.388, 61.714, 37.265, 31.973, 81.597, 49.29, 46.968, 54.8, 41.396, 1.349, 2.317, 1.61, 1.288, 0.097, 30.763, 6.608, 30.325, 15.06, 21.888, 3.405, 2.534, 2.738, 2.454, 2.622]
75.96,[388.736, 424.788, 335.094, 391.043, 414.826, 410.7, 444.403, 433.057, 384.034, 385.221, 155.935, 43.654, 50.56, 107.864, 31.732, 126.848, 55.358, 104.512, 52.296, 108.616, 59.88, 37.216, 32.603, 83.668, 48.782, 44.851, 53.477, 42.628, 1.569, 2.37, 1.644, 1.083, 0.153, 31.318, 6.414, 29.716, 14.793, 23.269, 3.4, 3.852, 3.719, 2.074, 2.714]
75.98,[389.221, 421.858, 334.259, 383.573, 416.171, 420.426, 441.615, 430.378, 387.19, 382.072, 155.493, 43.704, 51.428, 110.663, 32.402, 124.766, 57.588, 99.55, 54.736, 118.949, 69.745, 43.063, 31.706, 85.701, 51.007, 42.811, 53.178, 42.485, 1.43, 2.154, 0.832, 1.479, 0.089, 31.518, 6.764, 30.65, 14.46, 20.262, 3.479, 3.557, 3.091, 2.344, 2.7]
75.99,[389.663, 427.042, 336.583, 349.838, 419.798, 408.276, 440.426, 434.307, 380.77, 384.49, 155.177, 44.009, 50.673, 104.857, 31.467, 117.042, 58.967, 95.544, 54.65, 114.88, 74.423, 37.915, 34.293, 84.575, 50.048, 46.294, 52.795, 40.86, 1.223, 2.151, 1.448, 1.284, 0.106, 30.797, 6.408, 30.73, 14.955, 20.624, 3.482, 3.497, 3.011, 2.012, 2.637]
76.01,[389.465, 423.074, 350.864, 383.353, 417.202, 414.484, 436.333, 433.184, 389.545, 384.805, 151.784, 43.603, 51.168, 110.913, 33.992, 132.833, 50.313, 105.992, 51.143, 109.798, 46.856, 33.403, 32.999, 85.89, 55.489, 47.581, 53.124, 42.668, 1.563, 2.43, 1.784, 1.155, 0.133, 31.27, 5.918, 28.509, 15.228, 20.009, 3.549, 4.124, 2.031, 1.794, 2.69]
76.02,[383.902, 424.247, 336.034, 330.453, 418.746, 405.208, 439.762, 431.058, 383.435, 386.423, 153.464, 44.019, 50.706, 104.636, 30.835, 116.434, 56.014, 91.849, 57.794, 119.396, 74.644, 33.845, 33.388, 84.666, 50.316, 47.42, 53.119, 41.825, 1.236, 1.959, 1.283, 1.4, 0.099, 31.424, 6.573, 31.107, 16.216, 22.369, 3.596, 3.135, 2.869, 2.343, 2.598]
76.05,[389.826, 410.6, 331.866, 343.338, 415.343, 404.405, 444.703, 427.079, 384.166, 383.867, 153.243, 43.775, 53.932, 108.13, 33.416, 124.055, 56.873, 92.852, 57.453, 108.621, 73.459, 36.313, 32.581, 85.938, 51.77, 45.032, 54.791, 40.686, 1.119, 2.18, 1.703, 1.451, 0.113, 30.871, 6.04, 29.985, 11.425, 19.947, 3.51, 3.873, 2.904, 2.287, 2.644]
76.06,[387.618, 414.281, 334.136, 392.552, 408.435, 407.887, 434.523, 434.301, 374.369, 381.667, 152.033, 43.305, 50.84, 111.019, 32.202, 117.726, 55.939, 111.062, 51.367, 117.883, 68.938, 42.02, 31.955, 82.126, 50.429, 45.676, 53.586, 43.131, 1.565, 2.263, 1.071, 1.177, 0.203, 31.467, 6.533, 30.752, 14.017, 18.631, 3.49, 3.559, 2.894, 2.305, 2.522]
76.06,[389.343, 424.196, 335.365, 382.895, 417.632, 409.954, 440.369, 432.667, 382.989, 381.087, 156.069, 43.995, 51.065, 106.7, 31.122, 119.831, 55.778, 100.543, 53.857, 116.011, 74.605, 40.337, 33.967, 85.498, 49.449, 45.057, 53.212, 43.312, 1.553, 2.399, 1.313, 1.393, 0.15, 30.688, 6.592, 30.476, 12.526, 19.608, 3.504, 3.673, 3.023, 2.222, 2.39]
76.06,[388.961, 424.46, 336.072, 364.05, 418.455, 412.853, 440.109, 432.847, 384.59, 384.182, 155.358, 44.035, 50.7, 108.623, 31.836, 119.49, 56.509, 96.94, 54.608, 116.818, 73.552, 39.479, 33.413, 84.988, 50.427, 44.882, 53.089, 41.96, 1.348, 2.024, 1.241, 1.317, 0.123, 30.966, 6.693, 30.836, 15.072, 20.198, 3.467, 3.61, 2.984, 2.256, 2.631]
76.11,[394.015, 425.611, 333.247, 368.774, 420.852, 406.072, 445.462, 436.643, 383.248, 385.785, 152.354, 43.605, 51.136, 104.24, 32.585, 119.753, 57.205, 104.71, 55.528, 110.519, 70.514, 34.589, 35.033, 84.317, 52.75, 44.214, 53.431, 42.485, 1.125, 2.023, 1.561, 1.333, 0.079, 31.323, 6.647, 30.902, 15.653, 20.846, 3.654, 3.786, 3.18, 2.146, 2.589]
76.12,[391.508, 423.074, 337.837, 386.484, 416.287, 420.535, 438.572, 431.047, 387.073, 381.908, 155.714, 44.022, 51.767, 110.853, 32.562, 124.907, 56.937, 99.445, 54.49, 119.366, 70.155, 43.347, 31.744, 85.443, 50.702, 42.94, 52.922, 43.069, 1.363, 2.224, 0.907, 1.432, 0.129, 31.408, 6.826, 30.705, 14.475, 20.259, 3.478, 3.556, 3.089, 2.344, 2.672]
76.13,[389.211, 420.4, 336.311, 355.66, 416.009, 411.385, 440.676, 431.978, 379.902, 384.971, 154.425, 43.683, 51.252, 104.101, 30.548, 119.764, 56.688, 101.195, 53.357, 114.858, 72.282, 36.363, 33.739, 82.86, 51.712, 47.224, 52.837, 41.944, 1.4, 2.001, 1.522, 1.208, 0.158, 30.159, 6.219, 30.506, 14.895, 20.117, 3.565, 4.056, 2.91, 2.21, 2.59]
76.13,[383.56, 424.429, 332.483, 398.497, 413.298, 408.987, 442.578, 433.69, 383.546, 385.593, 156.156, 43.693, 50.799, 108.246, 30.651, 123.746, 55.861, 104.499, 57.746, 108.449, 64.272, 37.024, 32.509, 81.45, 49.276, 44.898, 53.9, 42.442, 1.438, 2.339, 1.622, 1.151, 0.097, 31.419, 6.67, 30.044, 14.84, 22.106, 3.464, 2.949, 3.302, 2.142, 2.685]
76.15,[390.865, 425.235, 337.768, 385.982, 417.598, 420.078, 438.199, 431.937, 386.397, 382.178, 155.887, 44.023, 51.053, 110.605, 32.127, 123.322, 56.764, 99.597, 54.097, 120.2, 70.743, 43.194, 32.152, 85.089, 50.536, 43.169, 52.67, 43.002, 1.398, 2.137, 0.893, 1.383, 0.123, 31.35, 6.923, 30.867, 15.166, 20.269, 3.47, 3.526, 3.082, 2.323, 2.665]
76.15,[388.436, 423.792, 340.146, 368.64, 420.915, 410.74, 435.915, 432.47, 385.885, 384.662, 155.305, 44.222, 51.298, 108.219, 31.114, 117.151, 55.074, 106.004, 52.787, 116.597, 63.143, 38.504, 32.622, 84.539, 55.369, 42.767, 53.505, 42.384, 1.615, 2.439, 1.634, 1.271, 0.115, 29.516, 6.317, 29.782, 14.285, 23.265, 3.677, 3.659, 2.967, 1.798, 2.553]
76.15,[389.231, 420.24, 336.084, 357.472, 415.752, 412.088, 440.484, 431.847, 379.62, 384.922, 154.955, 43.686, 51.213, 104.286, 30.426, 119.263, 56.486, 101.6, 53.32, 114.621, 72.756, 36.413, 33.689, 82.604, 51.668, 46.689, 52.979, 41.912, 1.417, 2.018, 1.516, 1.194, 0.161, 30.209, 6.226, 30.442, 14.744, 20.051, 3.572, 4.001, 2.913, 2.208, 2.592]
76.19,[390.191, 421.537, 340.446, 370.443, 417.592, 395.849, 443.875, 422.693, 366.629, 381.767, 157.673, 43.656, 49.699, 104.495, 32.94, 116.222, 56.834, 96.75, 58.154, 107.343, 54.962, 45.009, 31.565, 84.774, 51.467, 48.946, 52.167, 41.966, 1.462, 2.311, 0.885, 1.365, 0.093, 33.521, 8.232, 31.035, 15.243, 20.806, 3.489, 3.526, 2.62, 2.153, 2.515]
76.19,[389.205, 422.017, 338.744, 361.052, 419.097, 405.895, 441.869, 433.964, 381.719, 386.532, 153.895, 43.458, 51.12, 104.794, 31.433, 119.555, 56.608, 97.003, 53.79, 114.74, 68.109, 36.76, 33.836, 85.057, 51.976, 49.943, 52.086, 41.759, 1.42, 1.958, 1.672, 1.332, 0.106, 29.765, 6.8, 30.828, 15.952, 22.408, 3.549, 3.559, 2.906, 2.381, 2.504]
76.19,[386.818, 423.792, 339.006, 344.433, 418.439, 406.791, 441.018, 431.202, 387.098, 384.537, 155.214, 42.939, 51.404, 104.796, 30.998, 117.214, 54.962, 103.868, 48.377, 108.304, 63.539, 42.703, 34.228, 80.757, 54.824, 46.445, 52.519, 40.828, 1.805, 2.445, 1.346, 1.333, 0.207, 32.107, 6.964, 32.009, 14.267, 23.189, 3.631, 3.179, 3.045, 2.547, 2.552]
76.22,[389.081, 421.454, 337.806, 343.706, 417.706, 406.75, 441.943, 432.841, 381.76, 385.292, 150.933, 43.663, 51.509, 102.879, 31.35, 123.069, 58.024, 98.525, 53.598, 116.419, 69.158, 36.031, 34.064, 84.55, 51.999, 50.752, 51.898, 42.159, 1.286, 1.887, 1.565, 1.304, 0.133, 29.826, 6.174, 30.932, 15.894, 20.553, 3.518, 4.417, 2.885, 2.224, 2.576]
76.23,[381.938, 424.651, 329.226, 392.512, 413.489, 408.691, 441.674, 434.06, 387.564, 385.563, 156.453, 43.565, 50.948, 108.023, 30.335, 125.094, 55.466, 105.393, 58.814, 107.519, 64.713, 37.631, 32.841, 80.544, 48.037, 43.156, 54.489, 42.605, 1.488, 2.354, 1.717, 1.11, 0.098, 31.306, 6.654, 29.91, 14.934, 22.05, 3.408, 2.68, 3.471, 1.986, 2.749]
76.24,[388.039, 420.259, 339.679, 360.254, 419.35, 404.955, 441.847, 433.67, 381.275, 385.059, 153.95, 43.779, 51.057, 104.489, 31.238, 119.591, 56.722, 96.967, 54.023, 114.665, 67.863, 36.603, 33.904, 85.001, 51.667, 49.863, 51.972, 41.978, 1.328, 2.019, 1.63, 1.347, 0.133, 29.774, 6.797, 30.834, 15.989, 22.517, 3.56, 3.562, 2.907, 2.384, 2.501]
76.25,[389.353, 421.102, 332.544, 375.31, 416.817, 410.192, 441.164, 430.109, 383.674, 385.803, 156.438, 43.888, 51.224, 110.454, 32.001, 121.65, 54.006, 100.581, 55.011, 112.942, 72.296, 35.98, 35.837, 83.592, 50.852, 45.553, 54.486, 42.416, 1.394, 2.121, 1.566, 1.133, 0.114, 31.283, 6.83, 30.678, 13.454, 21.361, 3.574, 3.667, 2.84, 2.216, 2.471]
76.25,[392.518, 411.495, 335.018, 388.118, 408.77, 409.001, 430.227, 428.156, 372.729, 384.394, 159.031, 43.566, 49.849, 107.597, 31.022, 135.406, 53.073, 100.983, 54.867, 111.277, 68.824, 37.052, 31.324, 86.213, 53.244, 44.403, 55.393, 42.564, 1.566, 2.016, 1.726, 1.352, 0.091, 31.517, 6.68, 29.633, 10.483, 20.092, 3.672, 3.924, 2.715, 1.764, 2.746]
76.26,[392.524, 411.384, 335.077, 387.985, 408.672, 408.95, 430.066, 428.136, 372.577, 384.379, 159.046, 43.563, 49.826, 107.517, 31.0, 135.56, 53.074, 100.928, 54.884, 111.299, 68.792, 37.053, 31.245, 86.256, 53.273, 44.401, 55.397, 42.562, 1.567, 2.014, 1.726, 1.357, 0.091, 31.521, 6.677, 29.622, 10.461, 20.081, 3.674, 3.924, 2.714, 1.758, 2.75]
76.26,[388.008, 424.072, 335.223, 353.07, 418.884, 409.236, 441.066, 433.303, 383.686, 385.185, 155.094, 44.042, 50.523, 107.632, 31.69, 117.571, 56.382, 95.609, 54.864, 115.125, 74.958, 37.619, 34.045, 84.937, 50.373, 45.74, 53.299, 41.438, 1.323, 1.967, 1.415, 1.284, 0.123, 30.773, 6.578, 30.82, 15.025, 20.162, 3.466, 3.651, 2.935, 2.223, 2.614]
76.26,[391.659, 432.645, 341.355, 364.409, 417.563, 405.969, 450.653, 429.88, 377.074, 382.158, 155.038, 43.4, 51.408, 103.571, 30.424, 124.504, 59.219, 103.153, 51.394, 110.455, 73.917, 36.471, 29.557, 85.188, 52.606, 48.631, 50.965, 43.269, 1.341, 2.202, 1.687, 1.255, 0.078, 32.658, 6.986, 30.434, 15.225, 19.99, 3.522, 4.044, 2.782, 1.746, 2.603]
76.26,[391.436, 422.739, 337.321, 386.666, 416.819, 419.991, 438.675, 430.636, 386.699, 381.692, 155.593, 43.97, 51.749, 110.931, 32.492, 125.013, 56.888, 99.377, 54.534, 119.345, 70.129, 43.375, 31.724, 85.293, 50.816, 42.834, 52.908, 42.979, 1.364, 2.191, 0.908, 1.423, 0.122, 31.414, 6.846, 30.711, 14.486, 20.236, 3.478, 3.559, 3.088, 2.343, 2.675]
76.26,[389.599, 407.591, 331.348, 396.748, 415.342, 408.597, 439.59, 425.757, 382.743, 385.659, 154.094, 43.111, 52.758, 107.66, 33.523, 126.713, 56.575, 97.161, 54.131, 109.767, 79.71, 34.552, 33.21, 86.372, 53.455, 45.077, 53.205, 41.647, 0.97, 2.098, 1.727, 1.482, 0.129, 31.148, 6.023, 29.989, 13.924, 20.3, 3.64, 3.867, 3.105, 2.365, 2.664]
76.28,[388.395, 422.677, 335.042, 357.741, 417.505, 411.374, 440.538, 432.641, 381.994, 385.018, 156.051, 43.946, 50.647, 107.025, 31.1, 117.11, 56.03, 98.082, 54.354, 114.536, 75.221, 37.369, 33.851, 83.789, 50.661, 45.003, 53.476, 41.512, 1.382, 2.014, 1.432, 1.231, 0.141, 30.707, 6.49, 30.591, 14.659, 20.006, 3.51, 3.648, 2.935, 2.214, 2.611]
76.29,[390.668, 420.586, 337.464, 391.775, 414.524, 408.556, 432.199, 429.79, 379.255, 385.075, 157.45, 44.076, 50.536, 116.474, 31.046, 122.856, 53.839, 104.545, 53.791, 113.731, 65.698, 36.964, 31.756, 83.799, 54.612, 44.056, 54.676, 42.353, 1.618, 2.388, 1.684, 1.166, 0.1, 30.521, 6.46, 29.864, 12.066, 21.27, 3.687, 3.884, 2.838, 1.7, 2.664]
76.30,[390.399, 421.088, 337.811, 389.085, 415.375, 408.993, 432.508, 430.096, 380.225, 385.012, 157.218, 44.107, 50.639, 115.532, 31.053, 122.069, 53.95, 104.977, 53.632, 114.143, 65.248, 37.211, 31.83, 83.88, 54.806, 43.695, 54.571, 42.368, 1.626, 2.406, 1.677, 1.177, 0.102, 30.387, 6.428, 29.825, 12.299, 21.544, 3.689, 3.857, 2.856, 1.696, 2.652]
76.32,[389.174, 429.325, 331.601, 385.62, 410.817, 409.248, 441.935, 427.711, 385.356, 382.952, 155.109, 43.618, 51.386, 107.83, 30.083, 120.751, 57.672, 104.017, 57.761, 108.194, 68.396, 38.981, 31.715, 81.227, 53.269, 44.995, 54.118, 42.257, 1.384, 2.355, 1.646, 1.141, 0.092, 31.469, 6.665, 30.031, 14.981, 21.35, 3.456, 4.009, 3.252, 2.044, 2.678]
76.35,[391.341, 412.437, 339.895, 420.186, 416.217, 404.832, 440.89, 431.306, 386.14, 384.192, 156.112, 44.041, 51.183, 115.243, 32.729, 125.019, 56.054, 97.065, 54.589, 116.945, 70.229, 39.513, 31.528, 85.021, 50.86, 43.42, 55.946, 42.923, 1.364, 2.154, 0.561, 1.393, 0.118, 31.371, 6.332, 30.504, 12.987, 20.117, 3.496, 3.502, 3.033, 2.237, 2.709]
76.37,[387.936, 420.278, 339.901, 359.644, 419.463, 404.848, 441.852, 433.736, 381.14, 385.067, 153.825, 43.782, 51.062, 104.365, 31.188, 119.478, 56.751, 96.93, 53.945, 114.794, 67.753, 36.578, 33.933, 85.021, 51.753, 50.004, 51.895, 41.965, 1.326, 2.011, 1.629, 1.352, 0.132, 29.738, 6.808, 30.852, 16.059, 22.51, 3.559, 3.59, 2.9, 2.392, 2.493]
76.37,[389.813, 424.343, 346.604, 386.184, 415.38, 410.986, 436.778, 431.461, 386.703, 384.617, 153.118, 43.631, 51.24, 108.674, 32.728, 130.042, 55.478, 106.246, 53.167, 108.684, 50.919, 36.134, 33.04, 85.012, 54.33, 44.864, 53.629, 42.632, 1.522, 2.407, 1.64, 1.149, 0.136, 31.208, 6.078, 29.814, 14.725, 19.62, 3.632, 3.901, 2.48, 1.878, 2.704]
76.38,[390.092, 422.023, 339.384, 383.26, 420.695, 411.341, 436.218, 430.576, 382.362, 386.153, 153.969, 43.608, 51.12, 110.343, 32.821, 126.832, 56.596, 102.007, 52.056, 107.079, 52.778, 36.858, 30.768, 84.971, 54.103, 44.256, 53.472, 42.634, 1.521, 2.4, 1.657, 1.165, 0.13, 30.962, 5.456, 29.721, 13.281, 20.108, 3.63, 3.898, 2.345, 1.867, 2.614]
76.39,[388.543, 424.546, 340.199, 370.571, 421.227, 412.005, 434.641, 432.198, 386.903, 384.575, 155.622, 44.316, 51.349, 109.046, 31.099, 116.651, 54.714, 107.951, 52.539, 116.984, 62.153, 38.917, 32.341, 84.435, 56.145, 41.213, 53.85, 42.473, 1.677, 2.531, 1.635, 1.253, 0.111, 29.468, 6.212, 29.553, 13.904, 23.427, 3.702, 3.674, 2.981, 1.67, 2.566]
76.40,[388.154, 425.187, 336.158, 341.063, 419.674, 409.253, 441.084, 433.037, 383.331, 384.651, 154.004, 44.112, 50.333, 105.898, 31.54, 116.377, 56.709, 94.478, 54.411, 114.983, 77.089, 38.367, 34.202, 85.102, 50.179, 46.165, 52.832, 41.451, 1.263, 1.968, 1.437, 1.344, 0.109, 30.666, 6.631, 31.016, 15.571, 20.514, 3.435, 3.596, 2.931, 2.249, 2.645]
76.40,[389.797, 425.077, 346.23, 386.114, 414.744, 411.223, 436.365, 433.773, 383.057, 384.551, 153.321, 43.621, 51.272, 109.026, 32.764, 130.116, 55.234, 106.563, 53.639, 108.494, 48.532, 35.631, 32.867, 85.109, 54.535, 44.836, 53.589, 42.64, 1.52, 2.43, 1.644, 1.118, 0.133, 31.169, 6.029, 29.465, 14.833, 19.587, 3.639, 3.919, 2.432, 1.845, 2.706]
76.41,[389.842, 424.874, 346.148, 385.883, 414.899, 411.21, 436.246, 433.659, 383.166, 384.463, 153.274, 43.635, 51.277, 108.948, 32.725, 129.674, 55.425, 106.471, 53.534, 108.571, 48.696, 35.679, 32.91, 85.116, 54.533, 44.758, 53.521, 42.636, 1.525, 2.425, 1.642, 1.124, 0.132, 31.206, 6.052, 29.495, 14.842, 19.584, 3.642, 3.908, 2.426, 1.857, 2.702]
