Record started: 2021-08-04 20:15:57.589084 (Original fitness from cfg file: 175.46096400062538)
['MDEXEC', 'charmm']
['MDINP', 'Molecules/oac/oac.inp']
['MDOUT', '/dev/shm/opt.log']
['QMOUT', 'Molecules/oac/oac.log']
['PARAM_FILENAME', 'FF_GenOpt_results/oac/parameters.str']
['POPULATION_FILENAME', 'FF_GenOpt_results/oac/lastPopulation_oac.txt']
['LOG_FILENAME', 'FF_GenOpt_results/oac/convergence_oac.log']
['GENERATIONS', '10000']
['POPULATION_SIZE', '200']
['MUTATIONS_PER_GENERATION', '50']
['STEP_SIZE', '0.05']
['CROSSOVER_BLX', '0.7']
['CROSSOVER_SBX', '0.25']
['CROSSOVER_UNIFORM', '0.05']
['MINIMUM_IMPROVEMENT', '0.0001']
['MINIMUM_DIVERSITY', '0.0001']
['PARAMETER', 'oacb1', 'bond', '0', '600', '340']
['PARAMETER', 'oacb2', 'bond', '0', '600', '655.5162']
['PARAMETER', 'oacb3', 'bond', '0', '600', '316.83']
['PARAMETER', 'oaca1', 'angle', '0', '200', '33.0']
['PARAMETER', 'oaca2', 'angle', '0', '200', '79.9417']
['PARAMETER', 'oaca3', 'angle', '0', '200', '70.0']
['PARAMETER', 'oaca4', 'angle', '0', '200', '35.7']
['PARAMETER', 'oacd1', 'dihedral', '0', '30', '0.0']
['PARAMETER', 'oaci1', 'improper', '0', '200', '71.000']

Gen	BestF	MeanF	TEvals	GEvals	REvals	t	t/eval	Delta	Improv	Divers
625	22.40	22.41	119764	70798	48966	67858.43	0.57	0.00	0.00	0.06
626	22.40	22.41	119979	70912	49067	67979.58	0.57	0.00	0.00	0.00
627	22.40	22.41	120197	71029	49168	68102.71	0.57	0.00	0.00	0.00
628	22.40	22.41	120411	71142	49269	68224.15	0.57	0.00	0.00	0.01
629	22.40	22.41	120627	71257	49370	68344.91	0.57	0.00	0.00	0.01
630	22.40	22.41	120739	71368	49371	68406.99	0.57	0.00	0.00	0.00
631	22.40	22.40	120855	71483	49372	68476.57	0.57	0.00	0.00	0.00
632	22.40	22.40	121063	71590	49473	68597.46	0.57	0.00	0.00	0.07
633	22.40	22.40	121281	71707	49574	68719.53	0.57	0.00	0.00	0.01
634	22.40	22.40	121395	71820	49575	68784.19	0.57	0.00	0.00	0.00
635	22.40	22.40	121507	71931	49576	68846.85	0.57	0.00	0.00	0.03
636	22.40	22.40	121719	72042	49677	68964.17	0.57	0.00	0.00	0.04
637	22.40	22.40	121834	72156	49678	69031.58	0.57	0.00	0.00	0.09
638	22.40	22.40	121952	72273	49679	69097.82	0.57	0.00	0.00	0.00
639	22.40	22.40	122163	72383	49780	69218.47	0.57	0.00	0.00	0.00
640	22.40	22.40	122376	72495	49881	69338.91	0.57	0.00	0.00	0.03
641	22.40	22.40	122585	72603	49982	69458.66	0.57	0.00	0.00	0.00
642	22.40	22.40	122796	72713	50083	69582.01	0.57	0.00	0.00	0.03
643	22.40	22.40	123011	72827	50184	69704.04	0.57	0.00	0.00	0.00
644	22.40	22.40	123130	72945	50185	69772.65	0.57	0.00	0.00	0.00
645	22.40	22.40	123345	73059	50286	69895.20	0.57	0.00	0.00	0.00
646	22.40	22.40	123554	73167	50387	70015.46	0.57	0.00	0.00	0.03
647	22.40	22.40	123775	73287	50488	70149.14	0.57	0.00	0.00	0.00
648	22.40	22.40	123988	73399	50589	70271.16	0.57	0.00	0.00	0.04
649	22.40	22.40	124205	73515	50690	70393.36	0.57	0.00	0.00	0.00
650	22.40	22.40	124420	73629	50791	70516.21	0.57	0.00	0.00	0.00
651	22.40	22.40	124534	73742	50792	70583.57	0.57	0.00	0.00	0.01
652	22.40	22.40	124748	73855	50893	70708.80	0.57	0.00	0.00	0.02
653	22.40	22.40	124964	73970	50994	70829.70	0.57	0.00	0.00	0.03
654	22.40	22.40	125175	74080	51095	70952.75	0.57	0.00	0.00	0.03
655	22.40	22.40	125388	74192	51196	71074.58	0.57	0.00	0.00	0.01
656	22.40	22.40	125599	74302	51297	71195.07	0.57	0.00	0.00	0.00
657	22.40	22.40	125712	74414	51298	71257.69	0.57	0.00	0.00	0.01
658	22.40	22.40	125922	74523	51399	71377.51	0.57	0.00	0.00	0.00
659	22.40	22.40	126033	74633	51400	71444.16	0.57	0.00	0.00	0.00
660	22.40	22.40	126246	74745	51501	71564.73	0.57	0.00	0.00	0.01
661	22.40	22.40	126454	74852	51602	71679.59	0.57	0.00	0.00	0.00
662	22.40	22.40	126674	74971	51703	71801.59	0.57	0.00	0.00	0.00
663	22.40	22.40	126889	75085	51804	71926.67	0.57	0.00	0.00	0.00
664	22.40	22.40	127104	75199	51905	72048.99	0.57	0.00	0.00	0.01
665	22.40	22.40	127312	75306	52006	72165.96	0.57	0.00	0.00	0.00
666	22.40	22.40	127528	75421	52107	72290.34	0.57	0.00	0.00	0.00
667	22.40	22.40	127741	75533	52208	72414.67	0.57	0.00	0.00	0.00
668	22.40	22.40	127953	75644	52309	72535.21	0.57	0.00	0.00	0.00
669	22.40	22.40	128167	75757	52410	72655.22	0.57	0.00	0.00	0.00
670	22.40	22.40	128385	75874	52511	72780.25	0.57	0.00	0.00	0.00
671	22.40	22.40	128596	75984	52612	72902.35	0.57	0.00	0.00	0.00
672	22.40	22.40	128817	76104	52713	73026.57	0.57	0.00	0.00	0.01
673	22.40	22.40	129032	76218	52814	73148.15	0.57	0.00	0.00	0.00
674	22.40	22.40	129248	76333	52915	73269.64	0.57	0.00	0.00	0.00
675	22.40	22.40	129463	76447	53016	73392.38	0.57	0.00	0.00	0.00
676	22.40	22.40	129675	76558	53117	73514.36	0.57	0.00	0.00	0.00
677	22.40	22.40	129887	76669	53218	73635.42	0.57	0.00	0.00	0.00
678	22.40	22.40	130000	76781	53219	73696.10	0.57	0.00	0.00	0.00
679	22.40	22.40	130217	76897	53320	73818.52	0.57	0.00	0.00	0.00
680	22.40	22.40	130430	77009	53421	73940.82	0.57	0.00	0.00	0.00
681	22.40	22.40	130643	77121	53522	74060.16	0.57	0.00	0.00	0.00
682	22.40	22.40	130756	77233	53523	74123.23	0.57	0.00	0.00	0.00
683	22.40	22.40	130976	77352	53624	74248.33	0.57	0.00	0.00	0.00
684	22.40	22.40	131193	77468	53725	74371.43	0.57	0.00	0.00	0.00
685	22.40	22.40	131403	77577	53826	74491.84	0.57	0.00	0.00	0.00
686	22.40	22.40	131614	77687	53927	74610.27	0.57	0.00	0.00	0.00
687	22.40	22.40	131829	77801	54028	74729.34	0.57	0.00	0.00	0.00
688	22.40	22.40	132041	77912	54129	74851.18	0.57	0.00	0.00	0.00
689	22.40	22.40	132252	78022	54230	74969.59	0.57	0.00	0.00	0.00
690	22.40	22.40	132363	78132	54231	75033.70	0.57	0.00	0.00	0.00
691	22.40	22.40	132477	78245	54232	75099.76	0.57	0.00	0.00	0.00
692	22.40	22.40	132595	78362	54233	75165.64	0.57	0.00	0.00	0.00
693	22.40	22.40	132807	78473	54334	75286.87	0.57	0.00	0.00	0.00
694	22.40	22.40	133023	78588	54435	75406.14	0.57	0.00	0.00	0.00
695	22.40	22.40	133238	78702	54536	75530.33	0.57	0.00	0.00	0.00
696	22.40	22.40	133450	78813	54637	75649.72	0.57	0.00	0.00	0.00
697	22.40	22.40	133668	78930	54738	75774.23	0.57	0.00	0.00	0.00
698	22.40	22.40	133876	79037	54839	75892.24	0.57	0.00	0.00	0.00
699	22.40	22.40	134089	79149	54940	76014.04	0.57	0.00	0.00	0.00
700	22.40	22.40	134303	79262	55041	76134.60	0.57	0.00	0.00	0.00
701	22.40	22.40	134420	79378	55042	76199.87	0.57	0.00	0.00	0.00
702	22.40	22.40	134636	79493	55143	76326.47	0.57	0.00	0.00	0.00
703	22.40	22.40	134852	79608	55244	76448.27	0.57	0.00	0.00	0.00
704	22.40	22.40	134963	79718	55245	76511.04	0.57	0.00	0.00	0.00
705	22.40	800.93	135560	80025	55535	76789.70	0.57	0.00	0.00	2787.05
706	22.40	616.64	135946	80135	55811	76969.64	0.57	0.00	0.00	2646.70
707	22.40	471.13	136268	80252	56016	77123.20	0.57	0.00	0.00	12647.29
708	22.40	381.19	136598	80365	56233	77287.54	0.57	0.00	0.00	6.06
709	22.40	300.16	136918	80477	56441	77445.63	0.57	0.00	0.00	31109.31
710	22.40	251.22	137223	80589	56634	77597.96	0.57	0.00	0.00	15870.41
711	22.40	205.81	137494	80702	56792	77736.00	0.57	0.00	0.00	8830.56
712	22.40	163.67	137768	80818	56950	77880.13	0.57	0.00	0.00	2261.25
713	22.40	132.71	138055	80929	57126	78034.72	0.57	0.00	0.00	1614.61
714	22.40	107.77	138305	81037	57268	78172.15	0.57	0.00	0.00	1173.55
715	22.40	88.83	138565	81153	57412	78317.09	0.57	0.00	0.00	969.90
716	22.40	74.54	138808	81269	57539	78454.52	0.57	0.00	0.00	713.48
717	22.40	63.96	139052	81379	57673	78595.28	0.57	0.00	0.00	1889.78
718	22.40	54.23	139284	81492	57792	78727.17	0.57	0.00	0.00	474.51
719	22.40	47.19	139501	81604	57897	78852.46	0.57	0.00	0.00	55.03
720	22.40	41.90	139720	81713	58007	78975.53	0.57	0.00	0.00	145.29
721	22.40	37.84	139938	81821	58117	79099.99	0.57	0.00	0.00	55.15
722	22.40	35.25	140165	81929	58236	79227.50	0.57	0.00	0.00	360.57
723	22.40	33.41	140390	82044	58346	79350.88	0.57	0.00	0.00	77.45
724	22.40	32.22	140603	82152	58451	79471.09	0.57	0.00	0.00	96.66
725	22.40	31.19	140825	82268	58557	79597.22	0.57	0.00	0.00	54.33
726	22.40	30.50	141040	82379	58661	79716.84	0.57	0.00	0.00	41.84
727	22.40	29.74	141258	82493	58765	79841.68	0.57	0.00	0.00	111.06
728	22.40	29.07	141476	82607	58869	79967.28	0.57	0.00	0.00	21.71
729	22.40	28.27	141689	82719	58970	80088.60	0.57	0.00	0.00	15.07
730	22.40	27.48	141901	82830	59071	80213.40	0.57	0.00	0.00	6.48
731	22.40	26.64	142123	82943	59180	80339.76	0.57	0.00	0.00	2.19
732	22.40	25.79	142331	83049	59282	80459.06	0.57	0.00	0.00	29.22
733	22.40	25.11	142544	83160	59384	80580.10	0.57	0.00	0.00	60.06
734	22.40	24.66	142769	83273	59496	80705.44	0.57	0.00	0.00	11.71
735	22.40	24.19	142987	83390	59597	80830.27	0.57	0.00	0.00	17.83
736	22.40	23.83	143203	83504	59699	80953.25	0.57	0.00	0.00	12.32
737	22.40	23.58	143418	83615	59803	81078.08	0.57	0.00	0.00	5.51
738	22.40	23.37	143637	83728	59909	81205.41	0.57	0.00	0.00	6.68
739	22.40	23.18	143854	83844	60010	81329.23	0.57	0.00	0.00	0.09
740	22.40	23.04	144069	83958	60111	81451.83	0.57	0.00	0.00	3.34
741	22.40	22.95	144280	84068	60212	81571.71	0.57	0.00	0.00	0.04
742	22.40	22.86	144496	84182	60314	81692.34	0.57	0.00	0.00	0.31
743	22.40	22.80	144710	84293	60417	81818.30	0.57	0.00	0.00	0.28
744	22.40	22.75	144925	84407	60518	81939.72	0.57	0.00	0.00	0.42
745	22.40	22.71	145140	84521	60619	82067.18	0.57	0.00	0.00	1.39
746	22.40	22.66	145360	84640	60720	82190.92	0.57	0.00	0.00	4.18
747	22.40	22.64	145574	84753	60821	82312.82	0.57	0.00	0.00	4.10
748	22.40	22.62	145787	84865	60922	82434.27	0.57	0.00	0.00	1.90
749	22.40	22.60	146002	84976	61026	82560.13	0.57	0.00	0.00	0.81
750	22.40	22.58	146214	85087	61127	82681.70	0.57	0.00	0.00	0.97
751	22.40	22.56	146426	85198	61228	82802.69	0.57	0.00	0.00	0.18
752	22.40	22.55	146637	85308	61329	82924.86	0.57	0.00	0.00	0.12
753	22.40	22.52	146858	85428	61430	83051.60	0.57	0.00	0.00	0.01
754	22.40	22.51	147068	85537	61531	83173.13	0.57	0.00	0.00	0.86
755	22.40	22.50	147281	85649	61632	83297.46	0.57	0.00	0.00	0.13
756	22.40	22.49	147495	85762	61733	83420.22	0.57	0.00	0.00	0.02
757	22.40	22.48	147709	85874	61835	83541.66	0.57	0.00	0.00	0.40
758	22.40	22.47	147924	85988	61936	83665.18	0.57	0.00	0.00	0.10
759	22.40	22.46	148139	86102	62037	83786.91	0.57	0.00	0.00	0.05
760	22.40	22.46	148354	86216	62138	83911.93	0.57	0.00	0.00	0.46
761	22.40	22.45	148565	86326	62239	84033.82	0.57	0.00	0.00	0.06
762	22.40	22.44	148779	86439	62340	84156.90	0.57	0.00	0.00	0.50
763	22.40	22.44	148991	86550	62441	84275.53	0.57	0.00	0.00	0.04
764	22.40	22.44	149203	86661	62542	84394.35	0.57	0.00	0.00	0.09
765	22.40	22.43	149412	86769	62643	84515.13	0.57	0.00	0.00	0.02
766	22.40	22.43	149627	86881	62746	84640.07	0.57	0.00	0.00	0.02
767	22.40	22.42	149837	86990	62847	84757.55	0.57	0.00	0.00	0.07
768	22.40	22.42	149949	87101	62848	84820.45	0.57	0.00	0.00	0.12
769	22.40	22.42	150164	87215	62949	84942.41	0.57	0.00	0.00	0.17
770	22.40	22.42	150385	87335	63050	85069.67	0.57	0.00	0.00	0.07
771	22.40	22.41	150598	87447	63151	85192.27	0.57	0.00	0.00	0.10
772	22.40	22.41	150813	87561	63252	85314.59	0.57	0.00	0.00	0.00
773	22.40	22.41	151022	87669	63353	85432.70	0.57	0.00	0.00	0.11
774	22.40	22.41	151239	87785	63454	85554.65	0.57	0.00	0.00	0.16
775	22.40	22.41	151453	87898	63555	85673.54	0.57	0.00	0.00	0.00
776	22.40	22.41	151670	88014	63656	85795.91	0.57	0.00	0.00	0.05
777	22.40	22.41	151885	88128	63757	85918.17	0.57	0.00	0.00	0.05
778	22.39	22.41	151996	88238	63758	85979.13	0.57	0.00	0.00	0.03
779	22.39	22.40	152210	88351	63859	86100.69	0.57	0.00	0.00	0.05
780	22.39	22.40	152326	88466	63860	86165.76	0.57	0.00	0.00	0.00
781	22.39	22.40	152545	88584	63961	86290.08	0.57	0.00	0.00	0.02
782	22.39	22.40	152758	88696	64062	86410.81	0.57	0.00	0.00	0.10
783	22.39	22.40	152970	88807	64163	86530.44	0.57	0.00	0.00	0.01
784	22.39	22.40	153082	88918	64164	86592.46	0.57	0.00	0.00	0.01
785	22.39	22.40	153296	89031	64265	86715.39	0.57	0.00	0.00	0.03
786	22.39	22.40	153510	89144	64366	86840.17	0.57	0.00	0.00	0.01
787	22.39	22.40	153624	89257	64367	86904.67	0.57	0.00	0.00	0.04
788	22.39	22.40	153843	89375	64468	87029.29	0.57	0.00	0.00	0.02
789	22.39	22.40	154061	89492	64569	87153.88	0.57	0.00	0.00	0.02
790	22.39	22.40	154277	89607	64670	87277.74	0.57	0.00	0.00	0.00
791	22.39	22.40	154495	89724	64771	87403.34	0.57	0.00	0.00	0.00
792	22.39	22.40	154708	89836	64872	87522.85	0.57	0.00	0.00	0.01
793	22.39	22.40	154925	89952	64973	87647.80	0.57	0.00	0.00	0.00
794	22.39	22.40	155037	90063	64974	87711.21	0.57	0.00	0.00	0.04
795	22.39	22.40	155150	90175	64975	87775.87	0.57	0.00	0.00	0.03
796	22.39	22.40	155263	90287	64976	87841.08	0.57	0.00	0.00	0.03
797	22.39	22.40	155473	90396	65077	87962.93	0.57	0.00	0.00	0.01
798	22.39	22.40	155586	90508	65078	88026.90	0.57	0.00	0.00	0.01
799	22.39	22.40	155796	90617	65179	88145.14	0.57	0.00	0.00	0.00
800	22.39	22.39	155908	90728	65180	88209.37	0.57	0.00	0.00	0.01
801	22.39	22.39	156120	90839	65281	88332.67	0.57	0.00	0.00	0.00
802	22.39	22.39	156334	90952	65382	88456.47	0.57	0.00	0.00	0.00
803	22.39	22.39	156448	91065	65383	88520.92	0.57	0.00	0.00	0.01
804	22.39	22.39	156661	91177	65484	88639.62	0.57	0.00	0.00	0.00
805	22.39	22.39	156875	91290	65585	88762.57	0.57	0.00	0.00	0.01
806	22.39	22.39	157088	91402	65686	88884.88	0.57	0.00	0.00	0.01
807	22.39	22.39	157203	91516	65687	88950.34	0.57	0.00	0.00	0.00
808	22.39	22.39	157415	91627	65788	89073.66	0.57	0.00	0.00	0.01
809	22.39	22.39	157627	91738	65889	89192.46	0.57	0.00	0.00	0.00
810	22.39	22.39	157838	91848	65990	89314.07	0.57	0.00	0.00	0.01
811	22.39	22.39	158059	91968	66091	89438.50	0.57	0.00	0.00	0.01
812	22.39	22.39	158271	92079	66192	89556.27	0.57	0.00	0.00	0.01
813	22.39	22.39	158486	92193	66293	89678.09	0.57	0.00	0.00	0.00
814	22.39	22.39	158693	92299	66394	89794.99	0.57	0.00	0.00	0.01
815	22.39	22.39	158904	92409	66495	89913.43	0.57	0.00	0.00	0.00
816	22.39	815.35	159543	92720	66823	90209.77	0.57	0.00	0.00	6898.68
817	22.39	609.58	159913	92838	67075	90387.55	0.57	0.00	0.00	34565.66
818	22.39	444.02	160274	92949	67325	90561.94	0.57	0.00	0.00	15416.90
819	22.39	337.72	160620	93061	67559	90739.91	0.56	0.00	0.00	2552.82
820	22.39	258.24	160920	93168	67752	90895.09	0.56	0.00	0.00	6245.43
821	22.39	204.07	161236	93280	67956	91057.63	0.56	0.00	0.00	1940.17
822	22.39	163.16	161507	93393	68114	91198.17	0.56	0.00	0.00	3208.50
823	22.39	134.82	161757	93508	68249	91331.43	0.56	0.00	0.00	796.33
824	22.39	114.27	161998	93620	68378	91462.04	0.56	0.00	0.00	1557.35
825	22.39	98.90	162226	93734	68492	91585.06	0.56	0.00	0.00	3319.84
826	22.39	86.02	162451	93848	68603	91710.42	0.56	0.00	0.00	759.69
827	22.39	74.79	162705	93967	68738	91856.41	0.56	0.00	0.00	1342.53
828	22.39	65.73	162933	94077	68856	91991.47	0.56	0.00	0.00	594.51
829	22.39	56.66	163171	94193	68978	92130.23	0.56	0.00	0.00	1537.65
830	22.39	50.18	163408	94305	69103	92266.28	0.56	0.00	0.00	12.32
831	22.39	45.05	163634	94422	69212	92393.70	0.56	0.00	0.00	52.32
832	22.39	41.84	163861	94535	69326	92522.86	0.56	0.00	0.00	317.44
833	22.39	39.24	164087	94641	69446	92652.33	0.56	0.00	0.00	280.90
834	22.39	37.00	164300	94752	69548	92771.03	0.56	0.00	0.00	37.23
835	22.39	35.36	164519	94866	69653	92896.34	0.56	0.00	0.00	44.32
836	22.39	33.87	164745	94976	69769	93025.53	0.56	0.00	0.00	36.56
837	22.39	32.69	164957	95086	69871	93148.16	0.56	0.00	0.00	307.13
838	22.39	31.69	165184	95202	69982	93279.99	0.56	0.00	0.00	7.77
839	22.39	30.86	165409	95314	70095	93406.33	0.56	0.00	0.00	192.39
840	22.39	29.94	165624	95427	70197	93529.98	0.56	0.00	0.00	7.18
841	22.39	28.91	165841	95542	70299	93655.45	0.56	0.00	0.00	113.97
842	22.39	27.96	166069	95655	70414	93785.69	0.56	0.00	0.00	72.23
843	22.39	26.79	166298	95768	70530	93913.56	0.56	0.00	0.00	0.42
844	22.39	25.78	166515	95880	70635	94038.80	0.56	0.00	0.00	24.72
845	22.39	25.15	166734	95991	70743	94164.83	0.56	0.00	0.00	45.00
846	22.39	24.69	166942	96098	70844	94283.61	0.56	0.00	0.00	17.50
847	22.39	24.25	167160	96214	70946	94408.63	0.56	0.00	0.00	20.56
848	22.39	23.97	167375	96328	71047	94529.18	0.56	0.00	0.00	35.00
849	22.39	23.74	167591	96443	71148	94653.75	0.56	0.00	0.00	12.04
850	22.39	23.54	167800	96549	71251	94774.51	0.56	0.00	0.00	10.57
851	22.39	23.37	168026	96656	71370	94906.93	0.56	0.00	0.00	2.26
852	22.39	23.18	168244	96773	71471	95032.77	0.56	0.00	0.00	0.07
853	22.39	23.05	168470	96889	71581	95162.33	0.56	0.00	0.00	5.87
854	22.39	22.97	168679	96997	71682	95281.64	0.56	0.00	0.00	2.58
855	22.39	22.89	168896	97113	71783	95405.30	0.56	0.00	0.00	5.48
856	22.39	22.83	169111	97227	71884	95526.57	0.56	0.00	0.00	6.40
857	22.39	22.76	169328	97342	71986	95650.01	0.56	0.00	0.00	5.41
858	22.39	22.72	169541	97454	72087	95771.97	0.56	0.00	0.00	0.37
859	22.39	22.68	169758	97569	72189	95896.74	0.56	0.00	0.00	0.11
860	22.39	22.65	169974	97683	72291	96018.62	0.56	0.00	0.00	0.28
861	22.39	22.62	170188	97796	72392	96140.92	0.56	0.00	0.00	1.33
862	22.39	22.59	170401	97908	72493	96261.11	0.56	0.00	0.00	0.53
863	22.39	22.57	170616	98022	72594	96382.68	0.56	0.00	0.00	0.67
864	22.39	22.55	170832	98137	72695	96505.63	0.56	0.00	0.00	0.10
865	22.39	22.53	171041	98245	72796	96622.92	0.56	0.00	0.00	0.73
866	22.39	22.52	171252	98355	72897	96744.76	0.56	0.00	0.00	0.58
867	22.39	22.50	171468	98470	72998	96868.07	0.56	0.00	0.00	0.85
868	22.39	22.49	171683	98584	73099	96989.41	0.56	0.00	0.00	0.36
869	22.39	22.48	171899	98698	73201	97111.60	0.56	0.00	0.00	0.39
870	22.39	22.47	172114	98812	73302	97233.25	0.56	0.00	0.00	0.46
871	22.39	22.46	172330	98927	73403	97357.19	0.56	0.00	0.00	0.10
872	22.39	22.45	172545	99041	73504	97482.46	0.56	0.00	0.00	0.04
873	22.39	22.44	172759	99154	73605	97606.49	0.56	0.00	0.00	0.04
874	22.39	22.43	172976	99270	73706	97730.62	0.56	0.00	0.00	0.03
875	22.39	22.43	173183	99376	73807	97846.71	0.56	0.00	0.00	0.03
876	22.39	22.42	173397	99489	73908	97967.15	0.56	0.00	0.00	0.02
877	22.39	22.42	173608	99599	74009	98083.86	0.56	0.00	0.00	0.06
878	22.39	22.41	173827	99717	74110	98207.50	0.56	0.00	0.00	0.03
879	22.39	22.41	174043	99832	74211	98330.07	0.56	0.00	0.00	0.04
880	22.39	22.41	174259	99947	74312	98453.08	0.56	0.00	0.00	0.05
881	22.39	22.41	174468	100055	74413	98571.25	0.56	0.00	0.00	0.03
882	22.39	22.41	174680	100166	74514	98692.13	0.56	0.00	0.00	0.02
883	22.39	22.41	174900	100285	74615	98816.76	0.56	0.00	0.00	0.00
884	22.39	22.40	175110	100394	74716	98936.22	0.56	0.00	0.00	0.02
885	22.39	22.40	175323	100506	74817	99060.57	0.57	0.00	0.00	0.01
886	22.39	22.40	175539	100621	74918	99183.99	0.57	0.00	0.00	0.00
887	22.39	22.40	175753	100734	75019	99308.21	0.57	0.00	0.00	0.04
888	22.39	22.40	175967	100847	75120	99430.93	0.57	0.00	0.00	0.04
889	22.39	22.40	176181	100960	75221	99553.06	0.57	0.00	0.00	0.00
890	22.39	22.40	176397	101075	75322	99674.24	0.57	0.00	0.00	0.01
891	22.39	22.40	176609	101186	75423	99794.07	0.57	0.00	0.00	0.02
892	22.39	22.40	176822	101298	75524	99914.35	0.57	0.00	0.00	0.06
893	22.39	22.40	177035	101410	75625	100035.38	0.57	0.00	0.00	0.01
894	22.39	22.40	177244	101518	75726	100154.25	0.57	0.00	0.00	0.03
895	22.39	22.40	177454	101627	75827	100277.01	0.57	0.00	0.00	0.00
896	22.39	22.40	177665	101737	75928	100397.31	0.57	0.00	0.00	0.00
897	22.39	22.40	177882	101853	76029	100524.71	0.57	0.00	0.00	0.09
898	22.39	22.40	178092	101962	76130	100643.03	0.57	0.00	0.00	0.07
899	22.39	22.40	178308	102077	76231	100763.96	0.57	0.00	0.00	0.00
900	22.39	22.40	178422	102190	76232	100830.48	0.57	0.00	0.00	0.02
901	22.39	22.40	178632	102299	76333	100948.83	0.57	0.00	0.00	0.02
902	22.39	22.40	178840	102406	76434	101063.83	0.57	0.00	0.00	0.03
903	22.39	22.40	179061	102526	76535	101192.24	0.57	0.00	0.00	0.04
904	22.39	22.40	179272	102636	76636	101317.52	0.57	0.00	0.00	0.00
905	22.39	22.40	179486	102749	76737	101439.30	0.57	0.00	0.00	0.02
906	22.39	22.39	179697	102859	76838	101559.14	0.57	0.00	0.00	0.04
907	22.39	22.39	179917	102978	76939	101684.06	0.57	0.00	0.00	0.02
908	22.39	22.39	180126	103086	77040	101805.62	0.57	0.00	0.00	0.00
909	22.39	22.39	180339	103198	77141	101926.84	0.57	0.00	0.00	0.00
910	22.39	22.39	180451	103309	77142	101991.42	0.57	0.00	0.00	0.01
911	22.39	22.39	180660	103417	77243	102107.67	0.57	0.00	0.00	0.02
912	22.39	22.39	180775	103531	77244	102170.70	0.57	0.00	0.00	0.00
913	22.39	22.39	180990	103645	77345	102294.88	0.57	0.00	0.00	0.00
914	22.39	22.39	181213	103767	77446	102422.86	0.57	0.00	0.00	0.00
915	22.39	22.39	181424	103877	77547	102541.78	0.57	0.00	0.00	0.00
916	22.39	22.39	181635	103987	77648	102664.91	0.57	0.00	0.00	0.01
917	22.39	22.39	181847	104098	77749	102787.10	0.57	0.00	0.00	0.00
918	22.39	22.39	182064	104214	77850	102911.29	0.57	0.00	0.00	0.00
919	22.39	22.39	182278	104327	77951	103033.61	0.57	0.00	0.00	0.00
920	22.39	22.39	182487	104435	78052	103153.07	0.57	0.00	0.00	0.00
921	22.39	777.79	183087	104743	78344	103429.14	0.56	0.00	0.00	17694.56
922	22.39	559.72	183488	104858	78630	103621.17	0.56	0.00	0.00	6136.97
923	22.39	391.64	183806	104968	78838	103774.28	0.56	0.00	0.00	23818.65
924	22.39	294.99	184112	105080	79032	103923.86	0.56	0.00	0.00	8482.91
925	22.39	229.18	184396	105191	79205	104062.38	0.56	0.00	0.00	2198.31
926	22.39	184.75	184691	105305	79386	104214.50	0.56	0.00	0.00	2952.64
927	22.39	148.78	184963	105416	79547	104352.60	0.56	0.00	0.00	3886.40
928	22.39	124.94	185216	105524	79692	104486.69	0.56	0.00	0.00	11.83
929	22.39	107.33	185474	105637	79837	104621.24	0.56	0.00	0.00	688.69
930	22.39	93.59	185717	105747	79970	104750.77	0.56	0.00	0.00	1612.23
931	22.39	80.15	185957	105859	80098	104878.68	0.56	0.00	0.00	2384.39
932	22.39	69.89	186177	105972	80205	105000.64	0.56	0.00	0.00	1168.05
933	22.39	61.53	186403	106085	80318	105128.05	0.56	0.00	0.00	7.61
934	22.39	54.85	186629	106194	80435	105253.37	0.56	0.00	0.00	92.21
935	22.39	50.17	186862	106306	80556	105385.45	0.56	0.00	0.00	276.11
936	22.39	45.76	187102	106422	80680	105521.04	0.56	0.00	0.00	534.44
937	22.39	42.41	187319	106532	80787	105643.56	0.56	0.00	0.00	41.82
938	22.39	40.03	187538	106644	80894	105770.76	0.56	0.00	0.00	206.95
939	22.39	37.82	187761	106753	81008	105897.16	0.56	0.00	0.00	45.27
940	22.39	35.94	187982	106865	81117	106024.10	0.56	0.00	0.00	20.65
941	22.39	34.68	188195	106973	81222	106145.97	0.56	0.00	0.00	235.93
942	22.39	33.38	188415	107086	81329	106274.49	0.56	0.00	0.00	165.83
943	22.39	32.45	188631	107194	81437	106393.46	0.56	0.00	0.00	145.10
944	22.39	31.39	188850	107303	81547	106517.07	0.56	0.00	0.00	137.37
945	22.39	30.76	189059	107411	81648	106634.73	0.56	0.00	0.00	49.65
946	22.39	30.12	189269	107520	81749	106754.14	0.56	0.00	0.00	67.93
947	22.39	29.64	189482	107631	81851	106875.03	0.56	0.00	0.00	0.47
948	22.39	29.16	189693	107740	81953	106996.58	0.56	0.00	0.00	7.45
949	22.39	28.54	189918	107846	82072	107124.45	0.56	0.00	0.00	55.11
950	22.39	28.03	190131	107956	82175	107241.95	0.56	0.00	0.00	13.75
951	22.39	27.22	190352	108069	82283	107368.13	0.56	0.00	0.00	6.87
952	22.39	26.34	190576	108181	82395	107495.88	0.56	0.00	0.00	21.05
953	22.39	25.31	190791	108294	82497	107620.44	0.56	0.00	0.00	0.09
954	22.39	24.63	191004	108403	82601	107742.47	0.56	0.00	0.00	18.02
