Record started (SWARM MUTATION): 2021-02-16 16:03:30.837538
Original fitness from cfg file (reference value): 482.22546189500207

Settings:
['MDEXEC', 'charmm']
['MDINP', 'Molecules/im1/im1.inp']
['MDOUT', 'Molecules/im1/tempfiles/opt.log']
['QMOUT', 'Molecules/im1/im1.log']
['PARAM_FILENAME', 'Molecules/im1/tempfiles/parameters.str']
['POPULATION_FILENAME', 'Molecules/im1/tempfiles/lastPopulation.txt']
['LOG_FILENAME', 'Molecules/im1/tempfiles/convergence.log']
['LOGGING', '1']
['RUNS', '10000']
['POPULATION_SIZE', '100']
['NEW_GENERATION_SIZE', '20']
['CREATE_INITIAL_POPULATION', '1']
['RECOMPUTE_FITNESS', '1']
['FIRST_FREQ_BIAS', '0']
['MUTATION_B_PROBABILITY', '0.1']
['STEP_SIZE_MULTIPLICATOR', '0.01']
['DIRECTION_DROP', '0.5']
['MINIMUM_IMPROVEMENT', '0.9999']
['PARAMETER', 'im1b1', 'bond', '0', '1000', '322']
['PARAMETER', 'im1b2', 'bond', '0', '1000', '215.8']
['PARAMETER', 'im1b3', 'bond', '0', '1000', '413.37']
['PARAMETER', 'im1b4', 'bond', '0', '1000', '430.13']
['PARAMETER', 'im1b5', 'bond', '0', '1000', '328.03']
['PARAMETER', 'im1b6', 'bond', '0', '1000', '486.48']
['PARAMETER', 'im1b7', 'bond', '0', '1000', '516.27']
['PARAMETER', 'im1b8', 'bond', '0', '1000', '365']
['PARAMETER', 'im1b9', 'bond', '0', '1000', '340']
['PARAMETER', 'im1a1', 'angle', '0', '200', '35.5']
['PARAMETER', 'im1a2', 'angle', '0', '200', '36.42']
['PARAMETER', 'im1a3', 'angle', '0', '200', '79.78']
['PARAMETER', 'im1a4', 'angle', '0', '200', '94.37']
['PARAMETER', 'im1a5', 'angle', '0', '200', '45.91']
['PARAMETER', 'im1a6', 'angle', '0', '200', '42.22']
['PARAMETER', 'im1a7', 'angle', '0', '200', '51.72']
['PARAMETER', 'im1a8', 'angle', '0', '200', '40.89']
['PARAMETER', 'im1a9', 'angle', '0', '200', '45.01']
['PARAMETER', 'im1a10', 'angle', '0', '200', '88.69']
['PARAMETER', 'im1a11', 'angle', '0', '200', '45.44']
['PARAMETER', 'im1a12', 'angle', '0', '200', '44.18']
['PARAMETER', 'im1a13', 'angle', '0', '200', '96.13']
['PARAMETER', 'im1a14', 'angle', '0', '200', '101.77']
['PARAMETER', 'im1d1', 'dihedral', '0', '30', '0.86583']
['PARAMETER', 'im1d2', 'dihedral', '0', '30', '0.19824']
['PARAMETER', 'im1d3', 'dihedral', '0', '30', '3.40614']
['PARAMETER', 'im1d4', 'dihedral', '0', '30', '5.44233']
['PARAMETER', 'im1d5', 'dihedral', '0', '30', '0.1553']
['PARAMETER', 'im1d6', 'dihedral', '0', '30', '3.51991']
['PARAMETER', 'im1d7', 'dihedral', '0', '30', '5.21739']
['PARAMETER', 'im1d8', 'dihedral', '0', '30', '16.78064']
['PARAMETER', 'im1d9', 'dihedral', '0', '30', '15.37087']
['PARAMETER', 'im1d10', 'dihedral', '0', '30', '0.41036']
['PARAMETER', 'im1d11', 'dihedral', '0', '30', '0.39232']
['PARAMETER', 'im1d12', 'dihedral', '0', '30', '2.88761']
['PARAMETER', 'im1d13', 'dihedral', '0', '30', '3.92983']
['PARAMETER', 'im1d14', 'dihedral', '0', '30', '3.84807']
['PARAMETER', 'im1d15', 'dihedral', '0', '30', '20.41265']
['PARAMETER', 'im1d16', 'dihedral', '0', '30', '19.75138']
['PARAMETER', 'im1d17', 'dihedral', '0', '30', '16.20717']
['PARAMETER', 'im1d18', 'dihedral', '0', '30', '4.20182']
['PARAMETER', 'im1i1', 'torsion', '0', '300', '0.500']
['PARAMETER', 'im1i2', 'torsion', '0', '300', '0.500']
['PARAMETER', 'im1i3', 'torsion', '0', '300', '0.500']
['PARAMETER', 'im1i4', 'torsion', '0', '300', '0.450']

Time,Generation,Fitness
34.82801580429077,1,735.4827147513872
56.962599992752075,2,735.4827147513872
75.55430698394775,3,735.4827147513872
90.58896613121033,4,735.4827147513872
96.59547543525696,5,687.1672982353292
122.00151538848877,6,687.1672982353292
137.26682877540588,7,687.1672982353292
143.2165665626526,8,668.5467889325511
172.80175137519836,9,668.5467889325511
178.68857431411743,10,667.8763574910602
184.84328889846802,11,659.8996228402832
191.1210060119629,12,606.9066151390838
209.53006601333618,13,606.9066151390838
225.12997269630432,14,606.9066151390838
245.65168619155884,15,598.0228204167022
261.33453488349915,16,598.0228204167022
267.47622513771057,17,585.0842965601087
282.17575883865356,18,585.0842965601087
300.91616439819336,19,585.0842965601087
316.4999899864197,20,585.0842965601087
330.71461248397827,21,585.0842965601087
346.9308662414551,22,585.0842965601087
361.17854046821594,23,585.0842965601087
367.42045307159424,24,583.0482412661445
396.5697009563446,25,576.7350593582229
413.19909048080444,26,576.7350593582229
432.88381004333496,27,576.7350593582229
451.3768951892853,28,576.7350593582229
468.51085352897644,29,576.7350593582229
485.70856976509094,30,576.7350593582229
501.66867661476135,31,576.7350593582229
507.96641540527344,32,565.2595253810715
525.6302661895752,33,565.2595253810715
540.1849827766418,34,565.2595253810715
553.8211348056793,35,565.2595253810715
571.1416354179382,36,565.2595253810715
588.7146713733673,37,565.2595253810715
602.6947786808014,38,565.2595253810715
624.7874143123627,39,565.2595253810715
638.8397200107574,40,542.9099315377991
651.3566203117371,41,542.9099315377991
670.0400800704956,42,542.9099315377991
676.1876442432404,43,534.3271387409383
702.1792051792145,44,534.3271387409383
719.6063687801361,45,534.3271387409383
732.941579580307,46,534.3271387409383
775.4089756011963,47,534.3271387409383
793.1716775894165,48,534.3271387409383
799.105607509613,49,523.8461611923871
813.589378118515,50,523.8461611923871
831.8837678432465,51,523.8461611923871
837.970297574997,52,502.1469751821217
853.9161748886108,53,502.1469751821217
869.9695827960968,54,502.1469751821217
887.5420579910278,55,502.1469751821217
905.034021615982,56,502.1469751821217
910.9357390403748,57,500.5932670142948
927.1626069545746,58,500.5932670142948
947.3673746585846,59,500.5932670142948
961.5972647666931,60,500.5932670142948
988.9273743629456,61,491.9112799466899
1004.2966818809509,62,491.9112799466899
1010.3748025894165,63,474.4400898408357
1031.499243736267,64,474.4400898408357
1048.7564642429352,65,474.4400898408357
1062.0385546684265,66,474.4400898408357
1085.095281124115,67,474.4400898408357
1103.693528175354,68,460.3070615412634
1118.6598103046417,69,460.3070615412634
1142.7634978294373,70,460.3070615412634
1158.866961479187,71,460.3070615412634
1179.0879836082458,72,460.3070615412634
1210.5735852718353,73,460.3070615412634
1226.3883862495422,74,460.3070615412634
1240.0808131694794,75,460.3070615412634
1255.9633648395538,76,460.3070615412634
1268.2722392082214,77,460.3070615412634
1288.7000620365143,78,460.3070615412634
1304.9781892299652,79,460.3070615412634
1332.5277879238129,80,454.03130181467986
1363.9381914138794,81,454.03130181467986
1382.3349196910858,82,454.03130181467986
1399.818349123001,83,454.03130181467986
1415.115486383438,84,454.03130181467986
1430.4323136806488,85,454.03130181467986
1447.7036354541779,86,454.03130181467986
1474.8103444576263,87,437.0215878506834
1490.887279033661,88,437.0215878506834
1496.9892194271088,89,431.0495455321431
1513.757731437683,90,431.0495455321431
1529.3668689727783,91,431.0495455321431
1553.0768373012543,92,431.0495455321431
1559.2775943279266,93,430.3568592861011
1574.8448688983917,94,399.81138239803494
1588.5423402786255,95,399.81138239803494
1602.7485716342926,96,399.81138239803494
1617.775892496109,97,399.81138239803494
1638.7032613754272,98,399.81138239803494
1654.2622950077057,99,399.81138239803494
1670.524169921875,100,399.81138239803494
1687.2834157943726,101,399.81138239803494
1705.1439454555511,102,399.81138239803494
1719.6947858333588,103,399.81138239803494
1736.1232063770294,104,399.81138239803494
1752.0455164909363,105,396.1973009692504
1768.1437690258026,106,396.1973009692504
1784.2957119941711,107,396.1973009692504
1801.1724536418915,108,394.9304070572705
1822.1093111038208,109,394.9304070572705
1834.9012405872345,110,394.9304070572705
1851.0902736186981,111,394.9304070572705
1872.207439661026,112,394.9304070572705
1896.1793284416199,113,394.9304070572705
1914.4528295993805,114,394.9304070572705
1929.5994498729706,115,394.9304070572705
1945.0161266326904,116,393.2924022667387
1960.0040535926819,117,388.6587149566425
1978.1518561840057,118,374.10062443667215
1995.3436691761017,119,374.10062443667215
2012.1132736206055,120,374.10062443667215
2033.4096999168396,121,374.10062443667215
2049.897810459137,122,374.10062443667215
2065.2848501205444,123,374.10062443667215
2080.303817987442,124,374.10062443667215
2097.6424663066864,125,374.10062443667215
2111.8136460781097,126,374.10062443667215
2117.7934246063232,127,372.7224080407527
2148.784098625183,128,372.7224080407527
2164.0449476242065,129,372.7224080407527
2181.337252140045,130,372.7224080407527
2197.5415740013123,131,372.7224080407527
2213.9979844093323,132,372.7224080407527
2232.2089488506317,133,372.15594700296515
2248.7478952407837,134,369.10112623179157
2267.2555391788483,135,369.10112623179157
2283.4184691905975,136,369.10112623179157
2297.4919040203094,137,369.10112623179157
2303.5888235569,138,367.41919248064363
2319.0170724391937,139,367.41919248064363
2336.7371385097504,140,367.41919248064363
2352.2291312217712,141,361.37212169950305
2370.788845062256,142,361.37212169950305
2394.637853860855,143,361.37212169950305
2412.2565059661865,144,361.37212169950305
2428.1530294418335,145,361.37212169950305
2434.120857000351,146,360.91139545115533
2451.9248185157776,147,356.94212740723793
2468.806699514389,148,356.94212740723793
2483.947625875473,149,356.94212740723793
2500.719517469406,150,356.94212740723793
2522.90851855278,151,356.94212740723793
2544.2130942344666,152,356.94212740723793
2550.221029996872,153,355.1778685586937
2567.901556491852,154,355.1778685586937
2586.055160999298,155,355.1778685586937
2605.068880558014,156,348.1394162885938
2622.8293867111206,157,348.1394162885938
2645.6270372867584,158,348.1394162885938
2661.7967858314514,159,329.54741588703183
2679.303864479065,160,329.54741588703183
2700.571096420288,161,329.54741588703183
2719.573539495468,162,329.54741588703183
2737.9813084602356,163,329.54741588703183
2756.199593067169,164,329.54741588703183
2773.2553679943085,165,329.54741588703183
2789.9535875320435,166,320.1938499247792
2811.1113550662994,167,320.1938499247792
2825.8007628917694,168,320.1938499247792
2842.371073484421,169,320.1938499247792
2888.733591556549,170,320.1938499247792
2904.308186531067,171,320.1938499247792
2919.449182987213,172,320.1938499247792
2940.163799762726,173,320.1938499247792
2954.1749725341797,174,320.1938499247792
2975.4983279705048,175,320.1938499247792
2994.8120329380035,176,320.1938499247792
3012.3740241527557,177,320.1938499247792
3037.7952818870544,178,320.1938499247792
3055.4580914974213,179,320.1938499247792
3080.45658826828,180,320.1938499247792
3094.441909313202,181,320.1938499247792
3113.724781513214,182,320.1938499247792
3145.279035806656,183,320.1938499247792
3164.0283188819885,184,320.1938499247792
3180.8408601284027,185,320.1938499247792
3198.9888875484467,186,305.7553884055014
3217.1269068717957,187,305.7553884055014
3232.8512859344482,188,305.7553884055014
3247.2520837783813,189,305.7553884055014
3269.502988100052,190,305.7553884055014
3286.224475622177,191,305.7553884055014
3301.3512485027313,192,305.7553884055014
3328.958382129669,193,305.7553884055014
3353.722448825836,194,305.7553884055014
3359.368239402771,195,303.0218904966953
3371.634835243225,196,303.0218904966953
3387.559728860855,197,303.0218904966953
3408.1375052928925,198,303.0218904966953
