Generation 118
71.72,[530.938, 1000.053, 871.48, 464.59, 449.114, 418.459, 419.227, 380.529, 340.397, 798.434, 688.422, 549.167, 334.585, 804.69, 796.484, 429.221, 511.554, 353.834, 516.907, 677.034, 406.062, 523.231, 417.016, 403.012, 795.939, 480.623, 430.118, 447.071, 662.453, 118.526, 186.02, 189.339, 190.079, 177.375, 106.239, 154.035, 152.592, 57.19, 46.363, 118.535, 100.05, 128.952, 135.01, 92.527, 113.268, 82.057, 82.922, 64.994, 60.176, 43.375, 93.371, 31.649, 91.188, 116.476, 96.613, 175.66, 135.263, 43.062, 33.665, 114.971, 53.168, 135.22, 39.836, 151.227, 46.427, 180.79, 195.549, 82.622, 86.147, 172.486, 126.065, 139.732, 106.885, 80.622, 141.542, 90.568, 156.614, 85.279, 15.808, 26.378, 15.559, 20.83, 0.508, 38.399, 20.437, 10.767, 0.018, 19.482, 26.051, 31.194, 32.497, 34.139, 17.565, 23.734, 26.877, 20.788, 37.672, 13.85, 28.366, 25.465, 36.779, 27.178, 27.619, 43.2, 29.156, 22.835, 30.074, 23.824, 18.411, 32.09, 29.858, 34.914, 1.847, 27.206, 2.881, 9.189, 17.578, 22.537, 36.272, 16.48, 0.071, 30.934, 35.969, 30.244, 19.403, 36.782, 29.26, 16.378, 25.209, 9.478, 33.218, 35.889, 22.445, 9.285, 11.979, 14.329, 21.39, 31.759, 11.919, 27.404, 2.375, 15.143, 2.914, 2.596, 1.348, 3.678, 3.112, 1.557, 1.434, 3.832]
71.72,[530.938, 1000.053, 871.48, 464.59, 449.114, 418.459, 419.227, 380.529, 340.397, 798.434, 688.422, 549.167, 334.585, 804.69, 796.484, 429.221, 511.554, 353.834, 516.907, 677.034, 406.062, 523.231, 417.016, 403.012, 795.939, 480.623, 430.118, 447.071, 662.453, 118.526, 186.02, 189.339, 190.079, 177.375, 106.239, 154.035, 152.592, 57.19, 46.363, 118.535, 100.05, 128.952, 135.01, 92.527, 113.268, 82.057, 82.922, 64.994, 60.176, 43.375, 93.371, 31.649, 91.188, 116.476, 96.613, 175.66, 135.263, 43.062, 33.665, 114.971, 53.168, 135.22, 39.836, 151.227, 46.427, 180.79, 195.549, 82.622, 86.147, 172.486, 126.065, 139.732, 106.885, 80.622, 141.542, 90.568, 156.614, 85.279, 15.808, 26.378, 15.559, 20.83, 0.508, 38.399, 20.437, 10.767, 0.018, 19.482, 26.051, 31.194, 32.497, 34.139, 17.565, 23.734, 26.877, 20.788, 37.672, 13.85, 28.366, 25.465, 36.779, 27.178, 27.619, 43.2, 29.156, 22.835, 30.074, 23.824, 18.411, 32.09, 29.858, 34.914, 1.847, 27.206, 2.881, 9.189, 17.578, 22.537, 36.272, 16.48, 0.071, 30.934, 35.969, 30.244, 19.403, 36.782, 29.26, 16.378, 25.209, 9.478, 33.218, 35.889, 22.445, 9.285, 11.979, 14.329, 21.39, 31.759, 11.919, 27.404, 2.375, 15.143, 2.914, 2.596, 1.348, 3.678, 3.112, 1.557, 1.434, 3.832]
71.73,[546.145, 980.118, 968.305, 467.08, 456.937, 429.925, 395.544, 381.619, 337.515, 786.105, 735.69, 518.969, 364.455, 794.751, 782.776, 431.924, 509.95, 356.189, 504.698, 782.649, 416.243, 548.53, 477.713, 414.676, 791.584, 508.396, 424.278, 437.739, 740.918, 124.748, 184.576, 187.337, 188.141, 170.547, 102.162, 152.328, 149.037, 59.056, 46.922, 103.224, 93.71, 115.299, 134.835, 97.528, 111.513, 75.533, 82.226, 74.24, 59.983, 41.396, 92.964, 32.056, 92.221, 101.136, 98.217, 176.898, 117.872, 41.46, 35.17, 125.291, 53.789, 136.076, 39.475, 152.698, 46.197, 181.426, 194.715, 79.425, 75.748, 181.537, 125.926, 119.282, 121.007, 76.385, 117.291, 90.404, 152.38, 88.446, 15.765, 25.586, 16.14, 21.013, 0.463, 37.461, 19.544, 10.219, 0.032, 18.926, 25.287, 31.276, 32.743, 33.857, 17.666, 25.867, 27.111, 20.595, 36.667, 13.048, 28.092, 25.172, 32.33, 27.338, 27.633, 32.933, 28.964, 23.043, 30.68, 29.537, 16.791, 34.34, 29.567, 35.355, 1.849, 27.658, 3.298, 9.846, 17.057, 21.564, 36.146, 16.336, 0.003, 33.098, 35.099, 29.837, 18.143, 38.77, 29.047, 14.666, 27.462, 9.984, 34.515, 36.245, 20.356, 6.389, 9.403, 14.089, 21.396, 31.237, 12.921, 29.49, 2.034, 14.619, 3.041, 2.717, 1.621, 3.689, 3.194, 1.555, 1.538, 3.839]
71.90,[529.242, 1001.412, 877.968, 464.327, 449.388, 417.429, 420.767, 380.464, 340.981, 795.612, 689.406, 552.025, 333.928, 805.106, 796.87, 429.313, 511.58, 353.367, 521.489, 672.025, 404.586, 521.438, 409.931, 401.879, 795.724, 479.061, 428.705, 447.193, 659.065, 117.904, 185.773, 189.362, 190.062, 177.345, 106.775, 154.647, 153.108, 56.669, 46.467, 118.758, 99.53, 129.803, 136.601, 93.002, 112.958, 82.285, 82.867, 64.125, 60.222, 43.37, 93.676, 31.731, 90.979, 117.383, 96.28, 175.577, 138.404, 43.077, 33.591, 115.207, 53.07, 135.542, 39.856, 151.514, 46.445, 180.565, 194.917, 83.514, 87.585, 172.01, 125.973, 143.446, 105.942, 79.978, 141.697, 90.545, 157.155, 85.054, 15.881, 26.425, 15.494, 20.826, 0.51, 38.347, 20.524, 10.785, 0.013, 19.535, 26.048, 31.203, 32.435, 34.019, 17.532, 23.568, 26.867, 20.803, 37.73, 13.958, 28.268, 25.422, 37.043, 27.124, 27.632, 43.693, 29.086, 22.857, 29.997, 23.082, 18.532, 31.985, 29.75, 34.841, 1.85, 27.152, 2.895, 9.205, 17.6, 22.653, 36.29, 16.483, 0.073, 30.729, 35.929, 30.165, 19.473, 36.641, 29.283, 16.543, 25.269, 9.459, 33.098, 35.838, 22.334, 9.458, 12.111, 14.312, 21.432, 31.775, 11.682, 27.186, 2.401, 15.197, 2.917, 2.566, 1.325, 3.681, 3.12, 1.561, 1.423, 3.83]
72.16,[537.33, 972.529, 883.192, 464.903, 466.78, 429.57, 420.735, 381.425, 339.486, 842.805, 842.176, 563.067, 385.592, 800.671, 784.31, 429.638, 524.896, 343.288, 489.837, 777.006, 447.443, 513.424, 540.84, 433.939, 798.965, 491.913, 445.665, 442.18, 860.779, 132.857, 180.06, 186.292, 188.119, 209.406, 101.372, 157.872, 150.782, 62.639, 45.629, 86.638, 103.928, 116.386, 134.709, 94.09, 93.849, 81.114, 81.024, 84.583, 61.615, 40.239, 87.24, 28.377, 92.381, 106.194, 96.036, 175.109, 101.658, 39.914, 34.822, 112.79, 53.805, 137.072, 39.498, 168.425, 44.39, 183.318, 194.552, 79.478, 85.587, 176.478, 125.591, 113.582, 109.855, 75.202, 135.624, 92.512, 149.887, 97.889, 15.756, 27.426, 16.212, 20.487, 0.489, 30.435, 17.791, 10.267, 0.076, 19.549, 21.475, 30.593, 33.046, 34.449, 17.292, 30.68, 27.467, 20.368, 36.578, 14.441, 27.825, 25.88, 29.164, 28.262, 27.811, 18.44, 30.229, 22.621, 31.57, 29.764, 11.889, 32.265, 29.3, 35.683, 1.88, 27.62, 2.912, 10.091, 17.665, 21.811, 36.878, 16.254, 0.022, 29.271, 36.074, 29.301, 18.634, 38.185, 28.873, 19.963, 21.881, 10.544, 34.053, 36.055, 24.067, 8.457, 11.63, 14.857, 21.119, 29.558, 11.623, 29.542, 2.114, 14.249, 2.911, 2.773, 1.889, 3.693, 3.158, 1.478, 1.587, 3.878]
72.35,[540.691, 974.255, 862.39, 474.462, 459.517, 433.17, 401.068, 381.209, 342.669, 802.889, 730.049, 529.426, 333.571, 793.476, 788.297, 430.184, 511.898, 353.594, 480.099, 785.976, 406.217, 570.368, 456.228, 416.311, 805.692, 481.039, 441.361, 441.522, 749.319, 137.196, 182.655, 183.195, 187.853, 185.606, 102.913, 158.952, 153.08, 52.153, 47.984, 92.127, 95.134, 108.381, 116.809, 97.531, 114.224, 76.064, 86.713, 72.15, 70.969, 40.759, 87.974, 30.053, 78.373, 104.661, 98.749, 174.442, 130.914, 41.14, 28.983, 122.313, 53.623, 135.697, 39.502, 160.03, 47.123, 183.251, 195.56, 58.195, 73.35, 181.473, 124.621, 138.062, 113.6, 78.307, 130.297, 92.461, 156.679, 85.168, 16.536, 24.901, 15.01, 21.449, 0.489, 37.649, 20.191, 10.232, 0.001, 18.957, 25.86, 30.539, 33.266, 34.517, 17.847, 25.116, 26.754, 20.272, 37.651, 13.921, 27.605, 25.74, 29.793, 27.182, 27.28, 17.262, 29.435, 21.906, 31.165, 34.437, 15.761, 32.805, 30.987, 34.947, 1.872, 27.478, 2.438, 9.469, 17.217, 21.941, 36.317, 15.95, 0.009, 32.057, 37.2, 30.413, 18.033, 38.668, 28.956, 13.29, 28.881, 11.183, 35.026, 36.648, 23.36, 8.159, 11.631, 14.7, 21.698, 29.839, 12.059, 29.275, 2.108, 15.266, 2.77, 2.681, 1.864, 3.602, 3.217, 1.506, 1.77, 3.797]
72.40,[542.276, 975.774, 847.106, 472.143, 466.767, 422.746, 412.723, 382.71, 324.37, 818.988, 682.323, 561.749, 338.745, 787.358, 770.852, 428.79, 511.537, 357.359, 465.839, 764.869, 430.587, 599.572, 443.637, 432.485, 806.802, 482.909, 414.539, 455.462, 766.722, 128.336, 184.507, 180.702, 187.506, 200.0, 105.782, 152.321, 154.777, 58.824, 46.7, 145.438, 110.975, 113.003, 132.988, 103.597, 112.582, 79.15, 85.86, 66.167, 59.549, 42.412, 95.829, 32.553, 86.837, 103.601, 93.301, 176.403, 86.98, 39.128, 34.029, 126.518, 54.488, 135.815, 39.704, 142.309, 43.183, 187.924, 192.302, 85.398, 75.681, 183.871, 124.039, 97.407, 123.575, 85.986, 141.911, 88.688, 155.873, 99.935, 14.999, 24.341, 15.759, 20.938, 0.419, 37.331, 19.269, 10.674, 0.355, 18.661, 24.673, 31.666, 32.223, 33.409, 17.111, 27.188, 27.191, 20.354, 36.114, 13.465, 28.376, 26.435, 29.555, 26.901, 27.642, 19.904, 29.319, 22.416, 30.802, 25.638, 15.271, 34.723, 28.224, 35.276, 1.58, 27.639, 3.434, 9.303, 18.656, 21.311, 36.321, 16.185, 0.0, 34.948, 35.995, 28.798, 19.371, 36.744, 29.319, 13.596, 24.676, 11.066, 35.871, 37.585, 24.653, 6.485, 11.061, 14.646, 20.788, 31.927, 17.575, 30.053, 1.795, 14.105, 3.386, 2.791, 1.799, 3.646, 3.15, 1.52, 1.546, 3.762]
72.41,[548.709, 968.377, 819.291, 472.146, 467.594, 434.135, 412.485, 379.866, 329.084, 798.537, 726.104, 476.777, 336.583, 798.326, 777.638, 429.654, 514.176, 344.055, 498.9, 763.109, 436.396, 596.723, 488.233, 419.163, 805.021, 485.624, 428.336, 435.159, 742.987, 132.808, 184.401, 185.505, 188.928, 192.823, 103.218, 150.744, 154.445, 66.246, 45.418, 92.834, 103.905, 97.729, 134.553, 96.403, 110.875, 75.729, 84.202, 74.284, 61.251, 38.235, 93.428, 31.233, 81.806, 100.292, 97.017, 177.087, 88.327, 37.616, 35.168, 113.138, 54.663, 140.738, 40.167, 146.736, 44.174, 183.137, 192.851, 72.57, 74.179, 176.387, 126.807, 121.673, 120.814, 82.417, 144.066, 89.479, 154.588, 110.613, 15.27, 24.916, 17.207, 21.684, 0.441, 37.387, 19.368, 10.014, 0.133, 18.645, 24.622, 30.502, 32.759, 35.639, 17.195, 25.164, 27.04, 20.023, 36.641, 12.382, 28.041, 26.001, 29.142, 28.025, 27.329, 34.107, 29.737, 22.358, 31.493, 33.102, 14.197, 33.597, 28.512, 36.042, 1.861, 27.407, 3.551, 10.015, 17.853, 21.629, 36.34, 16.06, 0.0, 30.19, 36.269, 28.081, 18.311, 38.709, 28.93, 14.398, 24.923, 10.922, 35.806, 36.073, 24.176, 7.451, 10.195, 17.057, 21.182, 33.707, 17.209, 29.565, 1.75, 14.693, 3.139, 2.658, 1.762, 3.603, 3.259, 1.557, 1.625, 3.552]
72.50,[555.99, 966.194, 934.807, 465.485, 467.338, 429.412, 420.741, 382.471, 338.562, 762.239, 777.738, 585.544, 378.747, 801.256, 784.52, 430.388, 517.89, 350.737, 490.321, 775.215, 454.456, 541.459, 467.267, 438.313, 798.947, 494.027, 445.431, 435.067, 841.029, 131.433, 180.845, 187.58, 187.651, 170.572, 101.85, 149.45, 150.532, 62.304, 45.377, 101.753, 104.693, 113.812, 135.144, 95.643, 98.139, 78.834, 80.454, 74.224, 60.153, 39.036, 87.781, 30.823, 92.379, 109.374, 94.681, 176.184, 79.793, 38.426, 34.401, 110.117, 53.732, 136.64, 39.49, 164.53, 44.689, 182.99, 194.267, 81.52, 75.972, 178.081, 125.607, 127.45, 116.172, 73.793, 133.123, 92.658, 148.285, 95.598, 15.813, 27.463, 17.689, 20.608, 0.496, 27.118, 18.037, 10.267, 0.075, 19.246, 22.185, 30.391, 33.309, 34.679, 17.271, 30.22, 27.091, 20.718, 36.817, 12.786, 27.748, 25.716, 29.016, 29.459, 27.77, 16.609, 27.846, 22.511, 31.394, 30.766, 10.47, 32.039, 29.128, 35.762, 1.844, 28.531, 3.526, 9.822, 17.76, 21.671, 36.603, 16.227, 0.021, 29.037, 36.068, 29.301, 17.361, 39.107, 28.862, 13.253, 22.718, 8.914, 34.164, 36.028, 23.611, 7.992, 10.844, 13.664, 21.089, 30.354, 10.397, 30.999, 2.141, 14.249, 3.233, 2.853, 1.623, 3.728, 3.25, 1.491, 1.595, 3.872]
72.53,[551.288, 970.487, 827.517, 466.208, 464.446, 433.931, 412.079, 379.117, 327.145, 795.213, 715.156, 479.866, 333.441, 797.994, 780.036, 427.516, 514.855, 364.058, 492.096, 771.425, 411.738, 559.732, 490.566, 422.458, 801.109, 483.213, 463.36, 432.546, 749.497, 134.451, 183.961, 183.028, 187.841, 194.443, 103.569, 151.528, 155.798, 66.289, 45.617, 98.36, 104.697, 90.393, 123.483, 95.937, 111.826, 74.674, 84.56, 74.966, 61.298, 38.11, 90.051, 31.059, 92.385, 107.727, 99.953, 177.04, 89.703, 37.696, 35.38, 112.99, 54.258, 140.453, 40.389, 142.826, 46.346, 183.121, 195.623, 80.115, 75.164, 173.982, 127.076, 126.83, 120.164, 77.703, 141.496, 90.178, 153.729, 81.839, 15.085, 25.153, 17.084, 21.298, 0.482, 37.478, 18.817, 10.333, 0.116, 18.588, 26.316, 30.525, 32.665, 35.513, 17.182, 24.173, 27.066, 20.46, 37.079, 12.467, 27.955, 25.71, 30.358, 27.843, 27.252, 33.206, 29.272, 22.407, 31.469, 34.363, 14.866, 33.307, 28.879, 36.252, 1.833, 28.283, 3.685, 10.273, 17.741, 21.454, 36.377, 16.266, 0.005, 30.107, 35.998, 29.403, 18.371, 38.693, 28.938, 14.618, 24.058, 9.305, 35.528, 36.254, 23.711, 7.509, 10.234, 16.987, 21.272, 30.385, 13.751, 29.572, 2.113, 14.519, 3.226, 2.845, 1.709, 3.552, 3.202, 1.514, 1.556, 3.853]
