Record started: 2021-08-04 20:16:00.335245 (Original fitness from cfg file: 144.5798283399431)
['MDEXEC', 'charmm']
['MDINP', 'Molecules/otf_clap/otf.inp']
['MDOUT', '/dev/shm/otf_clap_opt.log']
['QMOUT', 'Molecules/otf_clap/otf.log']
['PARAM_FILENAME', 'FF_GenOpt_results/otf_clap/parameters.str']
['POPULATION_FILENAME', 'FF_GenOpt_results/otf_clap/lastPopulation_otf_clap.txt']
['LOG_FILENAME', 'FF_GenOpt_results/otf_clap/convergence_otf_clap.log']
['GENERATIONS', '10000']
['POPULATION_SIZE', '200']
['MUTATIONS_PER_GENERATION', '50']
['STEP_SIZE', '0.05']
['CROSSOVER_BLX', '0.7']
['CROSSOVER_SBX', '0.25']
['CROSSOVER_UNIFORM', '0.05']
['MINIMUM_IMPROVEMENT', '0.0001']
['MINIMUM_DIVERSITY', '0.0001']
['PARAMETER', 'otfb1', 'bond', '0', '1000', '441.6']
['PARAMETER', 'otfb2', 'bond', '0', '1000', '232.9']
['PARAMETER', 'otfb3', 'bond', '0', '1000', '636.6']
['PARAMETER', 'otfa1', 'angle', '0', '200', '103.90']
['PARAMETER', 'otfa2', 'angle', '0', '200', '115.72']
['PARAMETER', 'otfa3', 'angle', '0', '200', '93.27']
['PARAMETER', 'otfa4', 'angle', '0', '200', '82.88']
['PARAMETER', 'otfd1', 'dihedral', '-20', '20', '0.173']

Gen	BestF	MeanF	TEvals	GEvals	REvals	t	t/eval	Delta	Improv	Divers
1060	37.31	38.11	218221	120106	98115	64863.96	0.30	0.00	0.00	21.29
1061	37.31	38.10	218436	120220	98216	64928.50	0.30	0.00	0.00	11.03
1062	37.31	38.10	218650	120333	98317	64991.79	0.30	0.00	0.00	12.08
1063	37.31	38.10	218862	120444	98418	65055.01	0.30	0.00	0.00	43.07
1064	37.31	38.09	219075	120556	98519	65118.37	0.30	0.00	0.00	31.30
1065	37.31	38.09	219290	120670	98620	65182.15	0.30	0.00	0.00	5.26
1066	37.31	38.09	219501	120780	98721	65244.98	0.30	0.00	0.00	4.97
1067	37.31	38.09	219713	120891	98822	65307.63	0.30	0.00	0.00	38.11
1068	37.31	38.08	219920	120997	98923	65369.48	0.30	0.00	0.00	60.94
1069	37.31	38.08	220136	121112	99024	65432.64	0.30	0.00	0.00	22.38
1070	37.31	38.08	220342	121217	99125	65493.66	0.30	0.00	0.00	41.20
1071	37.31	38.08	220556	121330	99226	65556.85	0.30	0.00	0.00	29.09
1072	37.31	38.07	220770	121443	99327	65620.33	0.30	0.00	0.00	6.03
1073	37.31	38.07	220983	121555	99428	65683.86	0.30	0.00	0.00	12.23
1074	37.31	38.07	221198	121670	99528	65748.15	0.30	0.00	0.00	0.46
1075	37.31	38.06	221410	121781	99629	65810.43	0.30	0.00	0.00	0.01
1076	37.31	38.06	221624	121894	99730	65874.67	0.30	0.00	0.00	0.00
1077	37.31	38.05	221840	122009	99831	65940.18	0.30	0.00	0.00	0.02
1078	37.31	38.04	222054	122119	99935	66004.07	0.30	0.00	0.00	0.01
1079	37.31	38.03	222265	122228	100037	66067.25	0.30	0.00	0.00	0.25
1080	37.31	38.01	222477	122339	100138	66130.60	0.30	0.00	0.00	1.17
1081	37.31	37.99	222692	122451	100241	66194.60	0.30	0.00	0.00	0.07
1082	37.31	37.96	222906	122564	100342	66258.38	0.30	0.00	0.00	0.02
1083	37.31	37.95	223115	122672	100443	66321.57	0.30	0.00	0.00	0.66
1084	37.31	37.95	223326	122782	100544	66384.83	0.30	0.00	0.00	0.49
1085	37.31	37.94	223539	122894	100645	66447.59	0.30	0.00	0.00	0.30
1086	37.31	37.93	223754	123008	100746	66512.05	0.30	0.00	0.00	0.17
1087	37.31	37.92	223969	123122	100847	66575.58	0.30	0.00	0.00	0.06
1088	37.31	37.92	224178	123230	100948	66637.87	0.30	0.00	0.00	1.14
1089	37.31	37.91	224395	123345	101050	66703.10	0.30	0.00	0.00	3.29
1090	37.31	37.89	224608	123457	101151	66766.43	0.30	0.00	0.00	0.27
1091	37.31	37.88	224823	123571	101252	66830.14	0.30	0.00	0.00	2.53
1092	37.31	37.87	225033	123680	101353	66892.01	0.30	0.00	0.00	0.77
1093	37.27	37.86	225150	123796	101354	66927.44	0.30	0.04	0.00	0.18
1094	37.27	37.85	225360	123905	101455	66989.53	0.30	0.00	0.00	2.49
1095	37.27	37.83	225573	124017	101556	67052.77	0.30	0.00	0.00	0.07
1096	37.27	37.81	225794	124137	101657	67118.24	0.30	0.00	0.00	3.12
1097	37.27	37.79	226009	124251	101758	67181.89	0.30	0.00	0.00	1.75
1098	37.27	37.78	226220	124361	101859	67245.03	0.30	0.00	0.00	0.83
1099	37.27	37.76	226436	124476	101960	67309.49	0.30	0.00	0.00	1.02
1100	37.27	37.75	226647	124586	102061	67371.66	0.30	0.00	0.00	0.84
1101	37.27	37.73	226863	124701	102162	67436.38	0.30	0.00	0.00	2.98
1102	37.27	37.72	227072	124809	102263	67499.66	0.30	0.00	0.00	0.18
1103	37.27	37.70	227280	124916	102364	67563.12	0.30	0.00	0.00	2.94
1104	37.27	37.70	227503	125032	102471	67629.12	0.30	0.00	0.00	1.23
1105	37.27	37.69	227723	125151	102572	67695.11	0.30	0.00	0.00	3.60
1106	37.27	37.68	227935	125262	102673	67757.12	0.30	0.00	0.00	6.62
1107	37.27	37.66	228150	125376	102774	67820.65	0.30	0.00	0.00	3.05
1108	37.27	37.65	228362	125487	102875	67883.07	0.30	0.00	0.00	0.33
1109	37.27	37.64	228575	125599	102976	67946.28	0.30	0.00	0.00	0.16
1110	37.27	37.63	228786	125709	103077	68008.64	0.30	0.00	0.00	0.42
1111	37.27	37.62	228999	125821	103178	68070.31	0.30	0.00	0.00	0.20
1112	37.27	37.60	229118	125939	103179	68105.88	0.30	0.00	0.00	0.08
1113	37.27	37.60	229330	126050	103280	68167.76	0.30	0.00	0.00	0.02
1114	37.27	37.58	229542	126161	103381	68229.75	0.30	0.00	0.00	0.02
1115	37.27	37.57	229750	126268	103482	68291.29	0.30	0.00	0.00	0.19
1116	37.27	37.55	229962	126379	103583	68354.53	0.30	0.00	0.00	0.05
1117	37.26	37.52	230072	126488	103584	68387.12	0.30	0.00	0.00	0.07
1118	37.26	37.49	230286	126601	103685	68450.40	0.30	0.00	0.00	0.09
1119	37.26	37.46	230499	126713	103786	68514.56	0.30	0.00	0.00	0.05
1120	37.26	37.42	230716	126829	103887	68578.93	0.30	0.00	0.00	0.44
1121	37.26	37.39	230928	126940	103988	68642.33	0.30	0.00	0.00	0.09
1122	37.26	37.34	231138	127049	104089	68704.73	0.30	0.00	0.00	0.29
1123	37.26	37.31	231349	127159	104190	68766.84	0.30	0.00	0.00	0.03
1124	37.26	37.30	231564	127273	104291	68830.76	0.30	0.00	0.00	0.11
1125	37.26	37.30	231776	127384	104392	68893.33	0.30	0.00	0.00	0.11
1126	37.26	37.30	231985	127492	104493	68956.42	0.30	0.00	0.00	0.01
1127	37.26	37.29	232197	127603	104594	69018.68	0.30	0.00	0.00	0.02
1128	37.26	37.29	232411	127716	104695	69081.89	0.30	0.00	0.00	0.01
1129	37.26	37.29	232523	127827	104696	69114.70	0.30	0.00	0.00	0.03
1130	37.26	37.29	232736	127939	104797	69178.66	0.30	0.00	0.00	0.14
1131	37.26	37.29	232945	128047	104898	69241.45	0.30	0.00	0.00	0.03
1132	37.26	37.28	233158	128159	104999	69304.31	0.30	0.00	0.00	0.02
1133	37.26	37.28	233369	128269	105100	69367.58	0.30	0.00	0.00	0.03
1134	37.26	37.28	233579	128378	105201	69429.19	0.30	0.00	0.00	0.28
1135	37.26	37.28	233795	128493	105302	69493.23	0.30	0.00	0.00	0.02
1136	37.26	37.28	233904	128601	105303	69525.50	0.30	0.00	0.00	0.02
1137	37.26	37.28	234114	128710	105404	69589.16	0.30	0.00	0.00	0.36
1138	37.26	37.28	234227	128822	105405	69622.81	0.30	0.00	0.00	0.04
1139	37.26	37.28	234439	128933	105506	69684.49	0.30	0.00	0.00	0.38
1140	37.26	37.28	234657	129050	105607	69750.09	0.30	0.00	0.00	0.08
1141	37.26	37.27	234870	129162	105708	69814.00	0.30	0.00	0.00	0.28
1142	37.26	37.27	235083	129274	105809	69878.12	0.30	0.00	0.00	0.58
1143	37.26	37.27	235289	129379	105910	69939.08	0.30	0.00	0.00	0.02
1144	37.26	37.27	235508	129497	106011	70004.22	0.30	0.00	0.00	0.00
1145	37.26	37.27	235721	129609	106112	70066.76	0.30	0.00	0.00	0.02
1146	37.26	37.27	235937	129724	106213	70131.03	0.30	0.00	0.00	0.48
1147	37.26	37.27	236048	129834	106214	70163.88	0.30	0.00	0.00	0.26
1148	37.26	37.27	236265	129950	106315	70228.25	0.30	0.00	0.00	0.00
1149	37.26	37.27	236478	130062	106416	70291.64	0.30	0.00	0.00	0.01
1150	37.26	37.27	236690	130173	106517	70353.86	0.30	0.00	0.00	0.01
1151	37.26	37.27	236905	130287	106618	70417.57	0.30	0.00	0.00	0.03
1152	37.26	37.27	237120	130401	106719	70480.85	0.30	0.00	0.00	0.49
1153	37.26	37.27	237332	130512	106820	70544.01	0.30	0.00	0.00	0.00
1154	37.26	37.27	237557	130636	106921	70610.43	0.30	0.00	0.00	0.09
1155	37.26	37.27	237770	130748	107022	70673.30	0.30	0.00	0.00	0.44
1156	37.26	37.26	237984	130861	107123	70736.74	0.30	0.00	0.00	0.02
1157	37.26	37.26	238198	130974	107224	70800.45	0.30	0.00	0.00	0.02
1158	37.26	37.26	238408	131083	107325	70863.25	0.30	0.00	0.00	0.00
1159	37.25	37.26	238521	131195	107326	70897.14	0.30	0.01	0.00	0.56
1160	37.25	37.26	238738	131311	107427	70962.27	0.30	0.00	0.00	0.07
1161	37.25	37.26	238945	131417	107528	71023.53	0.30	0.00	0.00	0.03
1162	37.25	37.26	239152	131523	107629	71084.66	0.30	0.00	0.00	0.02
1163	37.25	37.26	239368	131638	107730	71148.60	0.30	0.00	0.00	0.00
1164	37.25	37.26	239579	131748	107831	71210.85	0.30	0.00	0.00	0.04
1165	37.25	247.46	240134	132059	108075	71377.25	0.30	0.00	0.00	39596.84
1166	37.25	183.06	240468	132174	108294	71479.32	0.30	0.00	0.00	5140.69
1167	37.25	139.68	240766	132285	108481	71568.19	0.30	0.00	0.00	9408.79
1168	37.25	111.87	241032	132399	108633	71646.36	0.30	0.00	0.00	3541.12
1169	37.25	95.80	241316	132518	108798	71730.29	0.30	0.00	0.00	8089.01
1170	37.25	82.15	241578	132633	108945	71808.16	0.30	0.00	0.00	1954.40
1171	37.25	75.12	241831	132744	109087	71883.88	0.30	0.00	0.00	936.19
1172	37.25	69.44	242078	132858	109220	71956.08	0.30	0.00	0.00	101.07
1173	37.25	64.05	242329	132972	109357	72030.57	0.30	0.00	0.00	442.88
1174	37.25	59.37	242556	133083	109473	72098.17	0.30	0.00	0.00	633.76
1175	37.25	55.94	242800	133196	109604	72170.84	0.30	0.00	0.00	385.86
1176	37.25	53.29	243017	133306	109711	72234.43	0.30	0.00	0.00	374.33
1177	37.25	51.72	243243	133414	109829	72301.28	0.30	0.00	0.00	385.04
1178	37.25	50.10	243473	133527	109946	72368.90	0.30	0.00	0.00	164.53
1179	37.25	48.63	243697	133641	110056	72434.67	0.30	0.00	0.00	31.43
1180	37.25	47.37	243928	133752	110176	72503.48	0.30	0.00	0.00	1082.34
1181	37.25	46.18	244156	133866	110290	72571.66	0.30	0.00	0.00	425.27
1182	37.25	45.35	244394	133980	110414	72640.91	0.30	0.00	0.00	570.75
1183	37.25	44.58	244621	134096	110525	72708.14	0.30	0.00	0.00	35.87
1184	37.25	44.08	244853	134208	110645	72777.04	0.30	0.00	0.00	36.89
1185	37.25	43.61	245072	134318	110754	72841.84	0.30	0.00	0.00	740.95
1186	37.25	43.22	245296	134435	110861	72908.74	0.30	0.00	0.00	73.74
1187	37.25	42.91	245523	134551	110972	72976.00	0.30	0.00	0.00	75.14
1188	37.25	42.58	245740	134665	111075	73040.71	0.30	0.00	0.00	324.79
1189	37.25	42.27	245955	134779	111176	73104.55	0.30	0.00	0.00	21.99
1190	37.25	42.04	246172	134892	111280	73168.85	0.30	0.00	0.00	43.02
1191	37.25	41.86	246388	135005	111383	73233.07	0.30	0.00	0.00	29.55
1192	37.25	41.68	246606	135122	111484	73296.85	0.30	0.00	0.00	33.13
1193	37.25	41.49	246830	135235	111595	73362.55	0.30	0.00	0.00	123.84
1194	37.25	41.32	247054	135349	111705	73428.52	0.30	0.00	0.00	136.31
1195	37.25	41.19	247274	135464	111810	73493.95	0.30	0.00	0.00	31.86
1196	37.25	41.02	247494	135577	111917	73558.17	0.30	0.00	0.00	60.19
1197	37.25	40.90	247705	135686	112019	73620.53	0.30	0.00	0.00	54.77
1198	37.25	40.77	247921	135798	112123	73684.07	0.30	0.00	0.00	29.51
1199	37.25	40.65	248141	135910	112231	73748.89	0.30	0.00	0.00	12.85
1200	37.25	40.52	248354	136021	112333	73811.47	0.30	0.00	0.00	20.46
1201	37.25	40.43	248572	136137	112435	73876.82	0.30	0.00	0.00	58.91
1202	37.25	40.36	248785	136245	112540	73940.18	0.30	0.00	0.00	135.52
1203	37.25	40.27	249002	136359	112643	74003.91	0.30	0.00	0.00	41.36
1204	37.25	40.20	249215	136467	112748	74067.42	0.30	0.00	0.00	7.42
1205	37.25	40.12	249431	136582	112849	74130.95	0.30	0.00	0.00	8.64
1206	37.25	40.06	249646	136694	112952	74194.72	0.30	0.00	0.00	62.36
1207	37.25	39.98	249862	136809	113053	74258.47	0.30	0.00	0.00	27.02
1208	37.25	39.93	250072	136917	113155	74321.00	0.30	0.00	0.00	21.08
1209	37.25	39.88	250286	137030	113256	74383.64	0.30	0.00	0.00	18.47
1210	37.25	39.85	250500	137143	113357	74446.95	0.30	0.00	0.00	25.01
1211	37.25	39.82	250719	137261	113458	74512.69	0.30	0.00	0.00	152.40
1212	37.25	39.78	250935	137374	113561	74575.76	0.30	0.00	0.00	68.49
1213	37.25	39.73	251154	137492	113662	74640.07	0.30	0.00	0.00	14.62
1214	37.25	39.70	251369	137603	113766	74704.87	0.30	0.00	0.00	66.05
1215	37.25	39.64	251587	137720	113867	74769.18	0.30	0.00	0.00	78.08
1216	37.25	39.60	251799	137831	113968	74832.62	0.30	0.00	0.00	50.85
1217	37.25	39.57	252021	137952	114069	74898.38	0.30	0.00	0.00	18.33
1218	37.25	39.53	252233	138063	114170	74960.60	0.30	0.00	0.00	6.89
1219	37.25	39.49	252453	138182	114271	75025.35	0.30	0.00	0.00	53.88
1220	37.25	39.45	252670	138297	114373	75089.17	0.30	0.00	0.00	12.87
1221	37.25	39.40	252883	138409	114474	75152.24	0.30	0.00	0.00	4.36
1222	37.25	39.38	253091	138516	114575	75213.04	0.30	0.00	0.00	16.53
1223	37.25	39.35	253307	138630	114677	75278.07	0.30	0.00	0.00	58.27
1224	37.25	39.32	253523	138741	114782	75342.20	0.30	0.00	0.00	46.72
1225	37.25	39.29	253739	138856	114883	75406.10	0.30	0.00	0.00	27.04
1226	37.25	39.27	253949	138966	114983	75467.98	0.30	0.00	0.00	28.61
1227	37.25	39.23	254167	139083	115084	75533.08	0.30	0.00	0.00	39.45
1228	37.25	39.18	254387	139201	115186	75597.36	0.30	0.00	0.00	31.52
1229	37.25	39.16	254596	139309	115287	75658.89	0.30	0.00	0.00	7.46
1230	37.25	39.12	254808	139418	115390	75720.99	0.30	0.00	0.00	13.85
1231	37.25	39.09	255024	139532	115492	75785.03	0.30	0.00	0.00	21.74
1232	37.25	39.03	255233	139640	115593	75846.28	0.30	0.00	0.00	12.83
1233	37.25	38.99	255452	139758	115694	75910.87	0.30	0.00	0.00	7.05
1234	37.25	38.95	255668	139874	115794	75974.53	0.30	0.00	0.00	2.90
1235	37.25	38.92	255880	139985	115895	76036.51	0.30	0.00	0.00	11.90
1236	37.25	38.89	256092	140096	115996	76099.19	0.30	0.00	0.00	1.65
1237	37.25	38.84	256305	140208	116097	76163.13	0.30	0.00	0.00	6.86
1238	37.25	38.79	256519	140321	116198	76227.32	0.30	0.00	0.00	8.10
1239	37.25	38.74	256731	140432	116299	76290.54	0.30	0.00	0.00	3.47
1240	37.25	38.67	256943	140542	116401	76353.27	0.30	0.00	0.00	2.66
1241	37.25	38.61	257160	140653	116507	76417.56	0.30	0.00	0.00	1.66
1242	37.25	38.58	257370	140762	116608	76478.84	0.30	0.00	0.00	2.61
1243	37.25	38.56	257583	140874	116709	76540.44	0.30	0.00	0.00	0.16
1244	37.25	38.53	257794	140986	116808	76601.95	0.30	0.00	0.00	5.41
1245	37.25	38.50	258001	141092	116909	76662.39	0.30	0.00	0.00	3.33
1246	37.25	38.48	258212	141202	117010	76724.46	0.30	0.00	0.00	2.74
1247	37.25	38.46	258425	141314	117111	76787.23	0.30	0.00	0.00	5.70
1248	37.25	38.44	258641	141429	117212	76850.44	0.30	0.00	0.00	1.49
1249	37.25	38.43	258853	141539	117314	76911.96	0.30	0.00	0.00	0.79
1250	37.25	38.42	259071	141656	117415	76975.39	0.30	0.00	0.00	2.13
1251	37.25	38.40	259285	141769	117516	77038.41	0.30	0.00	0.00	2.18
1252	37.25	38.39	259497	141880	117617	77101.01	0.30	0.00	0.00	1.43
1253	37.25	38.38	259711	141993	117718	77163.49	0.30	0.00	0.00	3.09
1254	37.25	38.37	259929	142108	117821	77226.56	0.30	0.00	0.00	0.88
1255	37.25	38.36	260145	142223	117922	77291.34	0.30	0.00	0.00	2.78
1256	37.25	38.35	260354	142331	118023	77353.02	0.30	0.00	0.00	0.85
1257	37.25	38.34	260567	142443	118124	77415.01	0.30	0.00	0.00	1.85
1258	37.25	38.34	260777	142552	118225	77476.86	0.30	0.00	0.00	3.72
1259	37.25	38.33	260990	142664	118326	77540.42	0.30	0.00	0.00	1.65
1260	37.25	38.33	261207	142780	118427	77603.84	0.30	0.00	0.00	2.24
1261	37.25	38.32	261425	142897	118528	77668.14	0.30	0.00	0.00	1.76
1262	37.25	38.32	261632	143003	118629	77729.21	0.30	0.00	0.00	3.52
1263	37.25	38.32	261849	143120	118729	77793.57	0.30	0.00	0.00	1.19
1264	37.25	38.31	262061	143228	118833	77856.64	0.30	0.00	0.00	2.21
1265	37.25	38.31	262273	143339	118934	77919.28	0.30	0.00	0.00	4.61
1266	37.25	38.31	262487	143452	119035	77982.62	0.30	0.00	0.00	1.45
1267	37.25	38.30	262700	143564	119136	78044.93	0.30	0.00	0.00	1.41
1268	37.25	38.30	262915	143677	119238	78108.83	0.30	0.00	0.00	1.08
1269	37.25	38.30	263126	143787	119339	78171.95	0.30	0.00	0.00	5.78
1270	37.25	38.30	263341	143901	119440	78235.03	0.30	0.00	0.00	4.64
1271	37.25	38.29	263562	144021	119541	78301.19	0.30	0.00	0.00	0.85
1272	37.25	38.29	263777	144135	119642	78366.29	0.30	0.00	0.00	0.57
1273	37.25	38.29	263989	144246	119743	78429.30	0.30	0.00	0.00	3.33
1274	37.25	38.29	264207	144363	119844	78493.53	0.30	0.00	0.00	0.72
1275	37.25	38.28	264428	144483	119945	78559.33	0.30	0.00	0.00	0.45
1276	37.25	38.28	264642	144596	120046	78623.17	0.30	0.00	0.00	2.05
1277	37.25	38.28	264862	144715	120147	78689.54	0.30	0.00	0.00	1.39
1278	37.25	38.28	265078	144830	120248	78754.16	0.30	0.00	0.00	1.45
1279	37.25	38.28	265288	144939	120349	78816.69	0.30	0.00	0.00	2.78
1280	37.25	38.28	265504	145054	120450	78879.85	0.30	0.00	0.00	8.33
1281	37.25	38.28	265716	145165	120551	78942.59	0.30	0.00	0.00	0.58
1282	37.25	38.27	265929	145277	120652	79005.67	0.30	0.00	0.00	9.01
1283	37.25	38.27	266141	145388	120753	79068.49	0.30	0.00	0.00	6.00
1284	37.25	38.27	266352	145498	120854	79130.17	0.30	0.00	0.00	2.98
1285	37.25	38.27	266568	145613	120955	79194.10	0.30	0.00	0.00	1.55
1286	37.25	38.27	266782	145727	121055	79258.21	0.30	0.00	0.00	2.72
1287	37.25	38.27	266994	145838	121156	79322.21	0.30	0.00	0.00	8.61
1288	37.25	38.27	267210	145953	121257	79386.36	0.30	0.00	0.00	8.09
1289	37.25	38.26	267420	146064	121356	79449.44	0.30	0.00	0.00	10.31
1290	37.25	38.26	267638	146181	121457	79514.38	0.30	0.00	0.00	1.61
1291	37.25	38.26	267852	146294	121558	79578.09	0.30	0.00	0.00	7.33
1292	37.25	38.26	268069	146410	121659	79642.38	0.30	0.00	0.00	11.05
1293	37.25	38.26	268283	146522	121761	79706.83	0.30	0.00	0.00	5.57
1294	37.25	38.26	268495	146634	121861	79770.49	0.30	0.00	0.00	1.88
1295	37.25	38.25	268710	146748	121962	79833.90	0.30	0.00	0.00	2.49
1296	37.25	38.25	268922	146859	122063	79896.18	0.30	0.00	0.00	9.66
1297	37.25	38.25	269133	146969	122164	79958.82	0.30	0.00	0.00	6.46
1298	37.25	38.25	269350	147085	122265	80022.86	0.30	0.00	0.00	20.46
1299	37.25	38.24	269562	147196	122366	80086.78	0.30	0.00	0.00	8.11
1300	37.25	38.24	269779	147312	122467	80151.12	0.30	0.00	0.00	0.07
1301	37.25	38.23	269993	147425	122568	80215.33	0.30	0.00	0.00	5.00
1302	37.25	38.23	270204	147535	122669	80278.45	0.30	0.00	0.00	2.16
1303	37.25	38.22	270416	147646	122770	80342.05	0.30	0.00	0.00	3.91
1304	37.25	38.22	270635	147764	122871	80408.23	0.30	0.00	0.00	3.31
1305	37.25	38.22	270851	147880	122971	80471.86	0.30	0.00	0.00	3.17
1306	37.25	38.21	271060	147988	123072	80532.60	0.30	0.00	0.00	4.62
1307	37.25	38.21	271275	148102	123173	80596.70	0.30	0.00	0.00	3.56
1308	37.25	38.20	271488	148214	123274	80660.23	0.30	0.00	0.00	0.11
1309	37.25	38.19	271702	148327	123375	80723.18	0.30	0.00	0.00	7.63
1310	37.25	38.18	271919	148443	123476	80788.78	0.30	0.00	0.00	6.08
1311	37.25	38.18	272139	148562	123577	80854.03	0.30	0.00	0.00	2.17
1312	37.25	38.17	272354	148676	123678	80917.73	0.30	0.00	0.00	0.99
1313	37.25	38.16	272566	148787	123779	80980.23	0.30	0.00	0.00	0.25
1314	37.25	38.15	272780	148900	123880	81044.10	0.30	0.00	0.00	1.96
1315	37.25	38.14	272990	149009	123981	81106.33	0.30	0.00	0.00	1.51
1316	37.25	38.13	273204	149122	124082	81170.44	0.30	0.00	0.00	1.10
1317	37.25	38.13	273418	149234	124184	81234.19	0.30	0.00	0.00	10.61
1318	37.25	38.13	273636	149347	124289	81299.25	0.30	0.00	0.00	5.28
1319	37.25	38.12	273852	149462	124390	81364.47	0.30	0.00	0.00	9.12
1320	37.25	38.11	274070	149579	124491	81429.00	0.30	0.00	0.00	2.53
1321	37.25	38.10	274289	149696	124593	81493.81	0.30	0.00	0.00	1.38
1322	37.25	38.09	274505	149811	124694	81558.54	0.30	0.00	0.00	5.89
1323	37.25	38.09	274719	149924	124795	81622.21	0.30	0.00	0.00	13.58
1324	37.25	38.08	274933	150037	124896	81686.29	0.30	0.00	0.00	6.03
1325	37.25	38.07	275145	150148	124997	81749.27	0.30	0.00	0.00	0.99
1326	37.25	38.07	275360	150262	125098	81813.09	0.30	0.00	0.00	5.78
1327	37.25	38.06	275572	150372	125200	81875.35	0.30	0.00	0.00	4.24
1328	37.25	38.06	275789	150488	125301	81940.40	0.30	0.00	0.00	1.50
1329	37.25	38.05	276000	150598	125402	82003.04	0.30	0.00	0.00	8.92
1330	37.25	38.05	276211	150708	125503	82065.31	0.30	0.00	0.00	3.27
1331	37.25	38.05	276420	150816	125604	82127.58	0.30	0.00	0.00	2.92
1332	37.25	38.05	276632	150927	125705	82189.68	0.30	0.00	0.00	1.80
1333	37.25	38.05	276842	151036	125806	82252.36	0.30	0.00	0.00	4.22
1334	37.25	38.05	277055	151148	125907	82316.23	0.30	0.00	0.00	1.96
1335	37.25	38.05	277263	151255	126008	82377.18	0.30	0.00	0.00	7.93
1336	37.25	38.04	277477	151369	126108	82441.32	0.30	0.00	0.00	6.60
1337	37.25	38.04	277588	151479	126109	82474.71	0.30	0.00	0.00	4.98
1338	37.25	38.04	277800	151590	126210	82538.25	0.30	0.00	0.00	0.42
1339	37.25	38.04	278014	151703	126311	82601.53	0.30	0.00	0.00	6.45
1340	37.25	38.04	278222	151810	126412	82663.46	0.30	0.00	0.00	3.32
1341	37.25	38.04	278434	151921	126513	82726.31	0.30	0.00	0.00	6.70
1342	37.25	38.04	278650	152036	126614	82790.60	0.30	0.00	0.00	8.10
1343	37.25	38.04	278864	152149	126715	82853.55	0.30	0.00	0.00	10.35
1344	37.25	38.04	279079	152263	126816	82916.94	0.30	0.00	0.00	12.99
1345	37.25	38.03	279291	152374	126917	82979.38	0.30	0.00	0.00	9.11
1346	37.25	38.03	279505	152487	127018	83043.46	0.30	0.00	0.00	12.25
1347	37.25	38.03	279722	152603	127119	83107.60	0.30	0.00	0.00	0.70
1348	37.25	38.03	279939	152719	127220	83171.95	0.30	0.00	0.00	2.66
1349	37.25	38.03	280148	152827	127321	83234.52	0.30	0.00	0.00	9.94
1350	37.25	38.03	280358	152936	127422	83296.19	0.30	0.00	0.00	2.56
1351	37.25	38.03	280570	153047	127523	83360.47	0.30	0.00	0.00	10.26
1352	37.25	38.03	280783	153159	127624	83423.58	0.30	0.00	0.00	9.39
1353	37.25	38.03	280990	153265	127725	83486.14	0.30	0.00	0.00	7.70
1354	37.25	38.03	281201	153375	127826	83548.97	0.30	0.00	0.00	0.47
1355	37.25	38.03	281415	153488	127927	83611.91	0.30	0.00	0.00	9.67
1356	37.25	38.03	281630	153602	128028	83674.54	0.30	0.00	0.00	4.94
1357	37.25	38.03	281842	153713	128129	83738.12	0.30	0.00	0.00	18.68
1358	37.25	38.03	282057	153827	128230	83802.05	0.30	0.00	0.00	11.12
1359	37.25	38.03	282271	153940	128331	83867.14	0.30	0.00	0.00	5.74
1360	37.25	38.03	282485	154053	128432	83931.53	0.30	0.00	0.00	7.55
1361	37.25	38.03	282695	154162	128533	83994.25	0.30	0.00	0.00	10.91
1362	37.25	38.03	282910	154276	128634	84058.28	0.30	0.00	0.00	0.71
1363	37.23	38.02	283022	154387	128635	84091.53	0.30	0.02	0.00	12.28
1364	37.23	38.02	283237	154501	128736	84155.44	0.30	0.00	0.00	1.19
1365	37.23	38.02	283454	154617	128837	84219.78	0.30	0.00	0.00	12.39
1366	37.23	38.02	283665	154727	128938	84281.63	0.30	0.00	0.00	1.06
1367	37.23	38.02	283881	154842	129039	84346.34	0.30	0.00	0.00	4.78
1368	37.23	38.02	284093	154953	129140	84408.80	0.30	0.00	0.00	5.54
1369	37.23	38.02	284310	155069	129241	84473.61	0.30	0.00	0.00	1.92
1370	37.23	38.02	284531	155189	129342	84539.88	0.30	0.00	0.00	1.78
1371	37.23	38.02	284747	155304	129443	84603.85	0.30	0.00	0.00	13.66
1372	37.23	38.02	284962	155418	129544	84667.90	0.30	0.00	0.00	23.91
1373	37.23	38.02	285176	155531	129645	84732.33	0.30	0.00	0.00	4.34
1374	37.23	38.02	285395	155649	129746	84797.72	0.30	0.00	0.00	6.96
1375	37.23	38.01	285606	155759	129847	84860.37	0.30	0.00	0.00	2.35
1376	37.23	38.01	285820	155872	129948	84924.88	0.30	0.00	0.00	12.29
1377	37.23	38.01	286042	155993	130049	84992.34	0.30	0.00	0.00	1.72
1378	37.23	38.01	286260	156110	130150	85055.91	0.30	0.00	0.00	11.07
1379	37.23	38.01	286473	156222	130251	85119.18	0.30	0.00	0.00	6.17
1380	37.23	38.01	286685	156333	130352	85182.82	0.30	0.00	0.00	10.29
1381	37.23	38.01	286898	156445	130453	85246.78	0.30	0.00	0.00	16.17
