Record started: 2021-08-04 20:16:15.840846 (Original fitness from cfg file: 165.85310592240035)
['MDEXEC', 'charmm']
['MDINP', 'Molecules/im21_clap/im21.inp']
['MDOUT', '/dev/shm/im21_clap_opt.log']
['QMOUT', 'Molecules/im21_clap/im21_freq.log']
['PARAM_FILENAME', 'FF_GenOpt_results/im21_clap/parameters.str']
['POPULATION_FILENAME', 'FF_GenOpt_results/im21_clap/lastPopulation_im21_clap.txt']
['LOG_FILENAME', 'FF_GenOpt_results/im21_clap/convergence_im21_clap.log']
['GENERATIONS', '10000']
['POPULATION_SIZE', '200']
['MUTATIONS_PER_GENERATION', '50']
['STEP_SIZE', '0.05']
['CROSSOVER_BLX', '0.7']
['CROSSOVER_SBX', '0.25']
['CROSSOVER_UNIFORM', '0.05']
['MINIMUM_IMPROVEMENT', '0.0001']
['MINIMUM_DIVERSITY', '0.0001']
['PARAMETER', 'im21b1', 'bond', '0', '1000', '340.0']
['PARAMETER', 'im21b2', 'bond', '0', '1000', '340.0']
['PARAMETER', 'im21b3', 'bond', '0', '1000', '267.8']
['PARAMETER', 'im21b4', 'bond', '0', '1000', '367.0']
['PARAMETER', 'im21b5', 'bond', '0', '1000', '367.0']
['PARAMETER', 'im21b6', 'bond', '0', '1000', '519.7']
['PARAMETER', 'im21b7', 'bond', '0', '1000', '336.8']
['PARAMETER', 'im21b8', 'bond', '0', '1000', '476.7']
['PARAMETER', 'im21b9', 'bond', '0', '1000', '426.7']
['PARAMETER', 'im21a1', 'angle', '0', '100', '33.00']
['PARAMETER', 'im21a2', 'angle', '0', '100', '33.00']
['PARAMETER', 'im21a3', 'angle', '0', '100', '37.47']
['PARAMETER', 'im21a4', 'angle', '0', '100', '37.47']
['PARAMETER', 'im21a5', 'angle', '0', '100', '69.95']
['PARAMETER', 'im21a6', 'angle', '0', '100', '34.98']
['PARAMETER', 'im21a7', 'angle', '0', '100', '69.95']
['PARAMETER', 'im21a8', 'angle', '0', '100', '69.95']
['PARAMETER', 'im21a9', 'angle', '0', '100', '37.47']
['PARAMETER', 'im21a10', 'angle', '0', '100', '34.98']
['PARAMETER', 'im21a11', 'angle', '0', '100', '34.98']
['PARAMETER', 'im21a12', 'angle', '0', '100', '58.31']
['PARAMETER', 'im21a13', 'angle', '0', '100', '69.95']
['PARAMETER', 'im21a14', 'angle', '0', '100', '69.95']
['PARAMETER', 'im21d1', 'dihedral', '-30', '30', '5.97']
['PARAMETER', 'im21d2', 'dihedral', '-30', '30', '0.16']
['PARAMETER', 'im21d3', 'dihedral', '-30', '30', '7.62']
['PARAMETER', 'im21d4', 'dihedral', '-30', '30', '3.97']
['PARAMETER', 'im21d5', 'dihedral', '-30', '30', '0.00']
['PARAMETER', 'im21d6', 'dihedral', '-30', '30', '3.97']
['PARAMETER', 'im21d7', 'dihedral', '-30', '30', '-0.63']
['PARAMETER', 'im21d8', 'dihedral', '-30', '30', '0.06']
['PARAMETER', 'im21d9', 'dihedral', '-30', '30', '7.62']
['PARAMETER', 'im21d10', 'dihedral', '-30', '30', '-0.85']
['PARAMETER', 'im21d11', 'dihedral', '-30', '30', '5.97']
['PARAMETER', 'im21d12', 'dihedral', '-30', '30', '5.97']
['PARAMETER', 'im21d13', 'dihedral', '-30', '30', '3.97']
['PARAMETER', 'im21d14', 'dihedral', '-30', '30', '3.97']
['PARAMETER', 'im21d15', 'dihedral', '-30', '30', '0.00']
['PARAMETER', 'im21d16', 'dihedral', '-30', '30', '7.62']
['PARAMETER', 'im21d17', 'dihedral', '-30', '30', '7.62']
['PARAMETER', 'im21d18', 'dihedral', '-30', '30', '0.73']
['PARAMETER', 'im21d19', 'dihedral', '-30', '30', '0.095']

Gen	BestF	MeanF	TEvals	GEvals	REvals	t	t/eval	Delta	Improv	Divers
1847	45.85	46.29	378652	208752	169900	123832.75	0.33	0.00	0.00	0.05
1848	45.85	46.27	378863	208862	170001	123896.01	0.33	0.00	0.00	5.51
1849	45.85	46.26	379078	208976	170102	123959.66	0.33	0.00	0.00	0.04
1850	45.85	46.25	379288	209085	170203	124022.84	0.33	0.00	0.00	0.06
1851	45.85	46.25	379498	209194	170304	124085.52	0.33	0.00	0.00	0.87
1852	45.85	46.23	379712	209307	170405	124149.78	0.33	0.00	0.00	0.82
1853	45.85	46.22	379923	209417	170506	124212.40	0.33	0.00	0.00	0.04
1854	45.85	46.21	380134	209527	170607	124275.39	0.33	0.00	0.00	0.01
1855	45.85	46.20	380352	209644	170708	124340.33	0.33	0.00	0.00	0.03
1856	45.85	46.19	380568	209759	170809	124404.28	0.33	0.00	0.00	0.01
1857	45.85	46.19	380777	209867	170910	124466.57	0.33	0.00	0.00	0.05
1858	45.85	46.18	380989	209978	171011	124529.47	0.33	0.00	0.00	0.05
1859	45.85	46.16	381202	210090	171112	124592.54	0.33	0.00	0.00	0.17
1860	45.85	46.15	381417	210204	171213	124656.54	0.33	0.00	0.00	7.59
1861	45.85	46.14	381635	210321	171314	124721.90	0.33	0.00	0.00	0.04
1862	45.85	46.14	381847	210432	171415	124784.87	0.33	0.00	0.00	0.11
1863	45.85	46.13	382058	210542	171516	124847.53	0.33	0.00	0.00	0.02
1864	45.85	46.12	382274	210657	171617	124912.64	0.33	0.00	0.00	0.03
1865	45.85	46.11	382490	210772	171718	124977.67	0.33	0.00	0.00	0.50
1866	45.85	46.10	382708	210889	171819	125042.45	0.33	0.00	0.00	0.04
1867	45.85	46.09	382922	211002	171920	125105.73	0.33	0.00	0.00	8.65
1868	45.85	46.09	383135	211114	172021	125169.08	0.33	0.00	0.00	0.01
1869	45.85	46.08	383344	211222	172122	125231.09	0.33	0.00	0.00	0.54
1870	45.85	46.08	383556	211333	172223	125294.94	0.33	0.00	0.00	0.49
1871	45.85	46.07	383766	211441	172325	125357.69	0.33	0.00	0.00	0.01
1872	45.85	46.06	383978	211552	172426	125420.01	0.33	0.00	0.00	0.06
1873	45.85	46.05	384189	211662	172527	125482.49	0.33	0.00	0.00	0.00
1874	45.85	46.04	384405	211777	172628	125546.62	0.33	0.00	0.00	6.34
1875	45.85	46.04	384620	211891	172729	125611.32	0.33	0.00	0.00	7.92
1876	45.85	46.03	384830	212000	172830	125673.42	0.33	0.00	0.00	0.38
1877	45.85	46.02	385044	212113	172931	125737.23	0.33	0.00	0.00	0.39
1878	45.85	46.02	385255	212223	173032	125799.69	0.33	0.00	0.00	4.25
1879	45.85	46.02	385468	212335	173133	125863.47	0.33	0.00	0.00	0.43
1880	45.85	46.01	385683	212449	173234	125927.09	0.33	0.00	0.00	2.64
1881	45.85	46.01	385897	212562	173335	125991.10	0.33	0.00	0.00	0.86
1882	45.85	46.01	386106	212670	173436	126053.15	0.33	0.00	0.00	1.02
1883	45.85	46.00	386318	212781	173537	126115.84	0.33	0.00	0.00	0.00
1884	45.85	46.00	386535	212897	173638	126179.79	0.33	0.00	0.00	0.00
1885	45.85	45.99	386748	213009	173739	126243.72	0.33	0.00	0.00	0.49
1886	45.85	45.99	386962	213122	173840	126308.66	0.33	0.00	0.00	0.41
1887	45.85	45.99	387173	213232	173941	126371.88	0.33	0.00	0.00	0.47
1888	45.85	45.98	387387	213345	174042	126436.28	0.33	0.00	0.00	0.00
1889	45.85	45.98	387601	213458	174143	126500.12	0.33	0.00	0.00	0.00
1890	45.85	45.97	387813	213569	174244	126563.72	0.33	0.00	0.00	0.01
1891	45.85	45.97	388028	213683	174345	126628.13	0.33	0.00	0.00	0.02
1892	45.85	45.96	388241	213795	174446	126691.59	0.33	0.00	0.00	0.03
1893	45.85	45.95	388452	213905	174547	126754.59	0.33	0.00	0.00	0.67
1894	45.85	45.95	388661	214013	174648	126817.18	0.33	0.00	0.00	0.00
1895	45.85	45.95	388874	214125	174749	126880.80	0.33	0.00	0.00	1.91
1896	45.85	45.94	389088	214238	174850	126944.79	0.33	0.00	0.00	0.00
1897	45.84	45.94	389212	214361	174851	126982.35	0.33	0.01	0.00	0.05
1898	45.84	45.93	389428	214476	174952	127046.99	0.33	0.00	0.00	0.00
1899	45.84	45.93	389638	214585	175053	127109.70	0.33	0.00	0.00	0.05
1900	45.83	45.92	389750	214696	175054	127143.48	0.33	0.01	0.00	0.61
1901	45.83	45.92	389962	214807	175155	127207.48	0.33	0.00	0.00	0.02
1902	45.83	45.91	390174	214918	175256	127270.83	0.33	0.00	0.00	0.00
1903	45.83	45.91	390387	215030	175357	127334.91	0.33	0.00	0.00	0.01
1904	45.83	45.91	390602	215144	175458	127399.74	0.33	0.00	0.00	0.08
1905	45.83	45.90	390815	215256	175559	127463.91	0.33	0.00	0.00	0.00
1906	45.83	45.90	391025	215365	175660	127527.43	0.33	0.00	0.00	0.47
1907	45.83	45.90	391239	215478	175761	127591.40	0.33	0.00	0.00	0.01
1908	45.81	45.89	391354	215592	175762	127626.24	0.33	0.02	0.00	0.00
1909	45.81	45.89	391566	215703	175863	127688.80	0.33	0.00	0.00	0.02
1910	45.81	45.88	391679	215815	175864	127722.29	0.33	0.01	0.00	0.93
1911	45.81	45.88	391888	215923	175965	127785.16	0.33	0.00	0.00	2.99
1912	45.78	45.87	391997	216031	175966	127817.86	0.33	0.03	0.00	0.00
1913	45.78	45.87	392207	216140	176067	127880.81	0.33	0.00	0.00	5.11
1914	45.78	45.86	392418	216250	176168	127943.74	0.33	0.00	0.00	0.00
1915	45.76	45.86	392535	216366	176169	127978.24	0.33	0.02	0.00	0.00
1916	45.76	45.85	392750	216480	176270	128042.15	0.33	0.00	0.00	1.86
1917	45.76	45.85	392965	216594	176371	128106.30	0.33	0.00	0.00	0.01
1918	45.76	45.84	393075	216703	176372	128138.86	0.33	0.00	0.00	0.74
1919	45.74	45.84	393189	216816	176373	128173.23	0.33	0.03	0.00	0.00
1920	45.73	45.83	393303	216929	176374	128207.33	0.33	0.01	0.00	0.88
1921	45.73	45.83	393517	217042	176475	128271.76	0.33	0.00	0.00	0.03
1922	45.73	45.82	393725	217149	176576	128333.99	0.33	0.00	0.00	0.03
1923	45.73	45.82	393942	217265	176677	128398.02	0.33	0.00	0.00	0.00
1924	45.73	45.81	394151	217373	176778	128460.07	0.33	0.00	0.00	1.14
1925	45.73	45.81	394365	217486	176879	128523.10	0.33	0.00	0.00	0.00
1926	45.73	45.80	394582	217602	176980	128588.14	0.33	0.00	0.00	0.00
1927	45.73	45.79	394794	217713	177081	128650.66	0.33	0.00	0.00	0.01
1928	45.73	45.78	395010	217828	177182	128714.65	0.33	0.00	0.00	0.00
1929	45.73	45.78	395121	217938	177183	128747.43	0.33	0.00	0.00	0.23
1930	45.73	45.77	395337	218053	177284	128811.48	0.33	0.00	0.00	0.00
1931	45.73	985.88	395769	218361	177408	128941.62	0.33	0.00	0.00	65699.64
1932	45.73	837.40	396017	218473	177544	129016.14	0.33	0.00	0.00	65878.50
1933	45.73	730.16	396250	218588	177662	129086.42	0.33	0.00	0.00	28277.96
1934	45.73	650.11	396473	218696	177777	129153.11	0.33	0.00	0.00	144.93
1935	45.73	585.44	396706	218805	177901	129223.05	0.33	0.00	0.00	11048.82
1936	45.73	521.26	396939	218916	178023	129292.93	0.33	0.00	0.00	6654.60
1937	45.73	475.78	397176	219028	178148	129363.84	0.33	0.00	0.00	8367.07
1938	45.73	425.95	397404	219142	178262	129432.37	0.33	0.00	0.00	254.33
1939	45.73	393.01	397630	219252	178378	129501.63	0.33	0.00	0.00	357.38
1940	45.73	364.80	397869	219367	178502	129572.54	0.33	0.00	0.00	28811.49
1941	45.73	337.97	398090	219475	178615	129638.34	0.33	0.00	0.00	25146.96
1942	45.73	315.19	398316	219588	178728	129705.25	0.33	0.00	0.00	3137.77
1943	45.73	290.97	398542	219699	178843	129771.82	0.33	0.00	0.00	14876.78
1944	45.73	271.52	398767	219812	178955	129838.87	0.33	0.00	0.00	46.82
1945	45.73	252.88	398991	219929	179062	129904.62	0.33	0.00	0.00	45.47
1946	45.73	233.82	399214	220043	179171	129971.24	0.33	0.00	0.00	66.93
1947	45.73	213.74	399437	220161	179276	130037.33	0.33	0.00	0.00	41.60
1948	45.73	197.26	399655	220273	179382	130101.65	0.33	0.00	0.00	25.74
1949	45.73	181.96	399876	220386	179490	130167.31	0.33	0.00	0.00	17.59
1950	45.73	166.16	400099	220500	179599	130233.08	0.33	0.00	0.00	18.22
1951	45.73	154.89	400314	220612	179702	130297.04	0.33	0.00	0.00	155.76
1952	45.73	148.15	400529	220720	179809	130360.73	0.33	0.00	0.00	87.43
1953	45.73	140.44	400746	220831	179915	130425.91	0.33	0.00	0.00	17.07
1954	45.73	133.47	400974	220945	180029	130492.89	0.33	0.00	0.00	185.23
1955	45.73	125.74	401200	221066	180134	130564.89	0.33	0.00	0.00	112.62
1956	45.73	120.75	401412	221174	180238	130634.32	0.33	0.00	0.00	193.37
1957	45.73	115.97	401631	221288	180343	130705.60	0.33	0.00	0.00	136.35
1958	45.73	111.32	401848	221402	180446	130775.92	0.33	0.00	0.00	834.70
1959	45.73	108.97	402060	221513	180547	130844.99	0.33	0.00	0.00	167.94
1960	45.73	106.94	402278	221623	180655	130915.76	0.33	0.00	0.00	446.94
1961	45.73	103.90	402497	221740	180757	130986.78	0.33	0.00	0.00	3.90
1962	45.73	101.55	402713	221851	180862	131056.72	0.33	0.00	0.00	9.83
1963	45.73	98.63	402932	221967	180965	131127.65	0.33	0.00	0.00	190.95
1964	45.73	95.92	403150	222082	181068	131198.69	0.33	0.00	0.00	815.77
1965	45.73	93.82	403364	222191	181173	131268.76	0.33	0.00	0.00	128.94
1966	45.73	92.23	403578	222302	181276	131339.55	0.33	0.00	0.00	828.90
1967	45.73	90.09	403793	222415	181378	131411.02	0.33	0.00	0.00	4.92
1968	45.73	88.27	404009	222529	181480	131482.72	0.33	0.00	0.00	6.03
1969	45.73	86.89	404222	222640	181582	131552.95	0.33	0.00	0.00	6.98
1970	45.73	85.07	404437	222753	181684	131622.63	0.33	0.00	0.00	112.51
1971	45.73	83.68	404654	222866	181788	131694.10	0.33	0.00	0.00	314.02
1972	45.73	82.23	404871	222978	181893	131766.31	0.33	0.00	0.00	8.64
1973	45.73	80.69	405082	223086	181996	131835.50	0.33	0.00	0.00	1433.41
1974	45.73	78.94	405295	223198	182097	131905.11	0.33	0.00	0.00	72.51
1975	45.73	77.47	405507	223306	182201	131975.29	0.33	0.00	0.00	8.10
1976	45.73	75.65	405722	223418	182304	132045.98	0.33	0.00	0.00	4.88
1977	45.73	74.40	405933	223527	182406	132114.26	0.33	0.00	0.00	299.03
1978	45.73	73.35	406147	223640	182507	132184.94	0.33	0.00	0.00	18.76
1979	45.73	72.31	406363	223749	182614	132255.28	0.33	0.00	0.00	3.79
1980	45.73	71.16	406575	223859	182716	132324.25	0.33	0.00	0.00	89.64
1981	45.73	70.14	406802	223978	182824	132397.94	0.33	0.00	0.00	1.37
1982	45.73	69.15	407013	224088	182925	132467.20	0.33	0.00	0.00	0.96
1983	45.73	68.17	407227	224200	183027	132536.64	0.33	0.00	0.00	61.64
1984	45.73	67.24	407437	224309	183128	132606.02	0.33	0.00	0.00	3.01
1985	45.73	66.49	407650	224421	183229	132675.23	0.33	0.00	0.00	15.22
1986	45.73	65.78	407865	224530	183335	132745.55	0.33	0.00	0.00	0.84
1987	45.73	65.02	408081	224645	183436	132817.18	0.33	0.00	0.00	2.28
1988	45.73	64.29	408301	224764	183537	132889.31	0.33	0.00	0.00	16.44
1989	45.73	63.63	408520	224878	183642	132961.37	0.33	0.00	0.00	5.23
1990	45.73	63.12	408732	224987	183745	133031.61	0.33	0.00	0.00	1.75
1991	45.73	62.60	408942	225094	183848	133100.29	0.33	0.00	0.00	1.53
1992	45.73	61.90	409158	225208	183950	133171.04	0.33	0.00	0.00	0.54
1993	45.73	61.51	409370	225319	184051	133240.70	0.33	0.00	0.00	3.76
1994	45.73	61.02	409583	225431	184152	133311.29	0.33	0.00	0.00	19.49
1995	45.73	60.61	409799	225545	184254	133381.74	0.33	0.00	0.00	10.20
1996	45.73	60.30	410010	225655	184355	133451.36	0.33	0.00	0.00	9.08
1997	45.73	59.90	410220	225762	184458	133520.55	0.33	0.00	0.00	2.03
1998	45.73	59.46	410432	225872	184560	133589.84	0.33	0.00	0.00	16.79
1999	45.73	59.13	410640	225979	184661	133657.53	0.33	0.00	0.00	0.87
2000	45.73	58.92	410855	226093	184762	133726.69	0.33	0.00	0.00	277.79
2001	45.73	58.61	411068	226204	184864	133795.80	0.33	0.00	0.00	230.58
2002	45.73	58.34	411279	226314	184965	133864.99	0.33	0.00	0.00	235.97
2003	45.73	58.03	411495	226429	185066	133935.31	0.33	0.00	0.00	240.21
2004	45.73	57.76	411705	226538	185167	134003.59	0.33	0.00	0.00	55.67
2005	45.73	57.45	411918	226650	185268	134072.59	0.33	0.00	0.00	586.69
2006	45.73	57.25	412129	226759	185370	134141.38	0.33	0.00	0.00	76.90
2007	45.73	57.04	412342	226871	185471	134210.87	0.33	0.00	0.00	24.16
2008	45.73	56.87	412558	226985	185573	134281.09	0.33	0.00	0.00	1.36
2009	45.73	56.50	412777	227101	185676	134351.67	0.33	0.00	0.00	1.35
2010	45.73	56.16	412989	227211	185778	134420.36	0.33	0.00	0.00	4.10
2011	45.73	55.90	413199	227320	185879	134489.77	0.33	0.00	0.00	58.56
2012	45.73	55.66	413411	227430	185981	134558.53	0.33	0.00	0.00	32.05
2013	45.73	55.30	413626	227543	186083	134628.73	0.33	0.00	0.00	114.58
2014	45.73	54.96	413844	227659	186185	134700.68	0.33	0.00	0.00	81.34
2015	45.73	54.67	414062	227775	186287	134772.47	0.33	0.00	0.00	7.47
2016	45.73	54.48	414277	227888	186389	134842.99	0.33	0.00	0.00	83.33
2017	45.73	54.22	414492	228002	186490	134912.74	0.33	0.00	0.00	4.33
2018	45.73	53.97	414709	228118	186591	134982.65	0.33	0.00	0.00	8.92
2019	45.73	53.76	414920	228227	186693	135050.82	0.33	0.00	0.00	13.71
2020	45.73	53.59	415138	228344	186794	135121.97	0.33	0.00	0.00	23.53
2021	45.73	53.46	415354	228458	186896	135192.75	0.33	0.00	0.00	2.22
2022	45.73	53.16	415571	228574	186997	135263.68	0.33	0.00	0.00	2.96
2023	45.73	53.05	415783	228685	187098	135332.70	0.33	0.00	0.00	3.87
2024	45.73	52.81	415998	228799	187199	135402.49	0.33	0.00	0.00	151.69
2025	45.73	52.68	416207	228907	187300	135470.45	0.33	0.00	0.00	3.02
2026	45.73	52.54	416423	229022	187401	135539.91	0.33	0.00	0.00	18.61
2027	45.73	52.46	416635	229133	187502	135610.70	0.33	0.00	0.00	514.64
2028	45.73	52.38	416854	229249	187605	135681.99	0.33	0.00	0.00	3.16
2029	45.73	52.26	417066	229360	187706	135752.00	0.33	0.00	0.00	0.74
2030	45.73	52.18	417282	229473	187809	135823.27	0.33	0.00	0.00	15.44
2031	45.73	52.06	417496	229585	187911	135892.22	0.33	0.00	0.00	4.44
2032	45.73	51.97	417711	229697	188014	135962.97	0.33	0.00	0.00	14.65
2033	45.73	51.88	417925	229810	188115	136032.83	0.33	0.00	0.00	0.56
2034	45.73	51.82	418139	229922	188217	136103.09	0.33	0.00	0.00	0.45
2035	45.73	51.70	418352	230034	188318	136172.64	0.33	0.00	0.00	5.49
2036	45.73	51.56	418568	230149	188419	136242.86	0.33	0.00	0.00	4.89
2037	45.73	51.46	418781	230261	188520	136309.08	0.33	0.00	0.00	0.86
2038	45.73	51.37	418995	230374	188621	136373.63	0.33	0.00	0.00	2.31
2039	45.73	51.27	419207	230485	188722	136439.53	0.33	0.00	0.00	1.07
2040	45.73	51.13	419424	230601	188823	136511.02	0.33	0.00	0.00	0.33
2041	45.73	50.97	419638	230712	188926	136581.13	0.33	0.00	0.00	7.48
2042	45.73	50.73	419852	230824	189028	136650.86	0.33	0.00	0.00	0.21
2043	45.73	50.45	420066	230937	189129	136719.27	0.33	0.00	0.00	203.34
2044	45.73	50.16	420284	231054	189230	136787.58	0.33	0.00	0.00	89.46
2045	45.73	49.93	420493	231162	189331	136855.76	0.33	0.00	0.00	0.84
2046	45.73	49.76	420707	231275	189432	136926.17	0.33	0.00	0.00	0.17
2047	45.73	49.61	420922	231389	189533	136996.13	0.33	0.00	0.00	18.98
2048	45.73	49.46	421136	231502	189634	137066.37	0.33	0.00	0.00	0.79
2049	45.73	49.36	421352	231617	189735	137136.24	0.33	0.00	0.00	1.57
2050	45.73	49.30	421566	231728	189838	137206.50	0.33	0.00	0.00	3.83
2051	45.73	49.19	421787	231845	189942	137278.76	0.33	0.00	0.00	0.63
2052	45.73	49.11	422003	231960	190043	137349.05	0.33	0.00	0.00	48.15
2053	45.73	49.05	422219	232075	190144	137419.62	0.33	0.00	0.00	37.98
2054	45.73	48.99	422433	232188	190245	137489.56	0.33	0.00	0.00	33.88
2055	45.73	48.94	422648	232301	190347	137559.19	0.33	0.00	0.00	23.96
2056	45.73	48.89	422861	232413	190448	137628.72	0.33	0.00	0.00	1.06
2057	45.73	48.83	423075	232526	190549	137698.25	0.33	0.00	0.00	0.19
2058	45.73	48.80	423287	232637	190650	137767.31	0.33	0.00	0.00	80.30
2059	45.73	48.76	423506	232755	190751	137839.21	0.33	0.00	0.00	4.17
2060	45.73	48.72	423717	232865	190852	137908.54	0.33	0.00	0.00	40.25
2061	45.73	48.66	423931	232978	190953	137978.08	0.33	0.00	0.00	2.04
2062	45.73	48.60	424152	233098	191054	138050.18	0.33	0.00	0.00	0.15
2063	45.73	48.54	424364	233209	191155	138119.53	0.33	0.00	0.00	54.62
2064	45.73	48.48	424580	233324	191256	138189.43	0.33	0.00	0.00	0.38
2065	45.73	48.43	424789	233432	191357	138258.46	0.33	0.00	0.00	25.40
2066	45.73	48.40	425002	233544	191458	138327.14	0.33	0.00	0.00	1.86
2067	45.73	48.37	425215	233656	191559	138394.85	0.33	0.00	0.00	53.52
2068	45.73	48.34	425428	233767	191661	138464.49	0.33	0.00	0.00	4.02
2069	45.73	48.26	425646	233884	191762	138535.92	0.33	0.00	0.00	1.54
2070	45.73	48.21	425858	233995	191863	138606.00	0.33	0.00	0.00	50.46
2071	45.73	48.17	426069	234105	191964	138675.48	0.33	0.00	0.00	50.99
2072	45.73	48.10	426282	234217	192065	138744.54	0.33	0.00	0.00	0.52
2073	45.73	48.06	426495	234329	192166	138813.58	0.33	0.00	0.00	0.53
2074	45.73	47.99	426714	234447	192267	138884.81	0.33	0.00	0.00	0.30
2075	45.73	47.94	426925	234557	192368	138953.49	0.33	0.00	0.00	0.51
2076	45.73	47.90	427139	234670	192469	139023.94	0.33	0.00	0.00	74.55
2077	45.73	47.86	427356	234786	192570	139095.08	0.33	0.00	0.00	14.00
2078	45.73	47.80	427569	234898	192671	139164.76	0.33	0.00	0.00	0.33
2079	45.73	47.74	427781	235009	192772	139234.83	0.33	0.00	0.00	0.11
2080	45.73	47.71	427995	235122	192873	139305.08	0.33	0.00	0.00	66.10
2081	45.73	47.67	428203	235229	192974	139372.28	0.33	0.00	0.00	0.38
2082	45.73	47.65	428409	235334	193075	139439.07	0.33	0.00	0.00	87.46
2083	45.73	47.62	428620	235442	193178	139509.05	0.33	0.00	0.00	0.09
2084	45.73	47.57	428836	235557	193279	139580.45	0.33	0.00	0.00	0.13
2085	45.73	47.53	429055	235674	193381	139651.56	0.33	0.00	0.00	2.96
2086	45.73	47.48	429271	235788	193483	139722.28	0.33	0.00	0.00	2.92
2087	45.73	47.43	429488	235904	193584	139792.47	0.33	0.00	0.00	0.91
2088	45.73	47.39	429700	236015	193685	139862.39	0.33	0.00	0.00	0.74
2089	45.73	47.38	429909	236123	193786	139930.54	0.33	0.00	0.00	1.24
2090	45.73	47.35	430123	236236	193887	140000.68	0.33	0.00	0.00	59.20
2091	45.73	47.32	430341	236353	193988	140071.74	0.33	0.00	0.00	92.21
2092	45.73	47.29	430552	236463	194089	140140.61	0.33	0.00	0.00	91.61
2093	45.73	47.25	430762	236572	194190	140210.30	0.33	0.00	0.00	17.13
2094	45.73	47.23	430976	236685	194291	140279.83	0.33	0.00	0.00	2.77
2095	45.73	47.19	431185	236793	194392	140348.48	0.33	0.00	0.00	1.98
2096	45.71	47.14	431302	236909	194393	140387.12	0.33	0.02	0.00	0.26
2097	45.71	47.09	431517	237023	194494	140457.66	0.33	0.00	0.00	0.67
2098	45.71	47.02	431735	237140	194595	140529.48	0.33	0.00	0.00	8.40
2099	45.71	46.96	431951	237255	194696	140599.62	0.33	0.00	0.00	1.11
2100	45.71	46.91	432164	237367	194797	140669.66	0.33	0.00	0.00	0.56
2101	45.71	46.85	432384	237486	194898	140742.02	0.33	0.00	0.00	0.28
2102	45.71	46.78	432601	237602	194999	140813.34	0.33	0.00	0.00	5.61
2103	45.71	46.74	432809	237709	195100	140881.53	0.33	0.00	0.00	4.12
2104	45.71	46.68	433024	237823	195201	140951.57	0.33	0.00	0.00	0.07
2105	45.71	46.63	433238	237936	195302	141022.70	0.33	0.00	0.00	62.08
2106	45.71	46.59	433457	238054	195403	141094.08	0.33	0.00	0.00	0.55
2107	45.71	46.50	433676	238172	195504	141166.01	0.33	0.00	0.00	0.48
2108	45.71	46.42	433890	238285	195605	141235.64	0.33	0.00	0.00	5.57
2109	45.66	46.37	434008	238402	195606	141274.26	0.33	0.05	0.00	9.35
2110	45.65	46.30	434122	238515	195607	141311.96	0.33	0.01	0.00	0.98
2111	45.65	46.25	434335	238627	195708	141382.26	0.33	0.00	0.00	67.75
2112	45.65	46.21	434551	238742	195809	141453.48	0.33	0.00	0.00	1.52
2113	45.17	46.16	434664	238854	195810	141491.11	0.33	0.48	0.00	1.53
2114	45.17	46.12	434876	238965	195911	141560.00	0.33	0.00	0.00	0.04
2115	45.00	46.08	434986	239074	195912	141595.99	0.33	0.18	0.00	0.48
2116	45.00	46.03	435195	239182	196013	141664.89	0.33	0.00	0.00	0.52
2117	45.00	45.98	435406	239292	196114	141733.06	0.33	0.00	0.00	5.50
2118	45.00	45.93	435617	239402	196215	141801.69	0.33	0.00	0.00	244.04
2119	45.00	45.89	435829	239513	196316	141870.96	0.33	0.00	0.00	28.57
2120	45.00	45.86	436038	239621	196417	141939.53	0.33	0.00	0.00	0.02
2121	45.00	45.83	436252	239734	196518	142010.25	0.33	0.00	0.00	2.36
2122	45.00	45.78	436462	239843	196619	142081.25	0.33	0.00	0.00	0.79
2123	45.00	45.76	436678	239958	196720	142151.40	0.33	0.00	0.00	3.06
2124	44.92	45.71	436792	240071	196721	142188.68	0.33	0.08	0.00	0.08
2125	44.92	45.67	437010	240187	196823	142259.43	0.33	0.00	0.00	12.30
2126	44.72	45.64	437123	240299	196824	142297.24	0.33	0.19	0.00	457.23
2127	44.72	45.59	437336	240411	196925	142367.37	0.33	0.00	0.00	0.24
2128	44.42	45.54	437449	240523	196926	142405.43	0.33	0.30	0.00	1.73
2129	44.42	45.51	437661	240634	197027	142474.58	0.33	0.00	0.00	0.27
2130	44.42	45.46	437875	240747	197128	142545.04	0.33	0.00	0.00	0.38
2131	44.20	45.39	437992	240863	197129	142583.96	0.33	0.22	0.00	0.07
2132	44.20	45.32	438206	240976	197230	142655.17	0.33	0.00	0.00	0.10
2133	44.20	45.25	438418	241087	197331	142725.09	0.33	0.00	0.00	1.92
2134	44.20	45.19	438629	241197	197432	142794.39	0.33	0.00	0.00	2.17
2135	44.20	45.14	438844	241311	197533	142865.20	0.33	0.00	0.00	1.09
2136	44.20	45.06	439058	241424	197634	142935.25	0.33	0.00	0.00	0.14
2137	44.20	44.99	439278	241543	197735	143007.31	0.33	0.00	0.00	0.01
2138	44.20	44.93	439490	241654	197836	143077.22	0.33	0.00	0.00	1.25
2139	44.20	44.87	439702	241765	197937	143144.68	0.33	0.00	0.00	7.96
2140	44.20	44.80	439922	241884	198038	143215.67	0.33	0.00	0.00	9.60
